engagement_id,player_id,week_start_date,total_play_hours,total_sessions,favorite_genre,multiplayer_hours,store_visits,ps_plus_tier,engagement_band
ENG-002025,PLAYER203,2024-05-06,6.29,6,Puzzle,3.52,9,Extra,LOW
ENG-002026,PLAYER203,2024-05-13,9.39,7,Sports,5.20,2,Extra,MEDIUM
ENG-002027,PLAYER203,2024-05-20,12.51,11,Sports,9.97,3,Extra,MEDIUM
ENG-002028,PLAYER203,2024-05-27,9.76,5,Racing,6.79,6,Extra,MEDIUM
ENG-002029,PLAYER203,2024-06-03,6.65,4,Sports,5.29,7,Extra,LOW
ENG-002030,PLAYER203,2024-06-10,11.43,12,Indie,5.37,7,Extra,MEDIUM
ENG-002031,PLAYER204,2024-04-08,23.87,20,Fighting,8.77,0,Premium,HIGH
ENG-002032,PLAYER204,2024-04-15,23.49,16,Action-Adventure,6.05,9,Premium,HIGH
ENG-002033,PLAYER204,2024-04-22,19.89,17,FPS,12.79,0,Premium,HIGH
ENG-002034,PLAYER204,2024-04-29,10.49,6,Racing,3.62,5,Premium,MEDIUM
ENG-002035,PLAYER204,2024-05-06,22.81,24,FPS,5.08,11,Premium,HIGH
ENG-002036,PLAYER204,2024-05-13,23.43,15,Puzzle,5.24,7,Premium,HIGH
ENG-002037,PLAYER204,2024-05-20,20.92,25,Action-RPG,8.59,9,Premium,HIGH
ENG-002038,PLAYER204,2024-05-27,10.52,8,FPS,5.09,2,Premium,MEDIUM
ENG-002039,PLAYER204,2024-06-03,15.48,16,Action-Adventure,8.22,6,Premium,MEDIUM
ENG-002040,PLAYER204,2024-06-10,13.81,17,FPS,10.31,8,Premium,MEDIUM
ENG-002041,PLAYER205,2024-04-08,11.62,8,Puzzle,3.00,9,Essential,MEDIUM
ENG-002042,PLAYER205,2024-04-15,16.26,20,Action-RPG,11.73,9,Essential,MEDIUM
ENG-002043,PLAYER205,2024-04-22,19.54,18,Sports,9.52,2,Essential,HIGH
ENG-002044,PLAYER205,2024-04-29,20.01,24,Racing,13.62,9,Essential,HIGH
ENG-002045,PLAYER205,2024-05-06,11.08,10,FPS,8.31,9,Essential,MEDIUM
ENG-002046,PLAYER205,2024-05-13,21.14,17,Action-Adventure,15.05,12,Essential,HIGH
ENG-002047,PLAYER205,2024-05-20,17.37,14,Indie,10.53,10,Essential,MEDIUM
ENG-002048,PLAYER205,2024-05-27,14.96,10,Puzzle,7.90,12,Essential,MEDIUM
ENG-002049,PLAYER205,2024-06-03,12.73,8,Sports,8.98,12,Essential,MEDIUM
ENG-002050,PLAYER205,2024-06-10,23.55,25,Sports,10.19,12,Essential,HIGH
ENG-002051,PLAYER206,2024-04-08,6.47,6,Action-RPG,2.98,4,Premium,LOW
ENG-002052,PLAYER206,2024-04-15,7.65,5,Action-Adventure,6.10,6,Premium,LOW
ENG-002053,PLAYER206,2024-04-22,10.03,8,Puzzle,4.20,10,Premium,MEDIUM
ENG-002054,PLAYER206,2024-04-29,6.66,5,Indie,3.80,8,Premium,LOW
ENG-002055,PLAYER206,2024-05-06,7.82,9,FPS,3.86,11,Premium,LOW
ENG-002056,PLAYER206,2024-05-13,4.89,3,Fighting,2.82,8,Premium,LOW
ENG-002057,PLAYER206,2024-05-20,6.90,8,Puzzle,5.13,8,Premium,LOW
ENG-002058,PLAYER206,2024-05-27,5.81,6,Indie,3.91,0,Premium,LOW
ENG-002059,PLAYER206,2024-06-03,10.11,12,Action-Adventure,3.32,7,Premium,MEDIUM
ENG-002060,PLAYER206,2024-06-10,12.02,8,Indie,6.15,10,Premium,MEDIUM
ENG-002061,PLAYER207,2024-04-08,6.00,4,Puzzle,2.41,3,Extra,LOW
ENG-002062,PLAYER207,2024-04-15,11.29,10,Action-Adventure,2.82,1,Extra,MEDIUM
ENG-002063,PLAYER207,2024-04-22,4.65,3,Action-Adventure,1.79,3,Extra,LOW
ENG-002064,PLAYER207,2024-04-29,7.64,6,Racing,5.20,6,Extra,LOW
ENG-002065,PLAYER207,2024-05-06,3.27,2,Action-RPG,2.20,2,Extra,LOW
ENG-002066,PLAYER207,2024-05-13,4.47,4,FPS,1.30,6,Extra,LOW
ENG-002067,PLAYER207,2024-05-20,10.43,10,Indie,3.31,7,Extra,MEDIUM
ENG-002068,PLAYER207,2024-05-27,8.99,6,Sports,4.61,12,Extra,LOW
ENG-002069,PLAYER207,2024-06-03,6.93,4,Fighting,4.27,3,Extra,LOW
ENG-002070,PLAYER207,2024-06-10,8.22,5,Action-RPG,3.06,5,Extra,LOW
ENG-002071,PLAYER208,2024-04-08,19.05,22,Fighting,13.33,6,Extra,HIGH
ENG-002072,PLAYER208,2024-04-15,15.93,12,Puzzle,8.66,10,Extra,MEDIUM
ENG-002073,PLAYER208,2024-04-22,21.84,13,Action-RPG,10.12,10,Extra,HIGH
ENG-002074,PLAYER208,2024-04-29,10.53,9,Action-RPG,5.31,4,Extra,MEDIUM
ENG-002075,PLAYER208,2024-05-06,19.05,12,Puzzle,8.41,7,Extra,HIGH
ENG-002076,PLAYER208,2024-05-13,14.34,15,Indie,4.29,11,Extra,MEDIUM
ENG-002077,PLAYER208,2024-05-20,13.85,9,Racing,6.44,12,Extra,MEDIUM
ENG-002078,PLAYER208,2024-05-27,19.24,21,Racing,5.65,9,Extra,HIGH
ENG-002079,PLAYER208,2024-06-03,17.19,21,Action-Adventure,7.09,7,Extra,MEDIUM
ENG-002080,PLAYER208,2024-06-10,10.04,6,Action-Adventure,6.19,5,Extra,MEDIUM
ENG-002081,PLAYER209,2024-04-08,9.50,8,Indie,5.00,10,Extra,MEDIUM
ENG-002082,PLAYER209,2024-04-15,7.87,8,Sports,3.32,11,Extra,LOW
ENG-002083,PLAYER209,2024-04-22,7.14,8,FPS,5.66,3,Extra,LOW
ENG-002084,PLAYER209,2024-04-29,7.60,9,Indie,5.19,3,Extra,LOW
ENG-002085,PLAYER209,2024-05-06,3.40,3,Sports,1.75,5,Extra,LOW
ENG-002086,PLAYER209,2024-05-13,7.17,4,Action-Adventure,4.19,12,Extra,LOW
ENG-002087,PLAYER209,2024-05-20,8.73,5,Indie,2.75,10,Extra,LOW
ENG-002088,PLAYER209,2024-05-27,9.20,10,Puzzle,4.66,5,Extra,MEDIUM
ENG-002089,PLAYER209,2024-06-03,3.61,4,Fighting,2.14,6,Extra,LOW
ENG-002090,PLAYER209,2024-06-10,7.57,8,Racing,2.35,4,Extra,LOW
ENG-002091,PLAYER210,2024-04-08,11.03,10,Fighting,7.71,3,Essential,MEDIUM
ENG-002092,PLAYER210,2024-04-15,11.13,6,FPS,7.13,10,Essential,MEDIUM
ENG-002093,PLAYER210,2024-04-22,15.49,11,Racing,4.39,1,Essential,MEDIUM
ENG-002094,PLAYER210,2024-04-29,19.67,24,Action-RPG,6.36,3,Essential,HIGH
ENG-002095,PLAYER210,2024-05-06,19.47,23,Action-RPG,7.55,0,Essential,HIGH
ENG-002096,PLAYER210,2024-05-13,21.11,22,Racing,12.01,8,Essential,HIGH
ENG-002097,PLAYER210,2024-05-20,18.37,14,Puzzle,6.07,9,Essential,HIGH
ENG-002098,PLAYER210,2024-05-27,20.04,18,Fighting,5.76,10,Essential,HIGH
ENG-002099,PLAYER210,2024-06-03,10.21,9,Puzzle,6.61,5,Essential,MEDIUM
ENG-002100,PLAYER210,2024-06-10,14.33,12,Racing,5.23,12,Essential,MEDIUM
ENG-002101,PLAYER211,2024-04-08,7.43,6,Puzzle,4.87,6,Essential,LOW
ENG-002102,PLAYER211,2024-04-15,11.94,11,Action-Adventure,4.18,3,Essential,MEDIUM
ENG-002103,PLAYER211,2024-04-22,9.98,12,Action-RPG,3.58,1,Essential,MEDIUM
ENG-002104,PLAYER211,2024-04-29,5.48,5,Indie,1.79,6,Essential,LOW
ENG-002105,PLAYER211,2024-05-06,8.18,8,Action-RPG,4.74,1,Essential,LOW
ENG-002106,PLAYER211,2024-05-13,3.50,4,Racing,1.80,12,Essential,LOW
ENG-002107,PLAYER211,2024-05-20,9.11,8,Racing,3.04,12,Essential,MEDIUM
ENG-002108,PLAYER211,2024-05-27,11.86,14,Sports,4.68,12,Essential,MEDIUM
ENG-002109,PLAYER211,2024-06-03,3.88,4,Indie,1.32,0,Essential,LOW
ENG-002110,PLAYER211,2024-06-10,3.31,2,Puzzle,1.21,11,Essential,LOW
ENG-002111,PLAYER212,2024-04-08,8.72,10,Fighting,2.35,11,Essential,LOW
ENG-002112,PLAYER212,2024-04-15,8.68,10,Action-RPG,3.19,3,Essential,LOW
ENG-002113,PLAYER212,2024-04-22,5.12,5,FPS,3.17,12,Essential,LOW
ENG-002114,PLAYER212,2024-04-29,2.38,2,Racing,1.07,8,Essential,LOW
ENG-002115,PLAYER212,2024-05-06,8.78,9,Sports,6.12,3,Essential,LOW
ENG-002116,PLAYER212,2024-05-13,6.62,5,Puzzle,2.19,7,Essential,LOW
ENG-002117,PLAYER212,2024-05-20,8.05,6,Action-Adventure,1.70,0,Essential,LOW
ENG-002118,PLAYER212,2024-05-27,8.54,11,Puzzle,3.11,8,Essential,LOW
ENG-002119,PLAYER212,2024-06-03,3.75,3,FPS,1.30,6,Essential,LOW
ENG-002120,PLAYER212,2024-06-10,8.34,5,Puzzle,5.45,12,Essential,LOW
ENG-002121,PLAYER213,2024-04-08,13.46,16,Action-Adventure,8.42,0,Essential,MEDIUM
ENG-002122,PLAYER213,2024-04-15,9.51,10,Action-Adventure,6.95,3,Essential,MEDIUM
ENG-002123,PLAYER213,2024-04-22,4.74,4,Racing,1.88,1,Essential,LOW
ENG-002124,PLAYER213,2024-04-29,9.82,7,Racing,6.39,1,Essential,MEDIUM
ENG-002125,PLAYER213,2024-05-06,5.46,5,Action-RPG,2.33,2,Essential,LOW
ENG-002126,PLAYER213,2024-05-13,9.73,6,Racing,7.52,3,Essential,MEDIUM
ENG-002127,PLAYER213,2024-05-20,5.23,5,Action-Adventure,1.17,5,Essential,LOW
ENG-002128,PLAYER213,2024-05-27,7.79,8,Action-Adventure,4.21,8,Essential,LOW
ENG-002129,PLAYER213,2024-06-03,13.68,9,Action-Adventure,4.98,0,Essential,MEDIUM
ENG-002130,PLAYER213,2024-06-10,5.18,5,FPS,4.02,6,Essential,LOW
ENG-002131,PLAYER214,2024-04-08,9.54,6,Fighting,3.49,1,Extra,MEDIUM
ENG-002132,PLAYER214,2024-04-15,8.59,5,Racing,2.69,8,Extra,LOW
ENG-002133,PLAYER214,2024-04-22,3.59,3,Racing,0.74,12,Extra,LOW
ENG-002134,PLAYER214,2024-04-29,5.97,5,Puzzle,3.23,3,Extra,LOW
ENG-002135,PLAYER214,2024-05-06,7.88,4,Action-RPG,3.50,9,Extra,LOW
ENG-002136,PLAYER214,2024-05-13,2.75,2,Fighting,0.64,3,Extra,LOW
ENG-002137,PLAYER214,2024-05-20,2.50,2,Sports,1.77,7,Extra,LOW
ENG-002138,PLAYER214,2024-05-27,3.56,2,Racing,2.10,0,Extra,LOW
ENG-002139,PLAYER214,2024-06-03,6.80,4,Sports,5.03,1,Extra,LOW
ENG-002140,PLAYER214,2024-06-10,8.96,6,Action-RPG,3.82,11,Extra,LOW
ENG-002141,PLAYER215,2024-04-08,8.00,7,Racing,3.61,9,Essential,LOW
ENG-002142,PLAYER215,2024-04-15,4.23,4,Indie,2.09,5,Essential,LOW
ENG-002143,PLAYER215,2024-04-22,5.94,6,Action-Adventure,4.16,7,Essential,LOW
ENG-002144,PLAYER215,2024-04-29,4.91,5,Indie,2.90,10,Essential,LOW
ENG-002145,PLAYER215,2024-05-06,3.16,3,Action-RPG,1.26,12,Essential,LOW
ENG-002146,PLAYER215,2024-05-13,3.93,3,Indie,2.59,4,Essential,LOW
ENG-002147,PLAYER215,2024-05-20,6.06,5,Racing,1.61,10,Essential,LOW
ENG-002148,PLAYER215,2024-05-27,5.33,6,Fighting,1.45,9,Essential,LOW
ENG-002149,PLAYER215,2024-06-03,4.99,3,Indie,1.56,9,Essential,LOW
ENG-002150,PLAYER215,2024-06-10,6.69,6,Indie,3.62,10,Essential,LOW
ENG-002151,PLAYER216,2024-04-08,23.48,25,Puzzle,5.56,12,Essential,HIGH
ENG-002152,PLAYER216,2024-04-15,13.95,14,Action-RPG,10.69,7,Essential,MEDIUM
ENG-002153,PLAYER216,2024-04-22,20.72,17,FPS,11.34,3,Essential,HIGH
ENG-002154,PLAYER216,2024-04-29,23.80,19,FPS,15.70,6,Essential,HIGH
ENG-002155,PLAYER216,2024-05-06,13.38,13,Action-RPG,8.97,11,Essential,MEDIUM
ENG-002156,PLAYER216,2024-05-13,20.52,20,Fighting,7.67,12,Essential,HIGH
ENG-002157,PLAYER216,2024-05-20,18.93,11,Action-RPG,14.77,11,Essential,HIGH
ENG-002158,PLAYER216,2024-05-27,8.94,9,Action-Adventure,2.99,6,Essential,LOW
ENG-002159,PLAYER216,2024-06-03,8.66,10,Fighting,4.71,7,Essential,LOW
ENG-002160,PLAYER216,2024-06-10,19.05,12,Racing,10.41,1,Essential,HIGH
ENG-002161,PLAYER217,2024-04-08,3.77,3,Fighting,1.05,2,Essential,LOW
ENG-002162,PLAYER217,2024-04-15,4.30,4,Racing,2.03,11,Essential,LOW
ENG-002163,PLAYER217,2024-04-22,9.03,11,Puzzle,4.89,7,Essential,MEDIUM
ENG-002164,PLAYER217,2024-04-29,6.89,5,Sports,4.21,1,Essential,LOW
ENG-002165,PLAYER217,2024-05-06,5.20,5,Sports,3.45,9,Essential,LOW
ENG-002166,PLAYER217,2024-05-13,6.07,4,Puzzle,1.55,11,Essential,LOW
ENG-002167,PLAYER217,2024-05-20,9.27,7,Action-RPG,4.93,5,Essential,MEDIUM
ENG-002168,PLAYER217,2024-05-27,10.87,6,Sports,8.56,4,Essential,MEDIUM
ENG-002169,PLAYER217,2024-06-03,3.34,2,Racing,1.94,3,Essential,LOW
ENG-002170,PLAYER217,2024-06-10,8.05,10,FPS,5.75,4,Essential,LOW
ENG-002171,PLAYER218,2024-04-08,21.15,23,Racing,16.49,2,Premium,HIGH
ENG-002172,PLAYER218,2024-04-15,17.70,15,Action-RPG,8.58,6,Premium,MEDIUM
ENG-002173,PLAYER218,2024-04-22,10.91,13,Indie,7.94,10,Premium,MEDIUM
ENG-002174,PLAYER218,2024-04-29,17.41,20,FPS,13.09,12,Premium,MEDIUM
ENG-002175,PLAYER218,2024-05-06,13.81,14,Action-Adventure,6.03,6,Premium,MEDIUM
ENG-002176,PLAYER218,2024-05-13,16.93,16,Indie,6.82,6,Premium,MEDIUM
ENG-002177,PLAYER218,2024-05-20,18.40,18,Puzzle,7.34,6,Premium,HIGH
ENG-002178,PLAYER218,2024-05-27,8.67,8,Sports,2.87,11,Premium,LOW
ENG-002179,PLAYER218,2024-06-03,21.24,26,Action-Adventure,5.42,5,Premium,HIGH
ENG-002180,PLAYER218,2024-06-10,16.27,11,Fighting,5.58,12,Premium,MEDIUM
ENG-002181,PLAYER219,2024-04-08,6.81,6,Puzzle,4.59,11,Premium,LOW
ENG-002182,PLAYER219,2024-04-15,7.63,6,Indie,2.52,7,Premium,LOW
ENG-002183,PLAYER219,2024-04-22,10.81,11,Indie,4.05,4,Premium,MEDIUM
ENG-002184,PLAYER219,2024-04-29,5.41,6,Racing,1.40,6,Premium,LOW
ENG-002185,PLAYER219,2024-05-06,5.24,3,Fighting,3.63,4,Premium,LOW
ENG-002186,PLAYER219,2024-05-13,7.70,5,Action-Adventure,2.11,2,Premium,LOW
ENG-002187,PLAYER219,2024-05-20,11.05,7,Puzzle,5.85,12,Premium,MEDIUM
ENG-002188,PLAYER219,2024-05-27,9.30,10,Sports,1.98,3,Premium,MEDIUM
ENG-002189,PLAYER219,2024-06-03,9.05,11,Action-RPG,6.01,6,Premium,MEDIUM
ENG-002190,PLAYER219,2024-06-10,10.97,6,Indie,8.63,4,Premium,MEDIUM
ENG-002191,PLAYER220,2024-04-08,20.41,18,Action-RPG,14.52,3,Extra,HIGH
ENG-002192,PLAYER220,2024-04-15,18.22,18,Racing,5.20,2,Extra,HIGH
ENG-002193,PLAYER220,2024-04-22,22.40,14,Racing,7.06,0,Extra,HIGH
ENG-002194,PLAYER220,2024-04-29,22.63,21,FPS,11.10,0,Extra,HIGH
ENG-002195,PLAYER220,2024-05-06,8.61,8,Puzzle,3.33,1,Extra,LOW
ENG-002196,PLAYER220,2024-05-13,9.47,11,Puzzle,3.61,8,Extra,MEDIUM
ENG-002197,PLAYER220,2024-05-20,12.97,9,FPS,5.36,6,Extra,MEDIUM
ENG-002198,PLAYER220,2024-05-27,10.91,12,Action-Adventure,2.85,11,Extra,MEDIUM
ENG-002199,PLAYER220,2024-06-03,8.85,7,Indie,4.13,7,Extra,LOW
ENG-002200,PLAYER220,2024-06-10,15.35,16,FPS,7.01,6,Extra,MEDIUM
ENG-002201,PLAYER221,2024-04-08,9.96,9,Fighting,6.66,3,Essential,MEDIUM
ENG-002202,PLAYER221,2024-04-15,10.35,11,Puzzle,4.91,7,Essential,MEDIUM
ENG-002203,PLAYER221,2024-04-22,9.75,9,Action-Adventure,2.68,7,Essential,MEDIUM
ENG-002204,PLAYER221,2024-04-29,10.48,7,Racing,6.23,11,Essential,MEDIUM
ENG-002205,PLAYER221,2024-05-06,19.07,12,Action-RPG,5.40,3,Essential,HIGH
ENG-002206,PLAYER221,2024-05-13,10.71,11,Fighting,2.68,4,Essential,MEDIUM
ENG-002207,PLAYER221,2024-05-20,17.53,14,Action-Adventure,5.30,6,Essential,MEDIUM
ENG-002208,PLAYER221,2024-05-27,20.76,23,Action-Adventure,15.48,8,Essential,HIGH
ENG-002209,PLAYER221,2024-06-03,16.67,20,Action-Adventure,10.31,4,Essential,MEDIUM
ENG-002210,PLAYER221,2024-06-10,17.18,13,FPS,8.61,1,Essential,MEDIUM
ENG-002211,PLAYER222,2024-04-08,8.09,9,Sports,4.82,7,Essential,LOW
ENG-002212,PLAYER222,2024-04-15,4.85,4,Sports,1.39,1,Essential,LOW
ENG-002213,PLAYER222,2024-04-22,9.68,6,Indie,3.94,3,Essential,MEDIUM
ENG-002214,PLAYER222,2024-04-29,7.81,9,FPS,5.04,8,Essential,LOW
ENG-002215,PLAYER222,2024-05-06,5.11,5,Indie,1.33,9,Essential,LOW
ENG-002216,PLAYER222,2024-05-13,10.90,8,Indie,7.60,9,Essential,MEDIUM
ENG-002217,PLAYER222,2024-05-20,8.43,8,FPS,5.61,12,Essential,LOW
ENG-002218,PLAYER222,2024-05-27,5.45,3,Puzzle,2.52,6,Essential,LOW
ENG-002219,PLAYER222,2024-06-03,8.92,8,Indie,5.44,0,Essential,LOW
ENG-002220,PLAYER222,2024-06-10,5.51,4,Sports,2.03,7,Essential,LOW
ENG-002221,PLAYER223,2024-04-08,19.80,24,Action-RPG,8.14,10,Extra,HIGH
ENG-002222,PLAYER223,2024-04-15,10.06,6,Sports,4.27,7,Extra,MEDIUM
ENG-002223,PLAYER223,2024-04-22,12.25,13,Fighting,2.85,9,Extra,MEDIUM
ENG-002224,PLAYER223,2024-04-29,22.04,14,Racing,10.98,5,Extra,HIGH
ENG-002225,PLAYER223,2024-05-06,15.20,9,FPS,7.79,6,Extra,MEDIUM
ENG-002226,PLAYER223,2024-05-13,23.53,15,Action-Adventure,17.52,3,Extra,HIGH
ENG-002227,PLAYER223,2024-05-20,13.47,15,Sports,2.74,9,Extra,MEDIUM
ENG-002228,PLAYER223,2024-05-27,23.76,25,Puzzle,10.08,8,Extra,HIGH
ENG-002229,PLAYER223,2024-06-03,20.33,22,Racing,16.15,8,Extra,HIGH
ENG-002230,PLAYER223,2024-06-10,14.46,10,Action-Adventure,5.70,6,Extra,MEDIUM
ENG-002231,PLAYER224,2024-04-08,3.36,2,Action-Adventure,0.71,4,Essential,LOW
ENG-002232,PLAYER224,2024-04-15,10.00,10,Racing,4.05,7,Essential,MEDIUM
ENG-002233,PLAYER224,2024-04-22,3.50,4,Action-RPG,0.91,11,Essential,LOW
ENG-002234,PLAYER224,2024-04-29,11.79,9,FPS,4.05,7,Essential,MEDIUM
ENG-002235,PLAYER224,2024-05-06,5.55,4,Action-Adventure,3.10,8,Essential,LOW
ENG-002236,PLAYER224,2024-05-13,5.62,5,Fighting,4.23,11,Essential,LOW
ENG-002237,PLAYER224,2024-05-20,5.76,7,Puzzle,3.30,10,Essential,LOW
ENG-002238,PLAYER224,2024-05-27,9.62,9,Action-Adventure,2.16,2,Essential,MEDIUM
ENG-002239,PLAYER224,2024-06-03,3.25,2,Puzzle,2.40,4,Essential,LOW
ENG-002240,PLAYER224,2024-06-10,7.03,5,Sports,3.32,7,Essential,LOW
ENG-002241,PLAYER225,2024-04-08,20.58,16,Sports,12.15,9,Essential,HIGH
ENG-002242,PLAYER225,2024-04-15,23.00,18,Action-RPG,16.00,6,Essential,HIGH
ENG-002243,PLAYER225,2024-04-22,9.87,6,Fighting,2.49,0,Essential,MEDIUM
ENG-002244,PLAYER225,2024-04-29,17.52,21,Action-Adventure,7.07,3,Essential,MEDIUM
ENG-002245,PLAYER225,2024-05-06,18.31,17,Sports,5.61,1,Essential,HIGH
ENG-002246,PLAYER225,2024-05-13,9.72,8,Sports,4.09,0,Essential,MEDIUM
ENG-002247,PLAYER225,2024-05-20,13.92,9,Action-RPG,3.34,12,Essential,MEDIUM
ENG-002248,PLAYER225,2024-05-27,16.68,18,Action-Adventure,5.09,1,Essential,MEDIUM
ENG-002249,PLAYER225,2024-06-03,22.77,16,Racing,8.63,11,Essential,HIGH
ENG-002250,PLAYER225,2024-06-10,21.30,27,Puzzle,5.34,4,Essential,HIGH
ENG-002251,PLAYER226,2024-04-08,7.80,6,Action-Adventure,5.38,5,Essential,LOW
ENG-002252,PLAYER226,2024-04-15,9.01,6,Action-Adventure,2.85,8,Essential,MEDIUM
ENG-002253,PLAYER226,2024-04-22,10.77,9,Racing,7.68,7,Essential,MEDIUM
ENG-002254,PLAYER226,2024-04-29,9.10,5,Fighting,7.21,10,Essential,MEDIUM
ENG-002255,PLAYER226,2024-05-06,5.57,5,Indie,4.14,11,Essential,LOW
ENG-002256,PLAYER226,2024-05-13,4.53,4,Fighting,3.05,9,Essential,LOW
ENG-002257,PLAYER226,2024-05-20,10.34,8,Indie,6.80,8,Essential,MEDIUM
ENG-002258,PLAYER226,2024-05-27,9.08,8,FPS,2.61,8,Essential,MEDIUM
ENG-002259,PLAYER226,2024-06-03,8.73,7,Sports,4.07,3,Essential,LOW
ENG-002260,PLAYER226,2024-06-10,6.22,5,Action-Adventure,1.88,8,Essential,LOW
ENG-002261,PLAYER227,2024-04-08,10.98,13,Puzzle,5.40,12,Extra,MEDIUM
ENG-002262,PLAYER227,2024-04-15,8.39,7,Indie,3.11,1,Extra,LOW
ENG-002263,PLAYER227,2024-04-22,10.85,13,Fighting,3.58,7,Extra,MEDIUM
ENG-002264,PLAYER227,2024-04-29,12.38,8,Action-RPG,7.22,12,Extra,MEDIUM
ENG-002265,PLAYER227,2024-05-06,7.96,5,Action-RPG,2.22,10,Extra,LOW
ENG-002266,PLAYER227,2024-05-13,6.37,8,Puzzle,1.97,0,Extra,LOW
ENG-002267,PLAYER227,2024-05-20,6.40,6,Action-Adventure,2.86,0,Extra,LOW
ENG-002268,PLAYER227,2024-05-27,12.53,15,Action-RPG,6.70,10,Extra,MEDIUM
ENG-002269,PLAYER227,2024-06-03,10.78,12,Action-RPG,8.28,12,Extra,MEDIUM
ENG-002270,PLAYER227,2024-06-10,10.63,13,Fighting,5.59,4,Extra,MEDIUM
ENG-002271,PLAYER228,2024-04-08,9.54,9,Sports,3.03,7,Premium,MEDIUM
ENG-002272,PLAYER228,2024-04-15,11.81,9,Fighting,5.32,1,Premium,MEDIUM
ENG-002273,PLAYER228,2024-04-22,3.38,2,Puzzle,1.34,5,Premium,LOW
ENG-002274,PLAYER228,2024-04-29,9.82,12,Puzzle,5.19,9,Premium,MEDIUM
ENG-002275,PLAYER228,2024-05-06,3.33,4,Sports,1.64,12,Premium,LOW
ENG-002276,PLAYER228,2024-05-13,3.42,3,Indie,2.49,6,Premium,LOW
ENG-002277,PLAYER228,2024-05-20,9.05,8,Action-Adventure,2.99,0,Premium,MEDIUM
ENG-002278,PLAYER228,2024-05-27,5.79,6,Action-RPG,2.47,2,Premium,LOW
ENG-002279,PLAYER228,2024-06-03,5.06,5,Fighting,2.96,4,Premium,LOW
ENG-002280,PLAYER228,2024-06-10,5.50,5,Indie,3.37,4,Premium,LOW
ENG-002281,PLAYER229,2024-04-08,4.32,5,Action-RPG,3.00,3,Extra,LOW
ENG-002282,PLAYER229,2024-04-15,7.76,4,Racing,2.41,1,Extra,LOW
ENG-002283,PLAYER229,2024-04-22,8.34,5,Action-Adventure,4.14,10,Extra,LOW
ENG-002284,PLAYER229,2024-04-29,9.57,10,Indie,5.88,9,Extra,MEDIUM
ENG-002285,PLAYER229,2024-05-06,7.76,6,Action-Adventure,5.21,1,Extra,LOW
ENG-002286,PLAYER229,2024-05-13,4.56,5,Fighting,3.19,12,Extra,LOW
ENG-002287,PLAYER229,2024-05-20,3.50,3,Fighting,2.33,0,Extra,LOW
ENG-002288,PLAYER229,2024-05-27,5.10,5,FPS,4.05,1,Extra,LOW
ENG-002289,PLAYER229,2024-06-03,11.44,8,Action-Adventure,4.06,2,Extra,MEDIUM
ENG-002290,PLAYER229,2024-06-10,5.35,4,FPS,3.44,6,Extra,LOW
ENG-002291,PLAYER230,2024-04-08,7.46,8,Sports,5.96,9,Premium,LOW
ENG-002292,PLAYER230,2024-04-15,4.86,5,Puzzle,2.40,1,Premium,LOW
ENG-002293,PLAYER230,2024-04-22,10.05,8,Fighting,3.54,8,Premium,MEDIUM
ENG-002294,PLAYER230,2024-04-29,3.36,3,Racing,1.62,1,Premium,LOW
ENG-002295,PLAYER230,2024-05-06,6.94,4,Puzzle,1.97,3,Premium,LOW
ENG-002296,PLAYER230,2024-05-13,11.04,13,FPS,2.73,0,Premium,MEDIUM
ENG-002297,PLAYER230,2024-05-20,11.04,10,Fighting,6.15,6,Premium,MEDIUM
ENG-002298,PLAYER230,2024-05-27,5.78,6,FPS,1.46,11,Premium,LOW
ENG-002299,PLAYER230,2024-06-03,9.71,10,Fighting,4.79,8,Premium,MEDIUM
ENG-002300,PLAYER230,2024-06-10,9.46,5,Fighting,6.40,7,Premium,MEDIUM
ENG-002301,PLAYER231,2024-04-08,10.71,7,Fighting,6.70,4,Essential,MEDIUM
ENG-002302,PLAYER231,2024-04-15,3.55,4,FPS,1.52,7,Essential,LOW
ENG-002303,PLAYER231,2024-04-22,11.81,10,Racing,4.44,5,Essential,MEDIUM
ENG-002304,PLAYER231,2024-04-29,9.04,8,Fighting,5.81,11,Essential,MEDIUM
ENG-002305,PLAYER231,2024-05-06,3.66,4,Racing,1.70,0,Essential,LOW
ENG-002306,PLAYER231,2024-05-13,10.19,6,Indie,5.86,3,Essential,MEDIUM
ENG-002307,PLAYER231,2024-05-20,4.38,5,Action-Adventure,2.06,0,Essential,LOW
ENG-002308,PLAYER231,2024-05-27,3.77,2,Puzzle,2.17,4,Essential,LOW
ENG-002309,PLAYER231,2024-06-03,9.01,7,FPS,1.98,3,Essential,MEDIUM
ENG-002310,PLAYER231,2024-06-10,10.50,9,Action-RPG,2.32,12,Essential,MEDIUM
ENG-002311,PLAYER232,2024-04-08,4.02,3,Sports,2.62,4,Essential,LOW
ENG-002312,PLAYER232,2024-04-15,8.59,8,Racing,4.37,12,Essential,LOW
ENG-002313,PLAYER232,2024-04-22,11.80,14,Action-RPG,5.05,9,Essential,MEDIUM
ENG-002314,PLAYER232,2024-04-29,10.89,12,Puzzle,6.65,9,Essential,MEDIUM
ENG-002315,PLAYER232,2024-05-06,4.60,5,Action-Adventure,2.45,3,Essential,LOW
ENG-002316,PLAYER232,2024-05-13,4.88,3,Fighting,1.47,2,Essential,LOW
