session_id,player_id,controller_id,controller_serial,session_start_at,session_end_at,session_minutes,game_title,input_anomaly_count,disconnect_count,battery_start_percent,battery_end_percent
SESS-0007654,PLAYER887,CTRL-1013,ZCT1W-S2741731,2024-06-01T06:05:00Z,2024-06-01T07:30:00Z,85,God of War Ragnarök,0,0,75,58
SESS-0007655,PLAYER267,CTRL-0301,ZCT2E-H7787380,2024-04-10T13:49:00Z,2024-04-10T16:28:00Z,159,God of War Ragnarök,18,5,92,87
SESS-0007656,PLAYER929,CTRL-1065,ZCT1W-L6438575,2024-05-23T00:08:00Z,2024-05-23T02:30:00Z,142,Helldivers 2,2,1,60,47
SESS-0007657,PLAYER037,CTRL-0042,ZCT1W-X1750538,2024-05-15T02:58:00Z,2024-05-15T04:54:00Z,116,Gran Turismo 7,3,0,72,38
SESS-0007658,PLAYER796,CTRL-0910,ZCT1W-A3156305,2024-05-06T06:51:00Z,2024-05-06T08:09:00Z,78,Street Fighter 6,1,1,91,76
SESS-0007659,PLAYER162,CTRL-0182,ZCT1W-K3704873,2024-04-22T17:00:00Z,2024-04-22T17:45:00Z,45,Street Fighter 6,15,0,79,55
SESS-0007660,PLAYER055,CTRL-0061,ZCT2E-Q9426008,2024-05-05T14:23:00Z,2024-05-05T16:49:00Z,146,EA FC 24,7,1,95,67
SESS-0007661,PLAYER638,CTRL-0722,ZCT1W-E9701033,2024-06-08T05:57:00Z,2024-06-08T09:41:00Z,224,Helldivers 2,17,0,81,75
SESS-0007662,PLAYER737,CTRL-0840,ZCT1W-S7221393,2024-04-29T23:43:00Z,2024-04-30T02:16:00Z,153,Helldivers 2,0,1,98,74
SESS-0007663,PLAYER730,CTRL-0831,ZCT2E-X2657259,2024-06-09T07:54:00Z,2024-06-09T09:44:00Z,110,EA FC 24,4,0,70,63
SESS-0007664,PLAYER032,CTRL-0035,ZCT1W-X2968404,2024-05-18T09:57:00Z,2024-05-18T13:35:00Z,218,The Last of Us Part I,4,5,90,61
SESS-0007665,PLAYER417,CTRL-0472,ZCT2E-V6991611,2024-06-08T01:14:00Z,2024-06-08T03:36:00Z,142,Gran Turismo 7,2,1,66,43
SESS-0007666,PLAYER547,CTRL-0619,ZCT1W-K9233534,2024-04-25T08:19:00Z,2024-04-25T09:21:00Z,62,God of War Ragnarök,0,0,65,45
SESS-0007667,PLAYER924,CTRL-1060,ZCT1W-E1670225,2024-05-17T03:00:00Z,2024-05-17T03:38:00Z,38,Street Fighter 6,1,1,91,76
SESS-0007668,PLAYER061,CTRL-0067,ZCT1W-V4190758,2024-05-02T14:32:00Z,2024-05-02T15:23:00Z,51,Fortnite,2,1,66,40
SESS-0007669,PLAYER749,CTRL-0856,ZCT2E-F2402709,2024-05-12T22:34:00Z,2024-05-12T23:38:00Z,64,Fortnite,2,0,76,51
SESS-0007670,PLAYER127,CTRL-0141,ZCT2E-D9582257,2024-04-21T03:34:00Z,2024-04-21T04:09:00Z,35,The Last of Us Part I,8,2,94,63
SESS-0007671,PLAYER758,CTRL-0867,ZCT1W-U1980083,2024-04-22T00:30:00Z,2024-04-22T03:13:00Z,163,Astro Bot,10,6,60,47
SESS-0007672,PLAYER134,CTRL-0150,ZCT1W-E3459356,2024-04-20T09:30:00Z,2024-04-20T12:38:00Z,188,EA FC 24,2,0,63,54
SESS-0007673,PLAYER952,CTRL-1094,ZCT2E-J5173595,2024-04-14T21:41:00Z,2024-04-15T00:06:00Z,145,Street Fighter 6,2,1,64,48
SESS-0007674,PLAYER178,CTRL-0200,ZCT2E-P4346568,2024-05-10T01:00:00Z,2024-05-10T03:27:00Z,147,Astro Bot,4,1,77,56
SESS-0007675,PLAYER802,CTRL-0916,ZCT2E-X4910362,2024-04-22T18:11:00Z,2024-04-22T20:17:00Z,126,Street Fighter 6,5,0,91,72
SESS-0007676,PLAYER713,CTRL-0812,ZCT1W-G5174163,2024-05-12T15:21:00Z,2024-05-12T17:10:00Z,109,Helldivers 2,3,1,96,77
SESS-0007677,PLAYER543,CTRL-0615,ZCT2E-J7760181,2024-04-17T07:52:00Z,2024-04-17T09:38:00Z,106,Street Fighter 6,3,1,92,69
SESS-0007678,PLAYER581,CTRL-0658,ZCT1W-G7099530,2024-04-19T07:29:00Z,2024-04-19T09:34:00Z,125,God of War Ragnarök,17,0,86,69
SESS-0007679,PLAYER176,CTRL-0197,ZCT2E-F7698813,2024-05-09T10:27:00Z,2024-05-09T12:46:00Z,139,Call of Duty,13,1,88,61
SESS-0007680,PLAYER701,CTRL-0798,ZCT1W-S7704457,2024-04-18T22:26:00Z,2024-04-19T00:06:00Z,100,God of War Ragnarök,15,1,99,74
SESS-0007681,PLAYER749,CTRL-0856,ZCT2E-F2402709,2024-04-15T07:49:00Z,2024-04-15T09:37:00Z,108,Spider-Man 2,4,0,95,79
SESS-0007682,PLAYER925,CTRL-1061,ZCT2E-W6729127,2024-05-29T10:54:00Z,2024-05-29T12:04:00Z,70,EA FC 24,16,1,60,54
SESS-0007683,PLAYER685,CTRL-0778,ZCT2E-Q9770547,2024-04-16T23:51:00Z,2024-04-17T01:00:00Z,69,Street Fighter 6,0,0,83,52
SESS-0007684,PLAYER910,CTRL-1044,ZCT1W-D1404486,2024-04-18T01:35:00Z,2024-04-18T04:44:00Z,189,Spider-Man 2,15,1,63,47
SESS-0007685,PLAYER170,CTRL-0191,ZCT2E-J8416290,2024-04-18T05:49:00Z,2024-04-18T07:55:00Z,126,Astro Bot,1,1,70,48
SESS-0007686,PLAYER568,CTRL-0644,ZCT2E-Q6547574,2024-04-18T07:16:00Z,2024-04-18T10:15:00Z,179,Fortnite,0,0,71,65
SESS-0007687,PLAYER225,CTRL-0251,ZCT2E-E4686979,2024-04-17T07:17:00Z,2024-04-17T10:26:00Z,189,EA FC 24,13,1,88,80
SESS-0007688,PLAYER740,CTRL-0845,ZCT1W-M7743748,2024-06-03T00:18:00Z,2024-06-03T02:39:00Z,141,EA FC 24,4,1,96,64
SESS-0007689,PLAYER338,CTRL-0380,ZCT1W-H9280480,2024-04-27T01:14:00Z,2024-04-27T02:04:00Z,50,Helldivers 2,7,1,64,58
SESS-0007690,PLAYER476,CTRL-0538,ZCT2E-V8624921,2024-06-04T22:31:00Z,2024-06-05T00:54:00Z,143,The Last of Us Part I,3,1,92,73
SESS-0007691,PLAYER557,CTRL-0631,ZCT1W-F8680087,2024-04-19T19:15:00Z,2024-04-19T20:06:00Z,51,Spider-Man 2,9,0,98,78
SESS-0007692,PLAYER332,CTRL-0373,ZCT1W-U2311035,2024-06-07T08:20:00Z,2024-06-07T11:48:00Z,208,Helldivers 2,4,1,74,51
SESS-0007693,PLAYER729,CTRL-0830,ZCT2E-G7782771,2024-05-29T17:23:00Z,2024-05-29T20:36:00Z,193,EA FC 24,4,0,84,75
SESS-0007694,PLAYER388,CTRL-0437,ZCT2E-X3317607,2024-05-06T17:53:00Z,2024-05-06T19:40:00Z,107,Call of Duty,4,0,80,50
SESS-0007695,PLAYER381,CTRL-0429,ZCT2E-T3034109,2024-05-01T09:12:00Z,2024-05-01T11:28:00Z,136,EA FC 24,8,0,67,61
SESS-0007696,PLAYER219,CTRL-0244,ZCT2E-G7556539,2024-04-23T12:04:00Z,2024-04-23T13:35:00Z,91,The Last of Us Part I,1,1,75,59
SESS-0007697,PLAYER819,CTRL-0936,ZCT2E-T5658522,2024-05-25T17:38:00Z,2024-05-25T19:18:00Z,100,Street Fighter 6,3,1,70,55
SESS-0007698,PLAYER088,CTRL-0095,ZCT1W-G3495209,2024-05-26T23:17:00Z,2024-05-27T02:14:00Z,177,Helldivers 2,0,0,63,56
SESS-0007699,PLAYER020,CTRL-0021,ZCT1W-G4659722,2024-05-25T10:18:00Z,2024-05-25T13:44:00Z,206,Helldivers 2,3,0,73,46
SESS-0007700,PLAYER693,CTRL-0788,ZCT2E-Q7064346,2024-04-10T08:18:00Z,2024-04-10T09:18:00Z,60,Fortnite,0,1,60,25
SESS-0007701,PLAYER172,CTRL-0193,ZCT2E-V3163996,2024-05-16T07:58:00Z,2024-05-16T10:56:00Z,178,The Last of Us Part I,5,0,97,70
SESS-0007702,PLAYER340,CTRL-0384,ZCT1W-A1928728,2024-05-18T01:50:00Z,2024-05-18T04:31:00Z,161,Spider-Man 2,7,0,70,63
SESS-0007703,PLAYER548,CTRL-0621,ZCT1W-U5854470,2024-05-02T13:46:00Z,2024-05-02T17:22:00Z,216,God of War Ragnarök,9,1,76,42
SESS-0007704,PLAYER172,CTRL-0193,ZCT2E-V3163996,2024-05-26T20:48:00Z,2024-05-26T23:27:00Z,159,Call of Duty,3,0,74,47
SESS-0007705,PLAYER497,CTRL-0562,ZCT2E-A3663391,2024-05-06T10:23:00Z,2024-05-06T11:53:00Z,90,God of War Ragnarök,3,0,69,51
SESS-0007706,PLAYER653,CTRL-0738,ZCT1W-J4097522,2024-04-23T16:50:00Z,2024-04-23T20:28:00Z,218,Astro Bot,19,1,89,60
SESS-0007707,PLAYER538,CTRL-0610,ZCT2E-D4713195,2024-05-25T16:58:00Z,2024-05-25T20:28:00Z,210,Spider-Man 2,4,0,86,68
SESS-0007708,PLAYER423,CTRL-0478,ZCT2E-J6328751,2024-05-31T06:40:00Z,2024-05-31T10:18:00Z,218,EA FC 24,15,4,74,46
SESS-0007709,PLAYER650,CTRL-0734,ZCT2E-E6416968,2024-05-17T14:57:00Z,2024-05-17T16:15:00Z,78,Fortnite,12,0,100,86
SESS-0007710,PLAYER930,CTRL-1067,ZCT2E-V8110991,2024-04-16T19:44:00Z,2024-04-16T21:04:00Z,80,Fortnite,2,0,82,77
SESS-0007711,PLAYER196,CTRL-0219,ZCT2E-S6634235,2024-05-04T19:20:00Z,2024-05-04T21:26:00Z,126,Helldivers 2,16,1,70,37
SESS-0007712,PLAYER156,CTRL-0176,ZCT1W-W1543024,2024-04-25T00:00:00Z,2024-04-25T02:48:00Z,168,Call of Duty,14,5,90,81
SESS-0007713,PLAYER384,CTRL-0433,ZCT2E-L2936374,2024-05-08T05:48:00Z,2024-05-08T07:52:00Z,124,EA FC 24,2,0,73,49
SESS-0007714,PLAYER598,CTRL-0677,ZCT1W-U3593718,2024-05-21T01:17:00Z,2024-05-21T02:41:00Z,84,EA FC 24,0,0,87,55
SESS-0007715,PLAYER630,CTRL-0712,ZCT2E-D7293367,2024-05-24T01:08:00Z,2024-05-24T04:26:00Z,198,Call of Duty,3,0,81,53
SESS-0007716,PLAYER566,CTRL-0642,ZCT1W-R4524641,2024-04-10T23:15:00Z,2024-04-11T01:28:00Z,133,Gran Turismo 7,19,6,94,68
SESS-0007717,PLAYER181,CTRL-0204,ZCT2E-P8942495,2024-04-18T05:54:00Z,2024-04-18T08:51:00Z,177,Spider-Man 2,5,0,62,30
SESS-0007718,PLAYER202,CTRL-0226,ZCT1W-R3087766,2024-05-16T23:45:00Z,2024-05-17T03:01:00Z,196,Street Fighter 6,3,5,78,64
SESS-0007719,PLAYER759,CTRL-0868,ZCT1W-W1590477,2024-04-26T02:02:00Z,2024-04-26T04:54:00Z,172,Helldivers 2,17,2,91,80
SESS-0007720,PLAYER058,CTRL-0064,ZCT1W-F1963205,2024-05-10T07:57:00Z,2024-05-10T08:44:00Z,47,EA FC 24,0,0,68,50
SESS-0007721,PLAYER535,CTRL-0606,ZCT1W-B7278644,2024-05-10T18:33:00Z,2024-05-10T21:42:00Z,189,Spider-Man 2,3,0,81,49
SESS-0007722,PLAYER461,CTRL-0521,ZCT1W-E9763038,2024-05-02T08:37:00Z,2024-05-02T12:11:00Z,214,God of War Ragnarök,4,1,99,85
SESS-0007723,PLAYER683,CTRL-0776,ZCT1W-U2653843,2024-04-25T14:55:00Z,2024-04-25T18:45:00Z,230,Street Fighter 6,12,5,88,81
SESS-0007724,PLAYER463,CTRL-0524,ZCT1W-R1004141,2024-05-29T21:19:00Z,2024-05-29T22:34:00Z,75,Call of Duty,3,1,91,65
SESS-0007725,PLAYER639,CTRL-0723,ZCT1W-B4520289,2024-04-14T17:08:00Z,2024-04-14T19:03:00Z,115,Astro Bot,4,0,72,62
SESS-0007726,PLAYER658,CTRL-0744,ZCT2E-G7805792,2024-06-01T23:59:00Z,2024-06-02T03:00:00Z,181,Helldivers 2,18,3,74,48
SESS-0007727,PLAYER242,CTRL-0271,ZCT1W-L1273003,2024-04-16T13:55:00Z,2024-04-16T17:36:00Z,221,Street Fighter 6,13,0,94,88
SESS-0007728,PLAYER909,CTRL-1043,ZCT2E-R7733149,2024-05-14T01:31:00Z,2024-05-14T03:07:00Z,96,Spider-Man 2,13,0,78,70
SESS-0007729,PLAYER123,CTRL-0137,ZCT1W-T6677240,2024-05-02T11:17:00Z,2024-05-02T12:43:00Z,86,The Last of Us Part I,0,0,97,65
SESS-0007730,PLAYER456,CTRL-0515,ZCT1W-A6231815,2024-05-16T20:59:00Z,2024-05-17T00:16:00Z,197,Gran Turismo 7,3,0,98,90
SESS-0007731,PLAYER268,CTRL-0302,ZCT2E-R4451163,2024-04-11T01:39:00Z,2024-04-11T02:46:00Z,67,Astro Bot,1,0,72,59
SESS-0007732,PLAYER334,CTRL-0375,ZCT1W-K5217487,2024-05-02T08:45:00Z,2024-05-02T11:49:00Z,184,Street Fighter 6,2,0,60,32
SESS-0007733,PLAYER191,CTRL-0214,ZCT1W-W8538483,2024-04-27T11:48:00Z,2024-04-27T15:15:00Z,207,Fortnite,2,5,70,54
SESS-0007734,PLAYER339,CTRL-0383,ZCT1W-W6876348,2024-04-17T02:31:00Z,2024-04-17T06:19:00Z,228,Helldivers 2,6,1,72,62
SESS-0007735,PLAYER984,CTRL-1132,ZCT1W-E7340529,2024-04-08T12:17:00Z,2024-04-08T13:45:00Z,88,Fortnite,16,0,91,63
SESS-0007736,PLAYER937,CTRL-1075,ZCT2E-S8054705,2024-05-07T10:04:00Z,2024-05-07T12:18:00Z,134,Street Fighter 6,1,0,77,70
SESS-0007737,PLAYER987,CTRL-1136,ZCT1W-P5280671,2024-04-27T13:21:00Z,2024-04-27T15:15:00Z,114,Astro Bot,4,0,66,57
SESS-0007738,PLAYER012,CTRL-0013,ZCT2E-N1986711,2024-06-06T22:46:00Z,2024-06-06T23:19:00Z,33,EA FC 24,4,1,72,59
SESS-0007739,PLAYER825,CTRL-0943,ZCT2E-E7200314,2024-06-01T09:57:00Z,2024-06-01T13:08:00Z,191,Helldivers 2,16,1,90,74
SESS-0007740,PLAYER123,CTRL-0136,ZCT1W-W1226440,2024-05-02T04:25:00Z,2024-05-02T06:31:00Z,126,Spider-Man 2,0,0,77,49
SESS-0007741,PLAYER939,CTRL-1077,ZCT1W-E4038433,2024-04-09T21:43:00Z,2024-04-09T22:13:00Z,30,EA FC 24,1,0,77,68
SESS-0007742,PLAYER578,CTRL-0654,ZCT1W-S9087498,2024-04-10T15:07:00Z,2024-04-10T16:21:00Z,74,God of War Ragnarök,8,0,88,69
SESS-0007743,PLAYER648,CTRL-0732,ZCT2E-Q7963833,2024-05-10T16:41:00Z,2024-05-10T18:36:00Z,115,EA FC 24,0,0,85,58
SESS-0007744,PLAYER794,CTRL-0908,ZCT2E-T4236382,2024-05-16T18:45:00Z,2024-05-16T20:45:00Z,120,Astro Bot,4,0,88,75
SESS-0007745,PLAYER768,CTRL-0879,ZCT2E-Q7848595,2024-05-30T13:08:00Z,2024-05-30T16:44:00Z,216,Street Fighter 6,2,0,82,63
SESS-0007746,PLAYER605,CTRL-0684,ZCT2E-K7265873,2024-04-30T07:37:00Z,2024-04-30T09:56:00Z,139,Fortnite,7,3,88,64
SESS-0007747,PLAYER604,CTRL-0683,ZCT1W-Q5600435,2024-05-26T09:20:00Z,2024-05-26T09:54:00Z,34,Fortnite,18,0,98,84
SESS-0007748,PLAYER811,CTRL-0926,ZCT1W-L7064624,2024-05-10T04:21:00Z,2024-05-10T06:57:00Z,156,The Last of Us Part I,3,1,62,55
SESS-0007749,PLAYER039,CTRL-0044,ZCT2E-J3155739,2024-05-25T05:32:00Z,2024-05-25T07:14:00Z,102,Helldivers 2,17,0,95,65
SESS-0007750,PLAYER107,CTRL-0119,ZCT2E-H5972157,2024-06-09T21:54:00Z,2024-06-10T01:47:00Z,233,EA FC 24,20,5,77,56
SESS-0007751,PLAYER574,CTRL-0650,ZCT1W-A4551099,2024-05-28T08:11:00Z,2024-05-28T09:49:00Z,98,Astro Bot,0,0,95,82
SESS-0007752,PLAYER909,CTRL-1043,ZCT2E-R7733149,2024-04-14T09:47:00Z,2024-04-14T12:56:00Z,189,Helldivers 2,10,1,77,63
SESS-0007753,PLAYER271,CTRL-0307,ZCT1W-F1163307,2024-04-20T03:45:00Z,2024-04-20T07:08:00Z,203,The Last of Us Part I,7,1,76,54
SESS-0007754,PLAYER981,CTRL-1129,ZCT1W-Q7768131,2024-04-25T16:30:00Z,2024-04-25T19:44:00Z,194,Street Fighter 6,0,0,100,89
SESS-0007755,PLAYER354,CTRL-0399,ZCT1W-Q8612879,2024-05-07T15:38:00Z,2024-05-07T19:27:00Z,229,Helldivers 2,0,0,68,34
SESS-0007756,PLAYER624,CTRL-0705,ZCT2E-A1143242,2024-04-26T09:00:00Z,2024-04-26T12:55:00Z,235,Astro Bot,12,0,92,83
SESS-0007757,PLAYER309,CTRL-0349,ZCT2E-K5856148,2024-04-14T07:28:00Z,2024-04-14T11:19:00Z,231,Gran Turismo 7,11,0,99,72
SESS-0007758,PLAYER645,CTRL-0729,ZCT2E-B7325627,2024-05-26T09:26:00Z,2024-05-26T11:06:00Z,100,Call of Duty,12,1,78,48
SESS-0007759,PLAYER636,CTRL-0719,ZCT2E-K2095646,2024-04-16T06:04:00Z,2024-04-16T06:34:00Z,30,Helldivers 2,9,6,94,88
SESS-0007760,PLAYER345,CTRL-0389,ZCT1W-U1168605,2024-05-18T09:21:00Z,2024-05-18T09:52:00Z,31,Helldivers 2,7,1,90,80
SESS-0007761,PLAYER462,CTRL-0523,ZCT1W-G2532401,2024-05-26T17:19:00Z,2024-05-26T19:20:00Z,121,Gran Turismo 7,4,1,86,67
SESS-0007762,PLAYER791,CTRL-0905,ZCT1W-K7386601,2024-05-15T19:44:00Z,2024-05-15T22:25:00Z,161,Fortnite,3,0,71,62
SESS-0007763,PLAYER512,CTRL-0580,ZCT1W-M7078057,2024-05-22T02:13:00Z,2024-05-22T05:00:00Z,167,Street Fighter 6,4,1,77,59
SESS-0007764,PLAYER712,CTRL-0810,ZCT2E-A1888704,2024-05-22T16:23:00Z,2024-05-22T17:50:00Z,87,Spider-Man 2,0,0,63,52
SESS-0007765,PLAYER345,CTRL-0389,ZCT1W-U1168605,2024-04-12T12:02:00Z,2024-04-12T14:17:00Z,135,Helldivers 2,11,0,78,69
SESS-0007766,PLAYER231,CTRL-0258,ZCT2E-M2078208,2024-06-07T03:07:00Z,2024-06-07T04:19:00Z,72,Gran Turismo 7,1,1,100,85
SESS-0007767,PLAYER533,CTRL-0604,ZCT2E-P7723294,2024-05-15T03:24:00Z,2024-05-15T04:00:00Z,36,The Last of Us Part I,2,0,63,32
SESS-0007768,PLAYER532,CTRL-0602,ZCT2E-B2284063,2024-05-07T09:39:00Z,2024-05-07T11:10:00Z,91,EA FC 24,3,1,81,65
SESS-0007769,PLAYER317,CTRL-0358,ZCT2E-V4026182,2024-05-21T07:35:00Z,2024-05-21T09:38:00Z,123,Spider-Man 2,9,1,82,56
SESS-0007770,PLAYER622,CTRL-0703,ZCT1W-W6543686,2024-05-03T07:46:00Z,2024-05-03T09:57:00Z,131,Helldivers 2,1,0,72,44
SESS-0007771,PLAYER358,CTRL-0404,ZCT2E-A6640806,2024-06-07T11:07:00Z,2024-06-07T12:40:00Z,93,The Last of Us Part I,6,6,95,65
SESS-0007772,PLAYER038,CTRL-0043,ZCT2E-G3251636,2024-04-08T22:04:00Z,2024-04-08T23:31:00Z,87,Fortnite,1,0,90,64
SESS-0007773,PLAYER244,CTRL-0275,ZCT2E-V2723751,2024-04-17T05:12:00Z,2024-04-17T09:08:00Z,236,Astro Bot,19,0,61,37
SESS-0007774,PLAYER939,CTRL-1077,ZCT1W-E4038433,2024-04-10T21:42:00Z,2024-04-10T23:22:00Z,100,Street Fighter 6,1,1,65,48
SESS-0007775,PLAYER603,CTRL-0682,ZCT2E-A7779356,2024-04-20T15:51:00Z,2024-04-20T19:42:00Z,231,Street Fighter 6,1,1,89,67
SESS-0007776,PLAYER904,CTRL-1038,ZCT2E-H8460264,2024-05-27T10:36:00Z,2024-05-27T14:05:00Z,209,Street Fighter 6,0,0,92,76
SESS-0007777,PLAYER080,CTRL-0087,ZCT2E-D8064807,2024-05-31T00:13:00Z,2024-05-31T03:11:00Z,178,The Last of Us Part I,9,0,68,56
SESS-0007778,PLAYER439,CTRL-0495,ZCT2E-R5771825,2024-04-13T19:47:00Z,2024-04-13T22:01:00Z,134,EA FC 24,20,3,83,50
SESS-0007779,PLAYER175,CTRL-0196,ZCT1W-T1133260,2024-05-18T21:19:00Z,2024-05-18T22:07:00Z,48,Street Fighter 6,10,1,85,68
SESS-0007780,PLAYER039,CTRL-0044,ZCT2E-J3155739,2024-04-25T16:07:00Z,2024-04-25T16:38:00Z,31,God of War Ragnarök,10,0,64,35
SESS-0007781,PLAYER283,CTRL-0319,ZCT2E-V3062947,2024-05-16T18:45:00Z,2024-05-16T22:32:00Z,227,God of War Ragnarök,9,4,70,38
SESS-0007782,PLAYER739,CTRL-0844,ZCT1W-X6549075,2024-05-14T23:40:00Z,2024-05-15T03:17:00Z,217,Fortnite,3,0,94,66
SESS-0007783,PLAYER943,CTRL-1081,ZCT1W-V5475083,2024-05-22T21:18:00Z,2024-05-22T23:31:00Z,133,The Last of Us Part I,6,0,75,55
SESS-0007784,PLAYER872,CTRL-0996,ZCT1W-R3928988,2024-04-21T03:54:00Z,2024-04-21T06:24:00Z,150,God of War Ragnarök,11,0,97,86
SESS-0007785,PLAYER699,CTRL-0795,ZCT2E-H4673793,2024-04-18T21:25:00Z,2024-04-18T22:20:00Z,55,The Last of Us Part I,0,0,71,51
SESS-0007786,PLAYER566,CTRL-0641,ZCT1W-F7148254,2024-05-12T06:38:00Z,2024-05-12T07:41:00Z,63,EA FC 24,20,6,66,57
SESS-0007787,PLAYER761,CTRL-0870,ZCT2E-Q4987424,2024-06-02T06:50:00Z,2024-06-02T10:44:00Z,234,Street Fighter 6,7,4,93,64
SESS-0007788,PLAYER677,CTRL-0766,ZCT2E-K3094878,2024-05-14T18:05:00Z,2024-05-14T20:47:00Z,162,Call of Duty,1,1,75,62
SESS-0007789,PLAYER967,CTRL-1112,ZCT1W-H3719366,2024-05-14T06:58:00Z,2024-05-14T10:02:00Z,184,Spider-Man 2,1,1,74,66
SESS-0007790,PLAYER117,CTRL-0130,ZCT1W-Q4104255,2024-05-28T12:24:00Z,2024-05-28T16:07:00Z,223,The Last of Us Part I,0,0,91,72
SESS-0007791,PLAYER906,CTRL-1040,ZCT2E-M8213757,2024-05-07T06:45:00Z,2024-05-07T10:07:00Z,202,Fortnite,2,0,60,44
SESS-0007792,PLAYER613,CTRL-0692,ZCT1W-Q5114220,2024-04-15T07:56:00Z,2024-04-15T11:42:00Z,226,Street Fighter 6,14,0,60,54
SESS-0007793,PLAYER397,CTRL-0449,ZCT2E-Q3964907,2024-04-15T22:28:00Z,2024-04-16T01:04:00Z,156,The Last of Us Part I,4,1,70,51
SESS-0007794,PLAYER249,CTRL-0280,ZCT1W-E8729158,2024-04-11T16:39:00Z,2024-04-11T18:18:00Z,99,Fortnite,4,0,83,63
SESS-0007795,PLAYER536,CTRL-0607,ZCT2E-J4115755,2024-05-05T03:00:00Z,2024-05-05T06:50:00Z,230,Astro Bot,4,0,99,78
SESS-0007796,PLAYER329,CTRL-0370,ZCT1W-L4108891,2024-06-01T07:12:00Z,2024-06-01T08:44:00Z,92,Helldivers 2,7,0,80,73
SESS-0007797,PLAYER754,CTRL-0861,ZCT2E-E5895685,2024-04-23T18:56:00Z,2024-04-23T21:56:00Z,180,Astro Bot,1,1,94,82
SESS-0007798,PLAYER532,CTRL-0602,ZCT2E-B2284063,2024-05-01T14:31:00Z,2024-05-01T18:24:00Z,233,Call of Duty,4,0,75,58
SESS-0007799,PLAYER475,CTRL-0537,ZCT2E-J1960109,2024-05-06T18:48:00Z,2024-05-06T22:39:00Z,231,Gran Turismo 7,4,0,69,57
SESS-0007800,PLAYER017,CTRL-0018,ZCT1W-T7606405,2024-06-05T02:13:00Z,2024-06-05T04:16:00Z,123,The Last of Us Part I,7,1,88,66
SESS-0007801,PLAYER885,CTRL-1011,ZCT2E-T3674757,2024-05-12T15:32:00Z,2024-05-12T18:00:00Z,148,Helldivers 2,14,1,71,37
SESS-0007802,PLAYER428,CTRL-0483,ZCT2E-T2064762,2024-04-16T20:04:00Z,2024-04-16T22:59:00Z,175,Fortnite,4,0,85,55
SESS-0007803,PLAYER554,CTRL-0628,ZCT1W-E9445000,2024-05-04T22:55:00Z,2024-05-05T01:28:00Z,153,God of War Ragnarök,1,1,77,46
SESS-0007804,PLAYER092,CTRL-0100,ZCT2E-M5706947,2024-04-25T17:39:00Z,2024-04-25T19:39:00Z,120,Street Fighter 6,2,0,66,33
SESS-0007805,PLAYER361,CTRL-0407,ZCT2E-P9705913,2024-04-19T07:09:00Z,2024-04-19T08:09:00Z,60,EA FC 24,16,3,70,37
SESS-0007806,PLAYER805,CTRL-0919,ZCT1W-S1105921,2024-04-09T10:54:00Z,2024-04-09T14:23:00Z,209,Street Fighter 6,2,0,62,33
SESS-0007807,PLAYER395,CTRL-0446,ZCT2E-P8545615,2024-04-10T06:30:00Z,2024-04-10T09:56:00Z,206,Helldivers 2,7,1,76,54
SESS-0007808,PLAYER053,CTRL-0059,ZCT1W-X3120109,2024-06-05T02:53:00Z,2024-06-05T06:05:00Z,192,Gran Turismo 7,8,6,79,73
SESS-0007809,PLAYER280,CTRL-0316,ZCT2E-W2810792,2024-04-18T18:19:00Z,2024-04-18T22:15:00Z,236,Spider-Man 2,3,0,71,48
SESS-0007810,PLAYER149,CTRL-0168,ZCT2E-T5329433,2024-05-01T21:32:00Z,2024-05-01T22:19:00Z,47,The Last of Us Part I,4,0,68,62
SESS-0007811,PLAYER952,CTRL-1093,ZCT2E-F7778101,2024-05-15T05:50:00Z,2024-05-15T08:44:00Z,174,God of War Ragnarök,4,1,97,88
SESS-0007812,PLAYER373,CTRL-0421,ZCT2E-D9573753,2024-06-07T15:09:00Z,2024-06-07T16:52:00Z,103,The Last of Us Part I,4,0,91,83
SESS-0007813,PLAYER120,CTRL-0133,ZCT1W-Q7752901,2024-06-02T08:49:00Z,2024-06-02T09:50:00Z,61,Street Fighter 6,15,1,65,33
SESS-0007814,PLAYER397,CTRL-0448,ZCT1W-A7205454,2024-04-21T18:07:00Z,2024-04-21T21:30:00Z,203,Helldivers 2,1,0,73,46
SESS-0007815,PLAYER470,CTRL-0532,ZCT2E-P4586632,2024-05-20T03:40:00Z,2024-05-20T04:55:00Z,75,EA FC 24,10,4,95,69
SESS-0007816,PLAYER929,CTRL-1066,ZCT2E-G6620341,2024-05-28T02:03:00Z,2024-05-28T05:36:00Z,213,The Last of Us Part I,3,1,75,53
SESS-0007817,PLAYER950,CTRL-1091,ZCT2E-L1347553,2024-05-25T08:44:00Z,2024-05-25T11:33:00Z,169,Helldivers 2,1,0,85,72
SESS-0007818,PLAYER888,CTRL-1014,ZCT1W-H6618685,2024-05-21T01:32:00Z,2024-05-21T04:08:00Z,156,The Last of Us Part I,3,1,75,51
SESS-0007819,PLAYER088,CTRL-0095,ZCT1W-G3495209,2024-04-23T05:17:00Z,2024-04-23T08:11:00Z,174,Astro Bot,2,0,92,81
SESS-0007820,PLAYER415,CTRL-0469,ZCT1W-F1651169,2024-05-22T03:45:00Z,2024-05-22T05:33:00Z,108,Astro Bot,4,1,84,66
