controller_id,player_id,controller_serial,controller_model,product_code,purchase_date,registration_date,warranty_status,warranty_expiry_date,warranty_months,asset_status
CTRL-0155,PLAYER138,ZCT2E-T9996153,DualSense Wireless Controller,DS-STANDARD,2023-02-27,2023-03-01,OUT_OF_WARRANTY,2024-02-27,12,Purchased
CTRL-0156,PLAYER139,ZCT2E-S4679813,DualSense Wireless Controller,DS-STANDARD,2022-04-27,2022-05-08,OUT_OF_WARRANTY,2023-04-27,12,Purchased
CTRL-0157,PLAYER140,ZCT1W-G1287807,DualSense Wireless Controller,DS-STANDARD,2023-08-29,2023-09-28,IN_WARRANTY,2024-08-28,12,Purchased
CTRL-0158,PLAYER141,ZCT1W-D1999542,DualSense Wireless Controller,DS-STANDARD,2023-01-10,2023-02-06,OUT_OF_WARRANTY,2024-01-10,12,Purchased
CTRL-0159,PLAYER142,ZCT1W-K8724035,DualSense Wireless Controller,DS-STANDARD,2023-05-13,2023-05-20,OUT_OF_WARRANTY,2024-05-12,12,Purchased
CTRL-0160,PLAYER143,ZCT1W-H1937270,DualSense Wireless Controller,DS-STANDARD,2021-08-29,2021-09-28,OUT_OF_WARRANTY,2022-08-29,12,Purchased
CTRL-0161,PLAYER144,ZCT1W-N1442027,DualSense Wireless Controller,DS-STANDARD,2023-05-20,2023-05-31,OUT_OF_WARRANTY,2024-05-19,12,Purchased
CTRL-0162,PLAYER144,ZCT1W-D2237660,DualSense Wireless Controller,DS-STANDARD,2021-11-20,2021-11-20,OUT_OF_WARRANTY,2022-11-20,12,Purchased
CTRL-0163,PLAYER145,ZCT1W-M3370243,DualSense Limited Edition Controller,DS-LIMITED,2021-06-07,2021-06-07,OUT_OF_WARRANTY,2022-06-07,12,Purchased
CTRL-0164,PLAYER146,ZCT2E-E4060575,DualSense Wireless Controller,DS-STANDARD,2021-10-14,2021-11-06,OUT_OF_WARRANTY,2022-10-14,12,Purchased
CTRL-0165,PLAYER147,ZCT2E-R7904201,DualSense Wireless Controller,DS-STANDARD,2023-06-29,2023-07-24,IN_WARRANTY,2024-06-28,12,Purchased
CTRL-0166,PLAYER147,ZCT1W-K2866744,DualSense Wireless Controller,DS-STANDARD,2021-03-07,2021-03-26,OUT_OF_WARRANTY,2022-03-07,12,Purchased
CTRL-0167,PLAYER148,ZCT1W-S3690206,DualSense Limited Edition Controller,DS-LIMITED,2023-05-18,2023-06-08,OUT_OF_WARRANTY,2024-05-17,12,Purchased
CTRL-0168,PLAYER149,ZCT2E-T5329433,DualSense Wireless Controller,DS-STANDARD,2023-10-25,2023-11-03,IN_WARRANTY,2024-10-24,12,Purchased
CTRL-0169,PLAYER150,ZCT1W-P3630678,DualSense Wireless Controller,DS-STANDARD,2021-07-08,2021-07-24,OUT_OF_WARRANTY,2022-07-08,12,Purchased
CTRL-0170,PLAYER151,ZCT2E-E4554492,DualSense Wireless Controller,DS-STANDARD,2021-04-25,2021-05-02,OUT_OF_WARRANTY,2022-04-25,12,Purchased
CTRL-0171,PLAYER151,ZCT2E-F2295356,DualSense Wireless Controller,DS-STANDARD,2023-08-18,2023-09-02,IN_WARRANTY,2024-08-17,12,Purchased
CTRL-0172,PLAYER152,ZCT2E-W7796448,DualSense Wireless Controller,DS-STANDARD,2021-12-04,2021-12-05,OUT_OF_WARRANTY,2022-12-04,12,Purchased
CTRL-0173,PLAYER153,ZCT2E-W8117262,DualSense Wireless Controller,DS-STANDARD,2021-08-11,2021-08-14,OUT_OF_WARRANTY,2022-08-11,12,Purchased
CTRL-0174,PLAYER154,ZCT1W-M6628280,DualSense Limited Edition Controller,DS-LIMITED,2022-08-01,2022-08-06,OUT_OF_WARRANTY,2023-08-01,12,Purchased
CTRL-0175,PLAYER155,ZCT1W-C4555258,DualSense Wireless Controller,DS-STANDARD,2022-09-26,2022-10-02,OUT_OF_WARRANTY,2023-09-26,12,Purchased
CTRL-0176,PLAYER156,ZCT1W-W1543024,DualSense Wireless Controller,DS-STANDARD,2021-06-24,2021-07-12,OUT_OF_WARRANTY,2022-06-24,12,Purchased
CTRL-0177,PLAYER157,ZCT1W-U9116934,DualSense Limited Edition Controller,DS-LIMITED,2022-10-07,2022-10-09,OUT_OF_WARRANTY,2023-10-07,12,Purchased
CTRL-0178,PLAYER158,ZCT2E-A6983579,DualSense Wireless Controller,DS-STANDARD,2023-03-27,2023-04-12,OUT_OF_WARRANTY,2024-03-26,12,Purchased
CTRL-0179,PLAYER159,ZCT1W-L7553873,DualSense Wireless Controller,DS-STANDARD,2021-09-23,2021-10-15,OUT_OF_WARRANTY,2022-09-23,12,Purchased
CTRL-0180,PLAYER160,ZCT1W-L7833134,DualSense Wireless Controller,DS-STANDARD,2023-10-29,2023-11-01,IN_WARRANTY,2024-10-28,12,Purchased
CTRL-0181,PLAYER161,ZCT1W-A7410771,DualSense Edge Wireless Controller,DS-EDGE,2023-09-04,2023-09-22,IN_WARRANTY,2024-09-03,12,Purchased
CTRL-0182,PLAYER162,ZCT1W-K3704873,DualSense Edge Wireless Controller,DS-EDGE,2021-11-07,2021-11-28,OUT_OF_WARRANTY,2022-11-07,12,Purchased
CTRL-0183,PLAYER163,ZCT2E-C2565160,DualSense Wireless Controller,DS-STANDARD,2022-04-20,2022-05-18,OUT_OF_WARRANTY,2023-04-20,12,Purchased
CTRL-0184,PLAYER164,ZCT1W-X3363282,DualSense Wireless Controller,DS-STANDARD,2021-11-26,2021-12-26,OUT_OF_WARRANTY,2022-11-26,12,Purchased
CTRL-0185,PLAYER165,ZCT2E-Q3201130,DualSense Wireless Controller,DS-STANDARD,2023-01-08,2023-01-27,OUT_OF_WARRANTY,2024-01-08,12,Purchased
CTRL-0186,PLAYER166,ZCT2E-B7503423,DualSense Wireless Controller,DS-STANDARD,2021-06-03,2021-07-03,OUT_OF_WARRANTY,2022-06-03,12,Purchased
CTRL-0187,PLAYER167,ZCT1W-U9347047,DualSense Wireless Controller,DS-STANDARD,2021-01-31,2021-02-04,OUT_OF_WARRANTY,2022-01-31,12,Purchased
CTRL-0188,PLAYER168,ZCT2E-T2462431,DualSense Wireless Controller,DS-STANDARD,2023-07-21,2023-07-31,IN_WARRANTY,2024-07-20,12,Purchased
CTRL-0189,PLAYER169,ZCT1W-K3709058,DualSense Limited Edition Controller,DS-LIMITED,2023-01-15,2023-01-26,OUT_OF_WARRANTY,2024-01-15,12,Purchased
CTRL-0190,PLAYER169,ZCT1W-C4006246,DualSense Wireless Controller,DS-STANDARD,2023-08-02,2023-08-10,IN_WARRANTY,2024-08-01,12,Purchased
CTRL-0191,PLAYER170,ZCT2E-J8416290,DualSense Wireless Controller,DS-STANDARD,2021-10-15,2021-11-14,OUT_OF_WARRANTY,2022-10-15,12,Purchased
CTRL-0192,PLAYER171,ZCT1W-U9191626,DualSense Limited Edition Controller,DS-LIMITED,2022-08-11,2022-08-23,OUT_OF_WARRANTY,2023-08-11,12,Purchased
CTRL-0193,PLAYER172,ZCT2E-V3163996,DualSense Wireless Controller,DS-STANDARD,2023-11-16,2023-12-13,IN_WARRANTY,2024-11-15,12,Purchased
CTRL-0194,PLAYER173,ZCT2E-M2400738,DualSense Wireless Controller,DS-STANDARD,2023-11-03,2023-11-17,IN_WARRANTY,2024-11-02,12,Purchased
CTRL-0195,PLAYER174,ZCT2E-X1715977,DualSense Wireless Controller,DS-STANDARD,2021-04-27,2021-05-20,OUT_OF_WARRANTY,2022-04-27,12,Purchased
CTRL-0196,PLAYER175,ZCT1W-T1133260,DualSense Wireless Controller,DS-STANDARD,2021-08-04,2021-08-13,OUT_OF_WARRANTY,2022-08-04,12,Purchased
CTRL-0197,PLAYER176,ZCT2E-F7698813,DualSense Wireless Controller,DS-STANDARD,2022-04-02,2022-04-14,OUT_OF_WARRANTY,2023-04-02,12,Purchased
CTRL-0198,PLAYER177,ZCT2E-X2568722,DualSense Wireless Controller,DS-STANDARD,2023-08-18,2023-09-07,IN_WARRANTY,2024-08-17,12,Purchased
CTRL-0199,PLAYER177,ZCT2E-D2439863,DualSense Wireless Controller,DS-STANDARD,2021-08-10,2021-09-08,OUT_OF_WARRANTY,2022-08-10,12,Purchased
CTRL-0200,PLAYER178,ZCT2E-P4346568,DualSense Wireless Controller,DS-STANDARD,2021-05-13,2021-05-23,OUT_OF_WARRANTY,2022-05-13,12,Purchased
CTRL-0201,PLAYER179,ZCT2E-V9158676,DualSense Wireless Controller,DS-STANDARD,2023-09-03,2023-09-06,IN_WARRANTY,2024-09-02,12,Purchased
CTRL-0202,PLAYER179,ZCT2E-Q1642271,DualSense Wireless Controller,DS-STANDARD,2023-08-21,2023-08-25,IN_WARRANTY,2024-08-20,12,Purchased
CTRL-0203,PLAYER180,ZCT1W-L1525516,DualSense Wireless Controller,DS-STANDARD,2023-02-18,2023-02-19,OUT_OF_WARRANTY,2024-02-18,12,Purchased
CTRL-0204,PLAYER181,ZCT2E-P8942495,DualSense Wireless Controller,DS-STANDARD,2022-03-10,2022-04-06,OUT_OF_WARRANTY,2023-03-10,12,Purchased
CTRL-0205,PLAYER182,ZCT1W-X8095426,DualSense Wireless Controller,DS-STANDARD,2021-12-27,2021-12-29,OUT_OF_WARRANTY,2022-12-27,12,Purchased
CTRL-0206,PLAYER183,ZCT1W-C5595368,DualSense Wireless Controller,DS-STANDARD,2022-09-03,2022-09-30,OUT_OF_WARRANTY,2023-09-03,12,Purchased
CTRL-0207,PLAYER184,ZCT2E-P9804312,DualSense Wireless Controller,DS-STANDARD,2022-06-16,2022-06-21,OUT_OF_WARRANTY,2023-06-16,12,Purchased
CTRL-0208,PLAYER185,ZCT1W-C8189612,DualSense Wireless Controller,DS-STANDARD,2022-09-01,2022-09-06,OUT_OF_WARRANTY,2023-09-01,12,Purchased
CTRL-0209,PLAYER186,ZCT1W-M8031349,DualSense Wireless Controller,DS-STANDARD,2024-01-02,2024-01-24,IN_WARRANTY,2025-01-01,12,Purchased
CTRL-0210,PLAYER187,ZCT1W-P6950750,DualSense Wireless Controller,DS-STANDARD,2023-03-08,2023-04-03,OUT_OF_WARRANTY,2024-03-07,12,Purchased
CTRL-0211,PLAYER188,ZCT1W-T4331283,DualSense Limited Edition Controller,DS-LIMITED,2021-10-24,2021-11-03,OUT_OF_WARRANTY,2022-10-24,12,Purchased
CTRL-0212,PLAYER189,ZCT2E-A3525076,DualSense Wireless Controller,DS-STANDARD,2021-10-30,2021-11-14,OUT_OF_WARRANTY,2022-10-30,12,Purchased
CTRL-0213,PLAYER190,ZCT2E-D7818036,DualSense Wireless Controller,DS-STANDARD,2021-01-08,2021-01-22,OUT_OF_WARRANTY,2022-01-08,12,Purchased
CTRL-0214,PLAYER191,ZCT1W-W8538483,DualSense Wireless Controller,DS-STANDARD,2021-07-19,2021-07-20,OUT_OF_WARRANTY,2022-07-19,12,Purchased
CTRL-0215,PLAYER192,ZCT1W-G8049385,DualSense Edge Wireless Controller,DS-EDGE,2021-12-07,2021-12-26,OUT_OF_WARRANTY,2022-12-07,12,Purchased
CTRL-0216,PLAYER193,ZCT2E-G6839906,DualSense Wireless Controller,DS-STANDARD,2022-01-27,2022-02-17,OUT_OF_WARRANTY,2023-01-27,12,Purchased
CTRL-0217,PLAYER194,ZCT1W-M7103458,DualSense Limited Edition Controller,DS-LIMITED,2022-09-21,2022-10-07,OUT_OF_WARRANTY,2023-09-21,12,Purchased
CTRL-0218,PLAYER195,ZCT1W-R8650368,DualSense Wireless Controller,DS-STANDARD,2022-12-22,2023-01-02,OUT_OF_WARRANTY,2023-12-22,12,Purchased
CTRL-0219,PLAYER196,ZCT2E-S6634235,DualSense Wireless Controller,DS-STANDARD,2021-12-27,2022-01-10,OUT_OF_WARRANTY,2022-12-27,12,Purchased
CTRL-0220,PLAYER197,ZCT2E-M3967808,DualSense Wireless Controller,DS-STANDARD,2021-11-30,2021-12-17,OUT_OF_WARRANTY,2022-11-30,12,Purchased
CTRL-0221,PLAYER197,ZCT2E-N5781975,DualSense Wireless Controller,DS-STANDARD,2023-06-15,2023-07-05,IN_WARRANTY,2024-06-14,12,Purchased
CTRL-0222,PLAYER198,ZCT2E-V2664720,DualSense Wireless Controller,DS-STANDARD,2021-08-01,2021-08-03,OUT_OF_WARRANTY,2022-08-01,12,Purchased
CTRL-0223,PLAYER199,ZCT1W-V7900127,DualSense Wireless Controller,DS-STANDARD,2021-07-24,2021-08-13,OUT_OF_WARRANTY,2022-07-24,12,Purchased
CTRL-0224,PLAYER200,ZCT2E-S1547533,DualSense Edge Wireless Controller,DS-EDGE,2022-08-17,2022-09-13,OUT_OF_WARRANTY,2023-08-17,12,Purchased
CTRL-0225,PLAYER201,ZCT2E-G4739295,DualSense Wireless Controller,DS-STANDARD,2023-02-20,2023-02-23,OUT_OF_WARRANTY,2024-02-20,12,Purchased
CTRL-0226,PLAYER202,ZCT1W-R3087766,DualSense Wireless Controller,DS-STANDARD,2023-08-09,2023-08-22,IN_WARRANTY,2024-08-08,12,Purchased
CTRL-0227,PLAYER203,ZCT2E-A7285479,DualSense Wireless Controller,DS-STANDARD,2023-11-06,2023-11-15,IN_WARRANTY,2024-11-05,12,Purchased
CTRL-0228,PLAYER204,ZCT2E-X5437558,DualSense Edge Wireless Controller,DS-EDGE,2022-09-22,2022-10-18,OUT_OF_WARRANTY,2023-09-22,12,Purchased
CTRL-0229,PLAYER204,ZCT2E-X5052611,DualSense Edge Wireless Controller,DS-EDGE,2023-04-30,2023-05-01,OUT_OF_WARRANTY,2024-04-29,12,Purchased
CTRL-0230,PLAYER205,ZCT1W-A3573211,DualSense Wireless Controller,DS-STANDARD,2023-11-29,2023-12-25,IN_WARRANTY,2024-11-28,12,Purchased
CTRL-0231,PLAYER206,ZCT2E-L3859017,DualSense Wireless Controller,DS-STANDARD,2023-05-31,2023-06-07,OUT_OF_WARRANTY,2024-05-30,12,Purchased
CTRL-0232,PLAYER207,ZCT2E-G7598776,DualSense Wireless Controller,DS-STANDARD,2023-05-29,2023-06-02,OUT_OF_WARRANTY,2024-05-28,12,Purchased
CTRL-0233,PLAYER208,ZCT2E-F7763214,DualSense Wireless Controller,DS-STANDARD,2023-11-26,2023-12-01,IN_WARRANTY,2024-11-25,12,Purchased
CTRL-0234,PLAYER209,ZCT2E-H2670640,DualSense Wireless Controller,DS-STANDARD,2021-09-16,2021-10-02,OUT_OF_WARRANTY,2022-09-16,12,Purchased
CTRL-0235,PLAYER210,ZCT1W-W7576872,DualSense Wireless Controller,DS-STANDARD,2022-06-17,2022-07-13,OUT_OF_WARRANTY,2023-06-17,12,Purchased
CTRL-0236,PLAYER211,ZCT1W-L4418568,DualSense Wireless Controller,DS-STANDARD,2021-02-22,2021-03-07,OUT_OF_WARRANTY,2022-02-22,12,Purchased
CTRL-0237,PLAYER212,ZCT1W-W3567729,DualSense Limited Edition Controller,DS-LIMITED,2021-06-11,2021-06-29,OUT_OF_WARRANTY,2022-06-11,12,Purchased
CTRL-0238,PLAYER213,ZCT2E-A3190232,DualSense Wireless Controller,DS-STANDARD,2023-01-04,2023-01-09,OUT_OF_WARRANTY,2024-01-04,12,Purchased
CTRL-0239,PLAYER214,ZCT1W-W4720435,DualSense Wireless Controller,DS-STANDARD,2024-01-02,2024-01-28,IN_WARRANTY,2025-01-01,12,Purchased
CTRL-0240,PLAYER215,ZCT1W-N5370124,DualSense Wireless Controller,DS-STANDARD,2022-07-18,2022-07-20,OUT_OF_WARRANTY,2023-07-18,12,Purchased
CTRL-0241,PLAYER216,ZCT1W-W1388238,DualSense Edge Wireless Controller,DS-EDGE,2021-07-31,2021-08-03,OUT_OF_WARRANTY,2022-07-31,12,Purchased
CTRL-0242,PLAYER217,ZCT2E-V3058301,DualSense Wireless Controller,DS-STANDARD,2022-08-02,2022-08-10,OUT_OF_WARRANTY,2023-08-02,12,Purchased
CTRL-0243,PLAYER218,ZCT1W-C2298244,DualSense Edge Wireless Controller,DS-EDGE,2023-10-10,2023-11-06,IN_WARRANTY,2024-10-09,12,Purchased
CTRL-0244,PLAYER219,ZCT2E-G7556539,DualSense Wireless Controller,DS-STANDARD,2021-02-14,2021-02-27,OUT_OF_WARRANTY,2022-02-14,12,Purchased
CTRL-0245,PLAYER220,ZCT1W-R2280314,DualSense Wireless Controller,DS-STANDARD,2023-05-10,2023-05-22,OUT_OF_WARRANTY,2024-05-09,12,Purchased
CTRL-0246,PLAYER221,ZCT2E-W8564486,DualSense Wireless Controller,DS-STANDARD,2022-01-04,2022-01-13,OUT_OF_WARRANTY,2023-01-04,12,Purchased
CTRL-0247,PLAYER221,ZCT1W-F1527651,DualSense Wireless Controller,DS-STANDARD,2022-12-04,2022-12-15,OUT_OF_WARRANTY,2023-12-04,12,Purchased
CTRL-0248,PLAYER222,ZCT2E-V1084130,DualSense Wireless Controller,DS-STANDARD,2022-06-06,2022-07-05,OUT_OF_WARRANTY,2023-06-06,12,Purchased
CTRL-0249,PLAYER223,ZCT1W-G1495854,DualSense Wireless Controller,DS-STANDARD,2023-11-27,2023-12-13,IN_WARRANTY,2024-11-26,12,Purchased
CTRL-0250,PLAYER224,ZCT1W-G7121849,DualSense Wireless Controller,DS-STANDARD,2022-03-21,2022-03-21,OUT_OF_WARRANTY,2023-03-21,12,Purchased
CTRL-0251,PLAYER225,ZCT2E-E4686979,DualSense Wireless Controller,DS-STANDARD,2021-09-17,2021-09-25,OUT_OF_WARRANTY,2022-09-17,12,Purchased
CTRL-0252,PLAYER226,ZCT2E-R4342651,DualSense Wireless Controller,DS-STANDARD,2022-12-15,2023-01-06,OUT_OF_WARRANTY,2023-12-15,12,Purchased
CTRL-0253,PLAYER227,ZCT2E-Q9318172,DualSense Wireless Controller,DS-STANDARD,2023-03-31,2023-04-29,OUT_OF_WARRANTY,2024-03-30,12,Purchased
CTRL-0254,PLAYER228,ZCT1W-J3901779,DualSense Wireless Controller,DS-STANDARD,2022-07-30,2022-08-29,OUT_OF_WARRANTY,2023-07-30,12,Purchased
CTRL-0255,PLAYER229,ZCT2E-D6227531,DualSense Wireless Controller,DS-STANDARD,2022-02-26,2022-03-28,OUT_OF_WARRANTY,2023-02-26,12,Purchased
CTRL-0256,PLAYER230,ZCT2E-P8485284,DualSense Wireless Controller,DS-STANDARD,2022-07-11,2022-08-06,OUT_OF_WARRANTY,2023-07-11,12,Purchased
CTRL-0257,PLAYER230,ZCT2E-V2804542,DualSense Wireless Controller,DS-STANDARD,2023-05-30,2023-06-05,OUT_OF_WARRANTY,2024-05-29,12,Purchased
CTRL-0258,PLAYER231,ZCT2E-M2078208,DualSense Wireless Controller,DS-STANDARD,2021-03-11,2021-04-10,OUT_OF_WARRANTY,2022-03-11,12,Purchased
CTRL-0259,PLAYER232,ZCT2E-U7875441,DualSense Wireless Controller,DS-STANDARD,2023-12-23,2024-01-03,IN_WARRANTY,2024-12-22,12,Purchased
CTRL-0260,PLAYER233,ZCT2E-A2923507,DualSense Edge Wireless Controller,DS-EDGE,2022-01-04,2022-01-29,OUT_OF_WARRANTY,2023-01-04,12,Purchased
CTRL-0261,PLAYER233,ZCT2E-P4119134,DualSense Edge Wireless Controller,DS-EDGE,2021-05-29,2021-06-04,OUT_OF_WARRANTY,2022-05-29,12,Purchased
CTRL-0262,PLAYER234,ZCT2E-M3433361,DualSense Wireless Controller,DS-STANDARD,2021-09-08,2021-09-08,OUT_OF_WARRANTY,2022-09-08,12,Purchased
CTRL-0263,PLAYER234,ZCT2E-A6517512,DualSense Wireless Controller,DS-STANDARD,2022-10-21,2022-11-18,OUT_OF_WARRANTY,2023-10-21,12,Purchased
CTRL-0264,PLAYER235,ZCT1W-T2111241,DualSense Wireless Controller,DS-STANDARD,2022-03-11,2022-03-27,OUT_OF_WARRANTY,2023-03-11,12,Purchased
CTRL-0265,PLAYER236,ZCT1W-D5664879,DualSense Wireless Controller,DS-STANDARD,2021-06-03,2021-06-21,OUT_OF_WARRANTY,2022-06-03,12,Purchased
CTRL-0266,PLAYER237,ZCT2E-X8301537,DualSense Wireless Controller,DS-STANDARD,2022-10-18,2022-10-24,OUT_OF_WARRANTY,2023-10-18,12,Purchased
CTRL-0267,PLAYER238,ZCT1W-B9286841,DualSense Wireless Controller,DS-STANDARD,2022-07-17,2022-07-30,OUT_OF_WARRANTY,2023-07-17,12,Purchased
CTRL-0268,PLAYER239,ZCT1W-D8596473,DualSense Wireless Controller,DS-STANDARD,2022-11-01,2022-11-19,OUT_OF_WARRANTY,2023-11-01,12,Purchased
CTRL-0269,PLAYER240,ZCT2E-H1356829,DualSense Wireless Controller,DS-STANDARD,2021-01-10,2021-02-08,OUT_OF_WARRANTY,2022-01-10,12,Purchased
CTRL-0270,PLAYER241,ZCT2E-K3198789,DualSense Wireless Controller,DS-STANDARD,2023-04-05,2023-04-06,OUT_OF_WARRANTY,2024-04-04,12,Purchased
CTRL-0271,PLAYER242,ZCT1W-L1273003,DualSense Limited Edition Controller,DS-LIMITED,2021-07-14,2021-08-09,OUT_OF_WARRANTY,2022-07-14,12,Purchased
CTRL-0272,PLAYER243,ZCT2E-K5608257,DualSense Wireless Controller,DS-STANDARD,2022-12-10,2022-12-22,OUT_OF_WARRANTY,2023-12-10,12,Purchased
CTRL-0273,PLAYER243,ZCT1W-T6254198,DualSense Wireless Controller,DS-STANDARD,2021-04-07,2021-04-19,OUT_OF_WARRANTY,2022-04-07,12,Purchased
CTRL-0274,PLAYER244,ZCT2E-Q9276815,DualSense Wireless Controller,DS-STANDARD,2021-09-06,2021-10-02,OUT_OF_WARRANTY,2022-09-06,12,Purchased
CTRL-0275,PLAYER244,ZCT2E-V2723751,DualSense Limited Edition Controller,DS-LIMITED,2021-04-08,2021-05-04,OUT_OF_WARRANTY,2022-04-08,12,Purchased
CTRL-0276,PLAYER245,ZCT1W-E2763884,DualSense Wireless Controller,DS-STANDARD,2023-06-12,2023-06-19,IN_WARRANTY,2024-06-11,12,Purchased
CTRL-0277,PLAYER246,ZCT1W-C4207127,DualSense Edge Wireless Controller,DS-EDGE,2023-01-26,2023-02-21,OUT_OF_WARRANTY,2024-01-26,12,Purchased
CTRL-0278,PLAYER247,ZCT1W-B5356836,DualSense Wireless Controller,DS-STANDARD,2021-03-30,2021-04-02,OUT_OF_WARRANTY,2022-03-30,12,Purchased
CTRL-0279,PLAYER248,ZCT1W-K2258998,DualSense Wireless Controller,DS-STANDARD,2023-02-17,2023-02-25,OUT_OF_WARRANTY,2024-02-17,12,Purchased
CTRL-0280,PLAYER249,ZCT1W-E8729158,DualSense Wireless Controller,DS-STANDARD,2022-10-16,2022-11-12,OUT_OF_WARRANTY,2023-10-16,12,Purchased
CTRL-0281,PLAYER250,ZCT1W-U7933921,DualSense Edge Wireless Controller,DS-EDGE,2023-07-05,2023-07-26,IN_WARRANTY,2024-07-04,12,Purchased
CTRL-0282,PLAYER251,ZCT1W-S9851473,DualSense Wireless Controller,DS-STANDARD,2023-09-06,2023-09-27,IN_WARRANTY,2024-09-05,12,Purchased
CTRL-0283,PLAYER251,ZCT2E-J6400776,DualSense Wireless Controller,DS-STANDARD,2023-09-16,2023-09-23,IN_WARRANTY,2024-09-15,12,Purchased
CTRL-0284,PLAYER252,ZCT1W-J5969984,DualSense Wireless Controller,DS-STANDARD,2022-12-24,2023-01-10,OUT_OF_WARRANTY,2023-12-24,12,Purchased
CTRL-0285,PLAYER253,ZCT1W-X4454281,DualSense Wireless Controller,DS-STANDARD,2021-06-03,2021-06-18,OUT_OF_WARRANTY,2022-06-03,12,Purchased
CTRL-0286,PLAYER254,ZCT1W-G1220253,DualSense Wireless Controller,DS-STANDARD,2023-08-17,2023-09-12,IN_WARRANTY,2024-08-16,12,Purchased
CTRL-0287,PLAYER254,ZCT2E-G9181335,DualSense Wireless Controller,DS-STANDARD,2022-03-04,2022-03-30,OUT_OF_WARRANTY,2023-03-04,12,Purchased
CTRL-0288,PLAYER255,ZCT2E-K8617224,DualSense Wireless Controller,DS-STANDARD,2023-10-31,2023-11-03,IN_WARRANTY,2024-10-30,12,Purchased
CTRL-0289,PLAYER256,ZCT1W-H7100930,DualSense Wireless Controller,DS-STANDARD,2023-07-16,2023-08-12,IN_WARRANTY,2024-07-15,12,Purchased
CTRL-0290,PLAYER257,ZCT1W-N4153336,DualSense Edge Wireless Controller,DS-EDGE,2021-05-21,2021-05-29,OUT_OF_WARRANTY,2022-05-21,12,Purchased
CTRL-0291,PLAYER258,ZCT2E-F6153067,DualSense Wireless Controller,DS-STANDARD,2021-07-29,2021-08-02,OUT_OF_WARRANTY,2022-07-29,12,Purchased
CTRL-0292,PLAYER259,ZCT2E-D2848835,DualSense Wireless Controller,DS-STANDARD,2023-08-02,2023-08-07,IN_WARRANTY,2024-08-01,12,Purchased
CTRL-0293,PLAYER259,ZCT2E-A8989988,DualSense Wireless Controller,DS-STANDARD,2023-07-17,2023-07-28,IN_WARRANTY,2024-07-16,12,Purchased
CTRL-0294,PLAYER260,ZCT2E-D2410406,DualSense Wireless Controller,DS-STANDARD,2022-03-11,2022-03-15,OUT_OF_WARRANTY,2023-03-11,12,Purchased
CTRL-0295,PLAYER261,ZCT2E-S8228437,DualSense Wireless Controller,DS-STANDARD,2021-04-19,2021-05-03,OUT_OF_WARRANTY,2022-04-19,12,Purchased
CTRL-0296,PLAYER262,ZCT2E-M2641024,DualSense Limited Edition Controller,DS-LIMITED,2023-02-23,2023-03-18,OUT_OF_WARRANTY,2024-02-23,12,Purchased
CTRL-0297,PLAYER263,ZCT2E-G5932600,DualSense Wireless Controller,DS-STANDARD,2021-12-28,2022-01-16,OUT_OF_WARRANTY,2022-12-28,12,Purchased
CTRL-0298,PLAYER264,ZCT2E-S9281506,DualSense Wireless Controller,DS-STANDARD,2021-08-12,2021-09-02,OUT_OF_WARRANTY,2022-08-12,12,Purchased
CTRL-0299,PLAYER265,ZCT1W-W5176591,DualSense Wireless Controller,DS-STANDARD,2022-03-26,2022-03-29,OUT_OF_WARRANTY,2023-03-26,12,Purchased
CTRL-0300,PLAYER266,ZCT1W-B5465729,DualSense Wireless Controller,DS-STANDARD,2023-12-26,2023-12-29,IN_WARRANTY,2024-12-25,12,Purchased
CTRL-0301,PLAYER267,ZCT2E-H7787380,DualSense Wireless Controller,DS-STANDARD,2021-07-27,2021-08-03,OUT_OF_WARRANTY,2022-07-27,12,Purchased
CTRL-0302,PLAYER268,ZCT2E-R4451163,DualSense Wireless Controller,DS-STANDARD,2022-02-21,2022-03-04,OUT_OF_WARRANTY,2023-02-21,12,Purchased
CTRL-0303,PLAYER268,ZCT2E-V5831479,DualSense Wireless Controller,DS-STANDARD,2021-07-13,2021-07-18,OUT_OF_WARRANTY,2022-07-13,12,Purchased
CTRL-0304,PLAYER269,ZCT2E-K5003370,DualSense Wireless Controller,DS-STANDARD,2021-05-23,2021-05-28,OUT_OF_WARRANTY,2022-05-23,12,Purchased
CTRL-0305,PLAYER270,ZCT1W-L8637262,DualSense Wireless Controller,DS-STANDARD,2021-01-27,2021-02-17,OUT_OF_WARRANTY,2022-01-27,12,Purchased
CTRL-0306,PLAYER270,ZCT2E-P6604498,DualSense Limited Edition Controller,DS-LIMITED,2022-06-25,2022-07-23,OUT_OF_WARRANTY,2023-06-25,12,Purchased
CTRL-0307,PLAYER271,ZCT1W-F1163307,DualSense Wireless Controller,DS-STANDARD,2023-08-29,2023-09-16,IN_WARRANTY,2024-08-28,12,Purchased
CTRL-0308,PLAYER272,ZCT1W-R5152535,DualSense Wireless Controller,DS-STANDARD,2021-04-03,2021-04-29,OUT_OF_WARRANTY,2022-04-03,12,Purchased
CTRL-0309,PLAYER273,ZCT1W-U5876441,DualSense Wireless Controller,DS-STANDARD,2023-12-12,2023-12-28,IN_WARRANTY,2024-12-11,12,Purchased
