notification_id,player_id,sent_at,channel,campaign_name,notification_type,opened,clicked,suppressed,suppression_reason
NOTIF-000861,PLAYER524,2024-04-18T05:00:00Z,in_app,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,true,false,false,
NOTIF-000862,PLAYER126,2024-05-14T19:00:00Z,in_app,PS5_CH_PERSONALIZED_OFFER,personalized_offer,true,false,false,
NOTIF-000863,PLAYER659,2024-04-08T09:00:00Z,email,PS5_CH_LOYALTY_REWARD,loyalty_reward,true,false,false,
NOTIF-000864,PLAYER527,2024-05-19T17:00:00Z,email,PS5_CH_FIRMWARE_UPDATE,firmware_update,false,false,false,
NOTIF-000865,PLAYER285,2024-05-21T03:00:00Z,in_app,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,true,false,false,
NOTIF-000866,PLAYER186,2024-05-30T12:00:00Z,in_app,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,true,true,false,
NOTIF-000867,PLAYER832,2024-04-12T11:00:00Z,in_app,PS5_CH_LOYALTY_REWARD,loyalty_reward,true,true,false,
NOTIF-000868,PLAYER200,2024-05-30T14:00:00Z,push,PS5_CH_LOYALTY_REWARD,loyalty_reward,true,true,false,
NOTIF-000869,PLAYER677,2024-06-09T02:00:00Z,push,PS5_CH_PERSONALIZED_OFFER,personalized_offer,true,false,false,
NOTIF-000870,PLAYER698,2024-06-06T17:00:00Z,push,PS5_CH_LOYALTY_REWARD,loyalty_reward,true,false,false,
NOTIF-000871,PLAYER944,2024-04-19T11:00:00Z,email,PS5_CH_PERSONALIZED_OFFER,personalized_offer,false,false,false,
NOTIF-000872,PLAYER154,2024-04-30T20:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,true,true,false,
NOTIF-000873,PLAYER669,2024-05-15T22:00:00Z,email,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,false,false,false,
NOTIF-000874,PLAYER189,2024-05-25T10:00:00Z,email,PS5_CH_PERSONALIZED_OFFER,personalized_offer,false,false,false,
NOTIF-000875,PLAYER687,2024-04-19T05:00:00Z,email,PS5_CH_PERSONALIZED_OFFER,personalized_offer,true,true,false,
NOTIF-000876,PLAYER339,2024-04-22T08:00:00Z,in_app,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,true,false,false,
NOTIF-000877,PLAYER293,2024-05-10T16:00:00Z,in_app,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,true,true,false,
NOTIF-000878,PLAYER990,2024-05-23T00:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,false,false,false,
NOTIF-000879,PLAYER811,2024-05-09T01:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,false,false,false,
NOTIF-000880,PLAYER875,2024-04-21T01:00:00Z,push,PS5_CH_FIRMWARE_UPDATE,firmware_update,true,true,false,
NOTIF-000881,PLAYER673,2024-06-04T01:00:00Z,email,PS5_CH_PERSONALIZED_OFFER,personalized_offer,true,true,false,
NOTIF-000882,PLAYER196,2024-06-04T14:00:00Z,push,PS5_CH_FIRMWARE_UPDATE,firmware_update,true,false,false,
NOTIF-000883,PLAYER045,2024-06-03T05:00:00Z,in_app,PS5_CH_FIRMWARE_UPDATE,firmware_update,false,false,false,
NOTIF-000884,PLAYER196,2024-05-13T21:00:00Z,push,PS5_CH_PERSONALIZED_OFFER,personalized_offer,true,false,false,
NOTIF-000885,PLAYER947,2024-06-06T12:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,true,false,false,
NOTIF-000886,PLAYER463,2024-05-20T01:00:00Z,in_app,PS5_CH_PERSONALIZED_OFFER,personalized_offer,false,false,false,
NOTIF-000887,PLAYER470,2024-06-04T08:00:00Z,email,PS5_CH_LOYALTY_REWARD,loyalty_reward,false,false,false,
NOTIF-000888,PLAYER076,2024-06-10T07:00:00Z,push,PS5_CH_LOYALTY_REWARD,loyalty_reward,true,true,false,
NOTIF-000889,PLAYER634,2024-04-11T14:00:00Z,email,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,false,false,false,
NOTIF-000890,PLAYER260,2024-05-30T22:00:00Z,push,PS5_CH_FIRMWARE_UPDATE,firmware_update,true,false,false,
NOTIF-000891,PLAYER364,2024-04-23T10:00:00Z,email,PS5_CH_FIRMWARE_UPDATE,firmware_update,true,true,false,
NOTIF-000892,PLAYER465,2024-05-04T09:00:00Z,in_app,PS5_CH_LOYALTY_REWARD,loyalty_reward,true,false,false,
NOTIF-000893,PLAYER635,2024-04-30T00:00:00Z,in_app,PS5_CH_FIRMWARE_UPDATE,firmware_update,true,true,false,
NOTIF-000894,PLAYER924,2024-05-05T03:00:00Z,email,PS5_CH_FIRMWARE_UPDATE,firmware_update,true,true,false,
NOTIF-000895,PLAYER020,2024-04-27T20:00:00Z,in_app,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,false,false,false,
NOTIF-000896,PLAYER136,2024-05-18T10:00:00Z,email,PS5_CH_LOYALTY_REWARD,loyalty_reward,false,false,false,
NOTIF-000897,PLAYER369,2024-04-20T23:00:00Z,push,PS5_CH_LOYALTY_REWARD,loyalty_reward,true,true,false,
NOTIF-000898,PLAYER191,2024-05-10T13:00:00Z,in_app,PS5_CH_FIRMWARE_UPDATE,firmware_update,false,false,false,
NOTIF-000899,PLAYER599,2024-05-10T12:00:00Z,push,PS5_CH_PERSONALIZED_OFFER,personalized_offer,true,false,false,
NOTIF-000900,PLAYER699,2024-05-22T03:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,true,true,false,
NOTIF-000901,PLAYER661,2024-04-24T07:00:00Z,email,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,true,false,false,
NOTIF-000902,PLAYER111,2024-04-09T01:00:00Z,email,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,false,false,false,
NOTIF-000903,PLAYER259,2024-04-11T01:00:00Z,email,PS5_CH_FIRMWARE_UPDATE,firmware_update,true,true,false,
NOTIF-000904,PLAYER903,2024-06-05T10:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,false,false,false,
NOTIF-000905,PLAYER106,2024-04-26T13:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,true,false,false,
NOTIF-000906,PLAYER891,2024-05-29T22:00:00Z,email,PS5_CH_PERSONALIZED_OFFER,personalized_offer,true,false,false,
NOTIF-000907,PLAYER718,2024-05-01T18:00:00Z,push,PS5_CH_LOYALTY_REWARD,loyalty_reward,false,false,false,
NOTIF-000908,PLAYER444,2024-04-11T20:00:00Z,email,PS5_CH_FIRMWARE_UPDATE,firmware_update,false,false,false,
NOTIF-000909,PLAYER847,2024-04-14T23:00:00Z,in_app,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,false,false,false,
NOTIF-000910,PLAYER442,2024-05-12T08:00:00Z,in_app,PS5_CH_PERSONALIZED_OFFER,personalized_offer,true,false,false,
NOTIF-000911,PLAYER470,2024-05-30T20:00:00Z,in_app,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,true,true,false,
NOTIF-000912,PLAYER279,2024-05-10T21:00:00Z,in_app,PS5_CH_FIRMWARE_UPDATE,firmware_update,false,false,false,
NOTIF-000913,PLAYER993,2024-04-18T23:00:00Z,in_app,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,true,true,false,
NOTIF-000914,PLAYER692,2024-04-29T17:00:00Z,email,PS5_CH_LOYALTY_REWARD,loyalty_reward,false,false,false,
NOTIF-000915,PLAYER757,2024-05-05T14:00:00Z,in_app,PS5_CH_FIRMWARE_UPDATE,firmware_update,false,false,false,
NOTIF-000916,PLAYER817,2024-04-30T11:00:00Z,email,PS5_CH_FIRMWARE_UPDATE,firmware_update,true,false,false,
NOTIF-000917,PLAYER999,2024-04-20T14:00:00Z,push,PS5_CH_FIRMWARE_UPDATE,firmware_update,false,false,false,
NOTIF-000918,PLAYER751,2024-04-11T16:00:00Z,in_app,PS5_CH_LOYALTY_REWARD,loyalty_reward,false,false,false,
NOTIF-000919,PLAYER155,2024-04-12T11:00:00Z,email,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,false,false,false,
NOTIF-000920,PLAYER852,2024-04-12T08:00:00Z,push,PS5_CH_FIRMWARE_UPDATE,firmware_update,true,true,false,
NOTIF-000921,PLAYER271,2024-05-01T00:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,false,false,false,
NOTIF-000922,PLAYER530,2024-05-12T18:00:00Z,email,PS5_CH_FIRMWARE_UPDATE,firmware_update,false,false,false,
NOTIF-000923,PLAYER972,2024-05-02T13:00:00Z,email,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,true,true,false,
NOTIF-000924,PLAYER205,2024-04-23T00:00:00Z,in_app,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,true,false,false,
NOTIF-000925,PLAYER897,2024-04-13T15:00:00Z,email,PS5_CH_LOYALTY_REWARD,loyalty_reward,true,true,false,
NOTIF-000926,PLAYER251,2024-04-09T21:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,false,false,false,
NOTIF-000927,PLAYER859,2024-05-10T17:00:00Z,email,PS5_CH_FIRMWARE_UPDATE,firmware_update,true,true,false,
NOTIF-000928,PLAYER092,2024-04-30T03:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,false,false,false,
NOTIF-000929,PLAYER391,2024-04-21T15:00:00Z,in_app,PS5_CH_PERSONALIZED_OFFER,personalized_offer,true,false,true,RECENTLY_NOTIFIED
NOTIF-000930,PLAYER607,2024-05-12T02:00:00Z,in_app,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,true,false,false,
NOTIF-000931,PLAYER032,2024-06-04T11:00:00Z,email,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,true,false,false,
NOTIF-000932,PLAYER846,2024-05-26T03:00:00Z,email,PS5_CH_FIRMWARE_UPDATE,firmware_update,true,true,false,
NOTIF-000933,PLAYER206,2024-04-11T00:00:00Z,in_app,PS5_CH_FIRMWARE_UPDATE,firmware_update,true,true,false,
NOTIF-000934,PLAYER264,2024-05-18T02:00:00Z,push,PS5_CH_PERSONALIZED_OFFER,personalized_offer,false,false,false,
NOTIF-000935,PLAYER120,2024-04-12T15:00:00Z,in_app,PS5_CH_FIRMWARE_UPDATE,firmware_update,false,false,false,
NOTIF-000936,PLAYER483,2024-04-14T06:00:00Z,in_app,PS5_CH_LOYALTY_REWARD,loyalty_reward,false,false,false,
NOTIF-000937,PLAYER510,2024-04-19T20:00:00Z,in_app,PS5_CH_PERSONALIZED_OFFER,personalized_offer,true,true,false,
NOTIF-000938,PLAYER546,2024-05-06T13:00:00Z,email,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,true,true,false,
NOTIF-000939,PLAYER853,2024-05-04T11:00:00Z,push,PS5_CH_FIRMWARE_UPDATE,firmware_update,false,false,false,
NOTIF-000940,PLAYER108,2024-05-01T20:00:00Z,push,PS5_CH_PERSONALIZED_OFFER,personalized_offer,true,true,true,RECENTLY_NOTIFIED
NOTIF-000941,PLAYER719,2024-04-20T16:00:00Z,in_app,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,false,false,false,
NOTIF-000942,PLAYER663,2024-05-07T18:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,true,false,false,
NOTIF-000943,PLAYER340,2024-04-29T14:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,false,false,false,
NOTIF-000944,PLAYER467,2024-06-09T16:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,true,false,false,
NOTIF-000945,PLAYER532,2024-05-02T04:00:00Z,email,PS5_CH_LOYALTY_REWARD,loyalty_reward,true,false,false,
NOTIF-000946,PLAYER734,2024-05-05T13:00:00Z,in_app,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,true,true,false,
NOTIF-000947,PLAYER224,2024-06-04T04:00:00Z,email,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,true,false,false,
NOTIF-000948,PLAYER847,2024-05-01T09:00:00Z,email,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,false,false,false,
NOTIF-000949,PLAYER947,2024-04-29T07:00:00Z,email,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,false,false,false,
NOTIF-000950,PLAYER752,2024-04-29T14:00:00Z,email,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,false,false,false,
NOTIF-000951,PLAYER734,2024-04-15T11:00:00Z,email,PS5_CH_LOYALTY_REWARD,loyalty_reward,false,false,false,
NOTIF-000952,PLAYER077,2024-04-14T14:00:00Z,in_app,PS5_CH_LOYALTY_REWARD,loyalty_reward,false,false,false,
NOTIF-000953,PLAYER264,2024-04-25T02:00:00Z,email,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,true,false,true,RECENTLY_NOTIFIED
NOTIF-000954,PLAYER077,2024-04-22T18:00:00Z,email,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,false,false,false,
NOTIF-000955,PLAYER713,2024-04-22T07:00:00Z,in_app,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,false,false,false,
NOTIF-000956,PLAYER282,2024-04-29T22:00:00Z,email,PS5_CH_PERSONALIZED_OFFER,personalized_offer,true,false,false,
NOTIF-000957,PLAYER062,2024-05-02T09:00:00Z,email,PS5_CH_LOYALTY_REWARD,loyalty_reward,false,false,false,
NOTIF-000958,PLAYER811,2024-06-04T23:00:00Z,push,PS5_CH_FIRMWARE_UPDATE,firmware_update,true,false,false,
NOTIF-000959,PLAYER574,2024-06-09T06:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,false,false,false,
NOTIF-000960,PLAYER260,2024-06-03T18:00:00Z,in_app,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,false,false,false,
NOTIF-000961,PLAYER110,2024-05-30T19:00:00Z,email,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,true,false,false,
NOTIF-000962,PLAYER435,2024-04-11T01:00:00Z,email,PS5_CH_LOYALTY_REWARD,loyalty_reward,true,false,false,
NOTIF-000963,PLAYER956,2024-05-21T07:00:00Z,in_app,PS5_CH_FIRMWARE_UPDATE,firmware_update,false,false,false,
NOTIF-000964,PLAYER783,2024-05-03T16:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,false,false,false,
NOTIF-000965,PLAYER741,2024-05-24T13:00:00Z,in_app,PS5_CH_PERSONALIZED_OFFER,personalized_offer,false,false,false,
NOTIF-000966,PLAYER374,2024-04-30T14:00:00Z,email,PS5_CH_FIRMWARE_UPDATE,firmware_update,true,true,false,
NOTIF-000967,PLAYER888,2024-05-18T19:00:00Z,in_app,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,false,false,false,
NOTIF-000968,PLAYER296,2024-04-30T11:00:00Z,email,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,false,false,false,
NOTIF-000969,PLAYER309,2024-04-24T19:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,true,false,false,
NOTIF-000970,PLAYER532,2024-05-13T12:00:00Z,email,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,false,false,false,
NOTIF-000971,PLAYER292,2024-05-19T01:00:00Z,email,PS5_CH_FIRMWARE_UPDATE,firmware_update,false,false,false,
NOTIF-000972,PLAYER046,2024-05-20T12:00:00Z,in_app,PS5_CH_LOYALTY_REWARD,loyalty_reward,false,false,false,
NOTIF-000973,PLAYER326,2024-05-19T02:00:00Z,push,PS5_CH_FIRMWARE_UPDATE,firmware_update,true,true,false,
NOTIF-000974,PLAYER141,2024-04-29T07:00:00Z,push,PS5_CH_LOYALTY_REWARD,loyalty_reward,false,false,false,
NOTIF-000975,PLAYER299,2024-04-13T02:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,false,false,false,
NOTIF-000976,PLAYER087,2024-04-12T13:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,true,true,false,
NOTIF-000977,PLAYER310,2024-05-13T15:00:00Z,email,PS5_CH_FIRMWARE_UPDATE,firmware_update,true,false,false,
NOTIF-000978,PLAYER905,2024-04-13T21:00:00Z,in_app,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,true,true,false,
NOTIF-000979,PLAYER283,2024-05-16T01:00:00Z,email,PS5_CH_PERSONALIZED_OFFER,personalized_offer,true,false,false,
NOTIF-000980,PLAYER931,2024-06-02T03:00:00Z,push,PS5_CH_PERSONALIZED_OFFER,personalized_offer,true,false,false,
NOTIF-000981,PLAYER782,2024-04-20T09:00:00Z,in_app,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,false,false,true,RECENTLY_NOTIFIED
NOTIF-000982,PLAYER878,2024-05-29T22:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,true,true,false,
NOTIF-000983,PLAYER464,2024-04-28T16:00:00Z,in_app,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,false,false,false,
NOTIF-000984,PLAYER927,2024-05-25T08:00:00Z,push,PS5_CH_PERSONALIZED_OFFER,personalized_offer,true,true,false,
NOTIF-000985,PLAYER051,2024-05-09T20:00:00Z,push,PS5_CH_LOYALTY_REWARD,loyalty_reward,false,false,false,
NOTIF-000986,PLAYER982,2024-05-20T15:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,false,false,false,
NOTIF-000987,PLAYER440,2024-05-20T00:00:00Z,in_app,PS5_CH_FIRMWARE_UPDATE,firmware_update,true,false,false,
NOTIF-000988,PLAYER420,2024-04-16T05:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,true,false,true,RECENTLY_NOTIFIED
NOTIF-000989,PLAYER107,2024-05-20T12:00:00Z,email,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,true,true,false,
NOTIF-000990,PLAYER646,2024-04-16T09:00:00Z,in_app,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,false,false,false,
NOTIF-000991,PLAYER024,2024-04-25T23:00:00Z,email,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,true,true,false,
NOTIF-000992,PLAYER448,2024-05-01T00:00:00Z,push,PS5_CH_PERSONALIZED_OFFER,personalized_offer,false,false,false,
NOTIF-000993,PLAYER153,2024-04-12T14:00:00Z,push,PS5_CH_PERSONALIZED_OFFER,personalized_offer,true,true,false,
NOTIF-000994,PLAYER027,2024-04-27T04:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,true,false,false,
NOTIF-000995,PLAYER204,2024-05-02T03:00:00Z,in_app,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,true,true,false,
NOTIF-000996,PLAYER092,2024-04-27T09:00:00Z,email,PS5_CH_LOYALTY_REWARD,loyalty_reward,true,false,false,
NOTIF-000997,PLAYER574,2024-04-14T22:00:00Z,in_app,PS5_CH_FIRMWARE_UPDATE,firmware_update,false,false,false,
NOTIF-000998,PLAYER867,2024-04-27T20:00:00Z,email,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,false,false,false,
NOTIF-000999,PLAYER548,2024-04-08T15:00:00Z,email,PS5_CH_LOYALTY_REWARD,loyalty_reward,true,false,false,
NOTIF-001000,PLAYER278,2024-05-19T16:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,true,false,false,
NOTIF-001001,PLAYER814,2024-04-13T15:00:00Z,in_app,PS5_CH_PERSONALIZED_OFFER,personalized_offer,true,false,false,
NOTIF-001002,PLAYER916,2024-05-20T09:00:00Z,email,PS5_CH_FIRMWARE_UPDATE,firmware_update,false,false,false,
NOTIF-001003,PLAYER752,2024-04-11T07:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,false,false,false,
NOTIF-001004,PLAYER195,2024-05-16T09:00:00Z,push,PS5_CH_FIRMWARE_UPDATE,firmware_update,false,false,false,
NOTIF-001005,PLAYER790,2024-05-13T20:00:00Z,email,PS5_CH_PERSONALIZED_OFFER,personalized_offer,false,false,true,RECENTLY_NOTIFIED
NOTIF-001006,PLAYER473,2024-05-25T00:00:00Z,email,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,true,false,false,
NOTIF-001007,PLAYER990,2024-04-30T11:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,true,true,false,
NOTIF-001008,PLAYER383,2024-05-25T22:00:00Z,push,PS5_CH_LOYALTY_REWARD,loyalty_reward,true,true,false,
NOTIF-001009,PLAYER916,2024-04-26T18:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,true,true,false,
NOTIF-001010,PLAYER233,2024-04-25T02:00:00Z,email,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,true,true,false,
NOTIF-001011,PLAYER516,2024-06-02T23:00:00Z,push,PS5_CH_LOYALTY_REWARD,loyalty_reward,true,false,false,
NOTIF-001012,PLAYER941,2024-04-30T22:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,true,false,false,
NOTIF-001013,PLAYER384,2024-05-16T07:00:00Z,email,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,false,false,false,
NOTIF-001014,PLAYER623,2024-04-17T20:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,false,false,false,
NOTIF-001015,PLAYER049,2024-05-17T21:00:00Z,push,PS5_CH_PERSONALIZED_OFFER,personalized_offer,true,false,false,
NOTIF-001016,PLAYER835,2024-06-08T06:00:00Z,in_app,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,true,true,false,
NOTIF-001017,PLAYER414,2024-05-11T18:00:00Z,push,PS5_CH_FIRMWARE_UPDATE,firmware_update,true,false,false,
NOTIF-001018,PLAYER325,2024-04-19T17:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,true,true,false,
NOTIF-001019,PLAYER291,2024-05-04T01:00:00Z,in_app,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,true,true,false,
NOTIF-001020,PLAYER271,2024-06-01T06:00:00Z,push,PS5_CH_PERSONALIZED_OFFER,personalized_offer,true,false,false,
NOTIF-001021,PLAYER068,2024-05-01T09:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,true,false,false,
NOTIF-001022,PLAYER709,2024-04-30T13:00:00Z,push,PS5_CH_LOYALTY_REWARD,loyalty_reward,false,false,false,
NOTIF-001023,PLAYER296,2024-04-20T19:00:00Z,push,PS5_CH_FIRMWARE_UPDATE,firmware_update,true,false,false,
NOTIF-001024,PLAYER946,2024-06-09T01:00:00Z,email,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,false,false,false,
NOTIF-001025,PLAYER184,2024-05-22T11:00:00Z,email,PS5_CH_FIRMWARE_UPDATE,firmware_update,true,true,false,
NOTIF-001026,PLAYER012,2024-05-15T22:00:00Z,in_app,PS5_CH_FIRMWARE_UPDATE,firmware_update,true,true,false,
NOTIF-001027,PLAYER198,2024-06-07T18:00:00Z,email,PS5_CH_FIRMWARE_UPDATE,firmware_update,true,false,false,
NOTIF-001028,PLAYER516,2024-05-12T09:00:00Z,in_app,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,true,false,false,
NOTIF-001029,PLAYER515,2024-05-07T14:00:00Z,in_app,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,true,false,false,
NOTIF-001030,PLAYER038,2024-04-29T04:00:00Z,push,PS5_CH_PERSONALIZED_OFFER,personalized_offer,true,false,false,
NOTIF-001031,PLAYER808,2024-05-23T10:00:00Z,email,PS5_CH_LOYALTY_REWARD,loyalty_reward,true,false,false,
NOTIF-001032,PLAYER181,2024-05-06T19:00:00Z,in_app,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,true,true,false,
NOTIF-001033,PLAYER305,2024-06-04T22:00:00Z,email,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,false,false,false,
NOTIF-001034,PLAYER470,2024-04-27T22:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,false,false,false,
NOTIF-001035,PLAYER747,2024-04-10T17:00:00Z,email,PS5_CH_FIRMWARE_UPDATE,firmware_update,true,false,false,
NOTIF-001036,PLAYER668,2024-05-14T12:00:00Z,in_app,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,true,true,false,
NOTIF-001037,PLAYER163,2024-06-10T04:00:00Z,email,PS5_CH_FIRMWARE_UPDATE,firmware_update,true,false,false,
NOTIF-001038,PLAYER406,2024-04-16T13:00:00Z,in_app,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,false,false,false,
NOTIF-001039,PLAYER473,2024-04-19T20:00:00Z,push,PS5_CH_LOYALTY_REWARD,loyalty_reward,true,true,false,
NOTIF-001040,PLAYER470,2024-05-15T02:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,true,true,false,
NOTIF-001041,PLAYER303,2024-05-27T21:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,true,false,false,
NOTIF-001042,PLAYER697,2024-04-11T15:00:00Z,in_app,PS5_CH_PERSONALIZED_OFFER,personalized_offer,true,true,false,
NOTIF-001043,PLAYER635,2024-05-03T12:00:00Z,email,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,true,false,false,
NOTIF-001044,PLAYER138,2024-04-25T17:00:00Z,email,PS5_CH_FIRMWARE_UPDATE,firmware_update,true,true,false,
NOTIF-001045,PLAYER892,2024-06-05T21:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_TIP,controller_health_tip,true,false,false,
NOTIF-001046,PLAYER101,2024-05-25T07:00:00Z,in_app,PS5_CH_FIRMWARE_UPDATE,firmware_update,false,false,false,
NOTIF-001047,PLAYER632,2024-05-12T22:00:00Z,push,PS5_CH_LOYALTY_REWARD,loyalty_reward,true,false,false,
NOTIF-001048,PLAYER368,2024-05-20T03:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,true,false,false,
NOTIF-001049,PLAYER657,2024-04-09T19:00:00Z,in_app,PS5_CH_LOYALTY_REWARD,loyalty_reward,false,false,true,RECENTLY_NOTIFIED
NOTIF-001050,PLAYER270,2024-05-31T04:00:00Z,in_app,PS5_CH_FIRMWARE_UPDATE,firmware_update,false,false,false,
NOTIF-001051,PLAYER222,2024-04-27T15:00:00Z,push,PS5_CH_PERSONALIZED_OFFER,personalized_offer,false,false,false,
NOTIF-001052,PLAYER810,2024-04-29T02:00:00Z,push,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,true,true,true,RECENTLY_NOTIFIED
NOTIF-001053,PLAYER308,2024-06-01T22:00:00Z,in_app,PS5_CH_CONTROLLER_HEALTH_ALERT,controller_health_alert,true,true,false,
NOTIF-001054,PLAYER191,2024-06-09T19:00:00Z,in_app,PS5_CH_LOYALTY_REWARD,loyalty_reward,true,false,false,
NOTIF-001055,PLAYER925,2024-04-11T09:00:00Z,in_app,PS5_CH_PERSONALIZED_OFFER,personalized_offer,false,false,false,
