affinity_id,player_id,product_code,product_category,affinity_score,affinity_reason,last_interaction_date
AFF-000830,PLAYER657,DS-EDGE,Controller,0.51,SESSION_PATTERN,2024-06-06
AFF-000831,PLAYER463,DS-LIMITED,Controller,0.78,RECENT_STORE_VIEWS,2024-04-10
AFF-000832,PLAYER385,DS-EDGE-MODULE,Controller,0.56,WISHLIST_ACTIVITY,2024-04-23
AFF-000833,PLAYER604,DS-STANDARD,Controller-Standard,0.77,PAST_PURCHASES,2024-04-26
AFF-000834,PLAYER275,DS-LIMITED,Controller,0.42,WISHLIST_ACTIVITY,2024-05-25
AFF-000835,PLAYER101,DS-STANDARD,Controller-Standard,0.75,RECENT_STORE_VIEWS,2024-04-22
AFF-000836,PLAYER805,DS-EDGE,Controller,0.33,PAST_PURCHASES,2024-04-11
AFF-000837,PLAYER986,DS-LIMITED,Controller,0.74,WISHLIST_ACTIVITY,2024-05-17
AFF-000838,PLAYER675,DS-EDGE-MODULE,Controller,0.78,SESSION_PATTERN,2024-05-17
AFF-000839,PLAYER204,DS-EDGE-MODULE,Controller-Module,0.90,PAST_PURCHASES,2024-04-17
AFF-000840,PLAYER879,DS-LIMITED,Controller,0.20,WISHLIST_ACTIVITY,2024-04-19
AFF-000841,PLAYER571,DS-STANDARD,Controller-Standard,0.86,WISHLIST_ACTIVITY,2024-04-15
AFF-000842,PLAYER196,DS-STANDARD,Controller-Standard,0.48,PAST_PURCHASES,2024-06-10
AFF-000843,PLAYER265,DS-STANDARD,Controller-Standard,0.57,RECENT_STORE_VIEWS,2024-05-23
AFF-000844,PLAYER207,DS-EDGE,Controller,0.58,RECENT_STORE_VIEWS,2024-05-24
AFF-000845,PLAYER917,DS-EDGE,Controller-Premium,0.75,RECENT_STORE_VIEWS,2024-05-20
AFF-000846,PLAYER433,DS-LIMITED,Controller,0.31,WISHLIST_ACTIVITY,2024-06-04
AFF-000847,PLAYER588,DS-EDGE,Controller,0.11,SESSION_PATTERN,2024-05-31
AFF-000848,PLAYER879,DS-EDGE,Controller,0.12,WISHLIST_ACTIVITY,2024-06-07
AFF-000849,PLAYER074,DS-LIMITED,Controller-Premium,0.81,PAST_PURCHASES,2024-05-04
AFF-000850,PLAYER955,DS-EDGE-MODULE,Controller,0.10,SESSION_PATTERN,2024-06-03
AFF-000851,PLAYER645,DS-EDGE-MODULE,Controller-Module,0.92,RECENT_STORE_VIEWS,2024-05-01
AFF-000852,PLAYER238,DS-STANDARD,Controller-Standard,0.53,PAST_PURCHASES,2024-04-13
AFF-000853,PLAYER039,DS-LIMITED,Controller,0.69,SESSION_PATTERN,2024-05-21
AFF-000854,PLAYER940,DS-EDGE,Controller,0.70,WISHLIST_ACTIVITY,2024-05-01
AFF-000855,PLAYER512,DS-EDGE,Controller,0.46,PAST_PURCHASES,2024-04-08
AFF-000856,PLAYER485,DS-EDGE-MODULE,Controller,0.17,PAST_PURCHASES,2024-06-02
AFF-000857,PLAYER027,DS-EDGE-MODULE,Controller,0.66,PAST_PURCHASES,2024-05-21
AFF-000858,PLAYER427,DS-EDGE-MODULE,Controller,0.72,RECENT_STORE_VIEWS,2024-06-01
AFF-000859,PLAYER598,DS-STANDARD,Controller-Standard,0.75,WISHLIST_ACTIVITY,2024-06-08
AFF-000860,PLAYER328,DS-EDGE-MODULE,Controller,0.33,WISHLIST_ACTIVITY,2024-05-23
AFF-000861,PLAYER630,DS-EDGE-MODULE,Controller-Module,0.83,RECENT_STORE_VIEWS,2024-04-20
AFF-000862,PLAYER438,DS-STANDARD,Controller-Standard,0.12,PAST_PURCHASES,2024-05-10
AFF-000863,PLAYER136,DS-LIMITED,Controller,0.53,SESSION_PATTERN,2024-06-05
AFF-000864,PLAYER503,DS-LIMITED,Controller-Premium,0.83,PAST_PURCHASES,2024-04-18
AFF-000865,PLAYER356,DS-EDGE,Controller,0.33,RECENT_STORE_VIEWS,2024-04-30
AFF-000866,PLAYER971,DS-LIMITED,Controller,0.42,SESSION_PATTERN,2024-05-14
AFF-000867,PLAYER653,DS-STANDARD,Controller-Standard,0.88,RECENT_STORE_VIEWS,2024-04-22
AFF-000868,PLAYER194,DS-STANDARD,Controller-Standard,0.84,WISHLIST_ACTIVITY,2024-05-05
AFF-000869,PLAYER039,DS-EDGE-MODULE,Controller,0.84,PAST_PURCHASES,2024-04-08
AFF-000870,PLAYER086,DS-EDGE,Controller,0.54,RECENT_STORE_VIEWS,2024-06-04
AFF-000871,PLAYER160,DS-EDGE,Controller,0.79,WISHLIST_ACTIVITY,2024-06-06
AFF-000872,PLAYER827,DS-EDGE,Controller,0.47,RECENT_STORE_VIEWS,2024-05-07
AFF-000873,PLAYER192,DS-LIMITED,Controller-Premium,0.70,SESSION_PATTERN,2024-04-22
AFF-000874,PLAYER790,DS-EDGE-MODULE,Controller,0.81,RECENT_STORE_VIEWS,2024-05-30
AFF-000875,PLAYER953,DS-EDGE,Controller,0.45,WISHLIST_ACTIVITY,2024-04-09
AFF-000876,PLAYER126,DS-LIMITED,Controller-Premium,0.75,PAST_PURCHASES,2024-04-12
AFF-000877,PLAYER316,DS-STANDARD,Controller-Standard,0.42,PAST_PURCHASES,2024-05-03
AFF-000878,PLAYER338,DS-EDGE,Controller,0.71,PAST_PURCHASES,2024-04-21
AFF-000879,PLAYER037,DS-STANDARD,Controller-Standard,0.19,PAST_PURCHASES,2024-05-12
AFF-000880,PLAYER723,DS-LIMITED,Controller,0.81,RECENT_STORE_VIEWS,2024-05-09
AFF-000881,PLAYER512,DS-LIMITED,Controller,0.26,SESSION_PATTERN,2024-06-02
AFF-000882,PLAYER922,DS-LIMITED,Controller,0.31,SESSION_PATTERN,2024-04-22
AFF-000883,PLAYER846,DS-EDGE,Controller,0.62,RECENT_STORE_VIEWS,2024-05-19
AFF-000884,PLAYER278,DS-STANDARD,Controller-Standard,0.35,PAST_PURCHASES,2024-06-06
AFF-000885,PLAYER811,DS-EDGE,Controller,0.46,SESSION_PATTERN,2024-05-19
AFF-000886,PLAYER735,DS-STANDARD,Controller-Standard,0.36,SESSION_PATTERN,2024-04-18
AFF-000887,PLAYER797,DS-STANDARD,Controller-Standard,0.26,WISHLIST_ACTIVITY,2024-04-16
AFF-000888,PLAYER812,DS-EDGE,Controller,0.21,SESSION_PATTERN,2024-04-21
AFF-000889,PLAYER529,DS-EDGE,Controller-Premium,0.66,RECENT_STORE_VIEWS,2024-05-28
AFF-000890,PLAYER377,DS-EDGE,Controller,0.66,RECENT_STORE_VIEWS,2024-05-08
AFF-000891,PLAYER423,DS-EDGE-MODULE,Controller,0.15,RECENT_STORE_VIEWS,2024-05-13
AFF-000892,PLAYER797,DS-LIMITED,Controller,0.68,RECENT_STORE_VIEWS,2024-04-10
AFF-000893,PLAYER756,DS-LIMITED,Controller,0.76,SESSION_PATTERN,2024-04-27
AFF-000894,PLAYER178,DS-EDGE,Controller,0.31,WISHLIST_ACTIVITY,2024-04-25
AFF-000895,PLAYER002,DS-EDGE,Controller-Premium,0.72,WISHLIST_ACTIVITY,2024-05-30
AFF-000896,PLAYER734,DS-LIMITED,Controller,0.82,SESSION_PATTERN,2024-05-08
AFF-000897,PLAYER589,DS-EDGE-MODULE,Controller,0.67,WISHLIST_ACTIVITY,2024-04-25
AFF-000898,PLAYER140,DS-EDGE,Controller,0.33,PAST_PURCHASES,2024-05-03
AFF-000899,PLAYER628,DS-STANDARD,Controller-Standard,0.13,RECENT_STORE_VIEWS,2024-05-06
AFF-000900,PLAYER413,DS-EDGE,Controller,0.71,WISHLIST_ACTIVITY,2024-05-05
AFF-000901,PLAYER752,DS-LIMITED,Controller,0.47,WISHLIST_ACTIVITY,2024-05-09
AFF-000902,PLAYER661,DS-LIMITED,Controller,0.53,RECENT_STORE_VIEWS,2024-04-11
AFF-000903,PLAYER486,DS-EDGE,Controller,0.29,RECENT_STORE_VIEWS,2024-04-24
AFF-000904,PLAYER066,DS-EDGE,Controller,0.18,RECENT_STORE_VIEWS,2024-05-30
AFF-000905,PLAYER838,DS-LIMITED,Controller,0.42,SESSION_PATTERN,2024-04-21
AFF-000906,PLAYER095,DS-STANDARD,Controller-Standard,0.59,PAST_PURCHASES,2024-05-14
AFF-000907,PLAYER434,DS-EDGE,Controller,0.79,PAST_PURCHASES,2024-04-10
AFF-000908,PLAYER454,DS-EDGE,Controller-Premium,0.93,PAST_PURCHASES,2024-06-10
AFF-000909,PLAYER745,DS-LIMITED,Controller,0.70,SESSION_PATTERN,2024-06-02
AFF-000910,PLAYER468,DS-EDGE-MODULE,Controller-Module,0.80,PAST_PURCHASES,2024-05-22
AFF-000911,PLAYER955,DS-EDGE,Controller,0.76,RECENT_STORE_VIEWS,2024-04-11
AFF-000912,PLAYER481,DS-LIMITED,Controller,0.36,SESSION_PATTERN,2024-05-25
AFF-000913,PLAYER687,DS-EDGE-MODULE,Controller-Module,0.74,RECENT_STORE_VIEWS,2024-04-30
AFF-000914,PLAYER828,DS-STANDARD,Controller-Standard,0.77,SESSION_PATTERN,2024-04-18
AFF-000915,PLAYER323,DS-EDGE,Controller,0.78,RECENT_STORE_VIEWS,2024-04-19
AFF-000916,PLAYER786,DS-LIMITED,Controller-Premium,0.71,PAST_PURCHASES,2024-04-28
AFF-000917,PLAYER362,DS-EDGE,Controller,0.62,SESSION_PATTERN,2024-05-09
AFF-000918,PLAYER056,DS-LIMITED,Controller,0.68,WISHLIST_ACTIVITY,2024-06-02
AFF-000919,PLAYER997,DS-EDGE-MODULE,Controller,0.15,SESSION_PATTERN,2024-05-18
AFF-000920,PLAYER369,DS-STANDARD,Controller-Standard,0.28,WISHLIST_ACTIVITY,2024-05-16
AFF-000921,PLAYER758,DS-STANDARD,Controller-Standard,0.23,WISHLIST_ACTIVITY,2024-05-06
AFF-000922,PLAYER266,DS-EDGE-MODULE,Controller,0.70,SESSION_PATTERN,2024-06-07
AFF-000923,PLAYER558,DS-LIMITED,Controller,0.90,RECENT_STORE_VIEWS,2024-04-09
AFF-000924,PLAYER296,DS-EDGE-MODULE,Controller,0.67,WISHLIST_ACTIVITY,2024-05-08
AFF-000925,PLAYER650,DS-LIMITED,Controller,0.91,SESSION_PATTERN,2024-04-08
AFF-000926,PLAYER971,DS-EDGE,Controller,0.58,SESSION_PATTERN,2024-04-27
AFF-000927,PLAYER653,DS-LIMITED,Controller,0.72,RECENT_STORE_VIEWS,2024-04-15
AFF-000928,PLAYER152,DS-EDGE-MODULE,Controller,0.55,SESSION_PATTERN,2024-04-19
AFF-000929,PLAYER379,DS-EDGE,Controller,0.59,SESSION_PATTERN,2024-04-10
AFF-000930,PLAYER594,DS-STANDARD,Controller-Standard,0.20,WISHLIST_ACTIVITY,2024-04-11
AFF-000931,PLAYER639,DS-EDGE-MODULE,Controller,0.13,SESSION_PATTERN,2024-05-14
AFF-000932,PLAYER227,DS-STANDARD,Controller-Standard,0.33,WISHLIST_ACTIVITY,2024-05-04
AFF-000933,PLAYER177,DS-EDGE-MODULE,Controller,0.18,WISHLIST_ACTIVITY,2024-05-14
AFF-000934,PLAYER537,DS-STANDARD,Controller-Standard,0.78,WISHLIST_ACTIVITY,2024-06-02
AFF-000935,PLAYER943,DS-EDGE-MODULE,Controller,0.31,PAST_PURCHASES,2024-06-07
AFF-000936,PLAYER910,DS-EDGE-MODULE,Controller,0.69,WISHLIST_ACTIVITY,2024-05-21
AFF-000937,PLAYER125,DS-EDGE,Controller,0.60,RECENT_STORE_VIEWS,2024-04-11
AFF-000938,PLAYER067,DS-EDGE,Controller,0.73,PAST_PURCHASES,2024-05-07
AFF-000939,PLAYER561,DS-EDGE-MODULE,Controller,0.59,PAST_PURCHASES,2024-05-10
AFF-000940,PLAYER836,DS-LIMITED,Controller,0.49,WISHLIST_ACTIVITY,2024-06-02
AFF-000941,PLAYER897,DS-EDGE,Controller-Premium,0.75,PAST_PURCHASES,2024-05-25
AFF-000942,PLAYER791,DS-EDGE-MODULE,Controller,0.16,WISHLIST_ACTIVITY,2024-04-10
AFF-000943,PLAYER026,DS-EDGE-MODULE,Controller,0.43,RECENT_STORE_VIEWS,2024-05-05
AFF-000944,PLAYER812,DS-EDGE,Controller,0.33,WISHLIST_ACTIVITY,2024-04-14
AFF-000945,PLAYER804,DS-EDGE-MODULE,Controller,0.30,WISHLIST_ACTIVITY,2024-05-30
AFF-000946,PLAYER887,DS-STANDARD,Controller-Standard,0.75,SESSION_PATTERN,2024-04-24
AFF-000947,PLAYER731,DS-EDGE-MODULE,Controller,0.33,WISHLIST_ACTIVITY,2024-06-05
AFF-000948,PLAYER879,DS-EDGE-MODULE,Controller,0.43,WISHLIST_ACTIVITY,2024-05-11
AFF-000949,PLAYER698,DS-EDGE,Controller,0.66,PAST_PURCHASES,2024-05-09
AFF-000950,PLAYER777,DS-EDGE,Controller,0.29,SESSION_PATTERN,2024-05-24
AFF-000951,PLAYER146,DS-LIMITED,Controller,0.83,SESSION_PATTERN,2024-04-20
AFF-000952,PLAYER078,DS-LIMITED,Controller-Premium,0.70,RECENT_STORE_VIEWS,2024-05-12
AFF-000953,PLAYER473,DS-STANDARD,Controller-Standard,0.77,WISHLIST_ACTIVITY,2024-04-14
AFF-000954,PLAYER880,DS-EDGE-MODULE,Controller,0.46,SESSION_PATTERN,2024-05-04
AFF-000955,PLAYER582,DS-EDGE,Controller,0.65,RECENT_STORE_VIEWS,2024-05-08
AFF-000956,PLAYER887,DS-LIMITED,Controller,0.50,RECENT_STORE_VIEWS,2024-05-21
AFF-000957,PLAYER903,DS-STANDARD,Controller-Standard,0.15,PAST_PURCHASES,2024-04-19
AFF-000958,PLAYER174,DS-STANDARD,Controller-Standard,0.37,SESSION_PATTERN,2024-06-02
AFF-000959,PLAYER080,DS-EDGE-MODULE,Controller,0.77,RECENT_STORE_VIEWS,2024-04-21
AFF-000960,PLAYER154,DS-EDGE-MODULE,Controller,0.67,SESSION_PATTERN,2024-06-09
AFF-000961,PLAYER276,DS-EDGE,Controller,0.48,SESSION_PATTERN,2024-04-23
AFF-000962,PLAYER045,DS-LIMITED,Controller,0.46,RECENT_STORE_VIEWS,2024-06-08
AFF-000963,PLAYER362,DS-STANDARD,Controller-Standard,0.75,WISHLIST_ACTIVITY,2024-06-07
AFF-000964,PLAYER679,DS-LIMITED,Controller,0.63,SESSION_PATTERN,2024-04-08
AFF-000965,PLAYER527,DS-LIMITED,Controller,0.66,PAST_PURCHASES,2024-04-21
AFF-000966,PLAYER847,DS-EDGE-MODULE,Controller,0.73,PAST_PURCHASES,2024-05-21
AFF-000967,PLAYER334,DS-STANDARD,Controller-Standard,0.57,SESSION_PATTERN,2024-05-22
AFF-000968,PLAYER912,DS-EDGE,Controller,0.80,WISHLIST_ACTIVITY,2024-05-29
AFF-000969,PLAYER533,DS-STANDARD,Controller-Standard,0.25,PAST_PURCHASES,2024-04-16
AFF-000970,PLAYER441,DS-STANDARD,Controller-Standard,0.30,WISHLIST_ACTIVITY,2024-06-02
AFF-000971,PLAYER629,DS-EDGE,Controller,0.70,WISHLIST_ACTIVITY,2024-05-29
AFF-000972,PLAYER193,DS-EDGE,Controller,0.35,PAST_PURCHASES,2024-06-01
AFF-000973,PLAYER967,DS-EDGE-MODULE,Controller,0.48,WISHLIST_ACTIVITY,2024-06-07
AFF-000974,PLAYER469,DS-STANDARD,Controller-Standard,0.45,RECENT_STORE_VIEWS,2024-04-11
AFF-000975,PLAYER434,DS-LIMITED,Controller,0.67,RECENT_STORE_VIEWS,2024-04-12
AFF-000976,PLAYER692,DS-EDGE-MODULE,Controller,0.47,RECENT_STORE_VIEWS,2024-05-15
AFF-000977,PLAYER592,DS-EDGE,Controller-Premium,0.83,SESSION_PATTERN,2024-05-13
AFF-000978,PLAYER233,DS-EDGE-MODULE,Controller-Module,0.95,WISHLIST_ACTIVITY,2024-04-11
AFF-000979,PLAYER883,DS-EDGE-MODULE,Controller,0.50,RECENT_STORE_VIEWS,2024-04-24
AFF-000980,PLAYER001,DS-LIMITED,Controller,0.68,WISHLIST_ACTIVITY,2024-06-01
AFF-000981,PLAYER521,DS-LIMITED,Controller,0.47,SESSION_PATTERN,2024-05-17
AFF-000982,PLAYER416,DS-EDGE,Controller,0.24,WISHLIST_ACTIVITY,2024-04-12
AFF-000983,PLAYER466,DS-EDGE-MODULE,Controller,0.34,RECENT_STORE_VIEWS,2024-04-12
AFF-000984,PLAYER065,DS-LIMITED,Controller,0.15,SESSION_PATTERN,2024-06-09
AFF-000985,PLAYER802,DS-LIMITED,Controller,0.83,SESSION_PATTERN,2024-04-29
AFF-000986,PLAYER509,DS-EDGE-MODULE,Controller,0.90,PAST_PURCHASES,2024-04-21
AFF-000987,PLAYER612,DS-LIMITED,Controller,0.64,SESSION_PATTERN,2024-05-01
AFF-000988,PLAYER226,DS-LIMITED,Controller,0.17,WISHLIST_ACTIVITY,2024-04-17
AFF-000989,PLAYER802,DS-STANDARD,Controller-Standard,0.88,PAST_PURCHASES,2024-05-19
AFF-000990,PLAYER313,DS-STANDARD,Controller-Standard,0.63,WISHLIST_ACTIVITY,2024-04-24
AFF-000991,PLAYER400,DS-EDGE-MODULE,Controller,0.15,PAST_PURCHASES,2024-05-19
AFF-000992,PLAYER470,DS-EDGE,Controller,0.44,RECENT_STORE_VIEWS,2024-06-07
AFF-000993,PLAYER876,DS-EDGE-MODULE,Controller,0.46,WISHLIST_ACTIVITY,2024-04-11
AFF-000994,PLAYER883,DS-LIMITED,Controller,0.40,PAST_PURCHASES,2024-05-11
AFF-000995,PLAYER953,DS-EDGE-MODULE,Controller,0.59,RECENT_STORE_VIEWS,2024-04-24
AFF-000996,PLAYER103,DS-EDGE-MODULE,Controller,0.67,WISHLIST_ACTIVITY,2024-04-15
AFF-000997,PLAYER988,DS-EDGE,Controller,0.74,SESSION_PATTERN,2024-04-09
AFF-000998,PLAYER904,DS-EDGE-MODULE,Controller,0.27,SESSION_PATTERN,2024-04-13
AFF-000999,PLAYER590,DS-EDGE,Controller,0.50,WISHLIST_ACTIVITY,2024-05-23
AFF-001000,PLAYER613,DS-EDGE-MODULE,Controller,0.93,WISHLIST_ACTIVITY,2024-04-27
AFF-001001,PLAYER491,DS-EDGE,Controller,0.79,SESSION_PATTERN,2024-04-10
AFF-001002,PLAYER050,DS-EDGE,Controller,0.77,WISHLIST_ACTIVITY,2024-04-28
AFF-001003,PLAYER184,DS-EDGE-MODULE,Controller,0.79,WISHLIST_ACTIVITY,2024-05-31
AFF-001004,PLAYER253,DS-EDGE-MODULE,Controller,0.41,RECENT_STORE_VIEWS,2024-05-02
AFF-001005,PLAYER175,DS-EDGE-MODULE,Controller,0.72,PAST_PURCHASES,2024-05-05
AFF-001006,PLAYER249,DS-LIMITED,Controller,0.13,PAST_PURCHASES,2024-04-13
AFF-001007,PLAYER983,DS-LIMITED,Controller,0.22,RECENT_STORE_VIEWS,2024-05-04
AFF-001008,PLAYER263,DS-EDGE-MODULE,Controller,0.50,RECENT_STORE_VIEWS,2024-06-06
AFF-001009,PLAYER221,DS-LIMITED,Controller,0.90,RECENT_STORE_VIEWS,2024-06-06
AFF-001010,PLAYER313,DS-LIMITED,Controller,0.27,PAST_PURCHASES,2024-05-30
AFF-001011,PLAYER347,DS-LIMITED,Controller,0.33,RECENT_STORE_VIEWS,2024-06-04
AFF-001012,PLAYER559,DS-LIMITED,Controller-Premium,0.66,SESSION_PATTERN,2024-04-14
AFF-001013,PLAYER751,DS-STANDARD,Controller-Standard,0.70,SESSION_PATTERN,2024-04-30
AFF-001014,PLAYER655,DS-EDGE-MODULE,Controller,0.71,PAST_PURCHASES,2024-04-13
AFF-001015,PLAYER327,DS-STANDARD,Controller-Standard,0.63,PAST_PURCHASES,2024-06-05
AFF-001016,PLAYER133,DS-STANDARD,Controller-Standard,0.52,RECENT_STORE_VIEWS,2024-04-24
AFF-001017,PLAYER039,DS-EDGE-MODULE,Controller,0.68,SESSION_PATTERN,2024-06-04
AFF-001018,PLAYER892,DS-EDGE,Controller-Premium,0.90,PAST_PURCHASES,2024-04-26
AFF-001019,PLAYER433,DS-LIMITED,Controller,0.50,RECENT_STORE_VIEWS,2024-04-20
AFF-001020,PLAYER136,DS-LIMITED,Controller,0.69,SESSION_PATTERN,2024-05-17
AFF-001021,PLAYER608,DS-EDGE,Controller,0.41,SESSION_PATTERN,2024-04-09
AFF-001022,PLAYER596,DS-EDGE-MODULE,Controller-Module,0.96,SESSION_PATTERN,2024-05-26
AFF-001023,PLAYER729,DS-STANDARD,Controller-Standard,0.78,PAST_PURCHASES,2024-04-08
AFF-001024,PLAYER749,DS-EDGE,Controller,0.53,WISHLIST_ACTIVITY,2024-04-09
AFF-001025,PLAYER588,DS-LIMITED,Controller,0.42,RECENT_STORE_VIEWS,2024-05-06
AFF-001026,PLAYER054,DS-EDGE,Controller,0.72,WISHLIST_ACTIVITY,2024-05-19
AFF-001027,PLAYER521,DS-STANDARD,Controller-Standard,0.22,SESSION_PATTERN,2024-05-01
AFF-001028,PLAYER245,DS-LIMITED,Controller,0.49,SESSION_PATTERN,2024-05-14
AFF-001029,PLAYER964,DS-EDGE,Controller,0.70,SESSION_PATTERN,2024-04-15
AFF-001030,PLAYER508,DS-EDGE,Controller,0.11,WISHLIST_ACTIVITY,2024-05-20
AFF-001031,PLAYER041,DS-EDGE-MODULE,Controller-Module,0.90,PAST_PURCHASES,2024-04-12
AFF-001032,PLAYER193,DS-STANDARD,Controller-Standard,0.12,SESSION_PATTERN,2024-06-09
AFF-001033,PLAYER332,DS-LIMITED,Controller,0.96,PAST_PURCHASES,2024-05-23
AFF-001034,PLAYER091,DS-EDGE,Controller,0.13,RECENT_STORE_VIEWS,2024-04-11
AFF-001035,PLAYER975,DS-STANDARD,Controller-Standard,0.65,WISHLIST_ACTIVITY,2024-04-17
AFF-001036,PLAYER872,DS-STANDARD,Controller-Standard,0.58,WISHLIST_ACTIVITY,2024-05-13
AFF-001037,PLAYER111,DS-LIMITED,Controller-Premium,0.79,WISHLIST_ACTIVITY,2024-05-11
AFF-001038,PLAYER138,DS-LIMITED,Controller,0.68,SESSION_PATTERN,2024-04-15
AFF-001039,PLAYER716,DS-EDGE-MODULE,Controller,0.49,SESSION_PATTERN,2024-05-01
AFF-001040,PLAYER039,DS-LIMITED,Controller,0.94,RECENT_STORE_VIEWS,2024-06-06
AFF-001041,PLAYER243,DS-EDGE,Controller,0.82,PAST_PURCHASES,2024-05-23
AFF-001042,PLAYER814,DS-LIMITED,Controller,0.82,SESSION_PATTERN,2024-05-27
AFF-001043,PLAYER256,DS-STANDARD,Controller-Standard,0.45,RECENT_STORE_VIEWS,2024-04-16
AFF-001044,PLAYER291,DS-EDGE,Controller,0.58,RECENT_STORE_VIEWS,2024-05-16
AFF-001045,PLAYER914,DS-LIMITED,Controller,0.77,WISHLIST_ACTIVITY,2024-05-30
AFF-001046,PLAYER624,DS-EDGE,Controller,0.83,SESSION_PATTERN,2024-06-04
AFF-001047,PLAYER408,DS-EDGE-MODULE,Controller,0.69,PAST_PURCHASES,2024-04-24
AFF-001048,PLAYER844,DS-EDGE,Controller,0.37,PAST_PURCHASES,2024-05-05
AFF-001049,PLAYER150,DS-STANDARD,Controller-Standard,0.14,SESSION_PATTERN,2024-05-17
AFF-001050,PLAYER464,DS-LIMITED,Controller-Premium,0.75,WISHLIST_ACTIVITY,2024-06-07
AFF-001051,PLAYER175,DS-EDGE-MODULE,Controller,0.14,SESSION_PATTERN,2024-04-22
AFF-001052,PLAYER647,DS-LIMITED,Controller,0.14,RECENT_STORE_VIEWS,2024-05-04
AFF-001053,PLAYER791,DS-LIMITED,Controller,0.19,WISHLIST_ACTIVITY,2024-04-15
AFF-001054,PLAYER903,DS-LIMITED,Controller,0.25,PAST_PURCHASES,2024-05-17
AFF-001055,PLAYER001,DS-STANDARD,Controller-Standard,0.86,PAST_PURCHASES,2024-04-29
AFF-001056,PLAYER054,DS-LIMITED,Controller,0.67,RECENT_STORE_VIEWS,2024-05-14
AFF-001057,PLAYER055,DS-STANDARD,Controller-Standard,0.79,SESSION_PATTERN,2024-05-25
AFF-001058,PLAYER590,DS-EDGE,Controller,0.60,WISHLIST_ACTIVITY,2024-06-10
AFF-001059,PLAYER083,DS-LIMITED,Controller,0.17,PAST_PURCHASES,2024-06-09
AFF-001060,PLAYER895,DS-EDGE,Controller,0.15,RECENT_STORE_VIEWS,2024-04-22
AFF-001061,PLAYER306,DS-EDGE-MODULE,Controller,0.81,WISHLIST_ACTIVITY,2024-05-09
AFF-001062,PLAYER255,DS-LIMITED,Controller,0.79,SESSION_PATTERN,2024-05-06
AFF-001063,PLAYER552,DS-EDGE,Controller-Premium,0.92,PAST_PURCHASES,2024-04-13
AFF-001064,PLAYER472,DS-LIMITED,Controller,0.51,RECENT_STORE_VIEWS,2024-04-24
AFF-001065,PLAYER101,DS-STANDARD,Controller-Standard,0.73,WISHLIST_ACTIVITY,2024-04-29
AFF-001066,PLAYER970,DS-LIMITED,Controller,0.77,SESSION_PATTERN,2024-06-08
AFF-001067,PLAYER741,DS-LIMITED,Controller,0.50,RECENT_STORE_VIEWS,2024-06-02
AFF-001068,PLAYER739,DS-LIMITED,Controller,0.44,WISHLIST_ACTIVITY,2024-05-19
AFF-001069,PLAYER670,DS-EDGE,Controller,0.45,PAST_PURCHASES,2024-05-06
AFF-001070,PLAYER583,DS-LIMITED,Controller,0.33,WISHLIST_ACTIVITY,2024-04-15
AFF-001071,PLAYER853,DS-LIMITED,Controller,0.55,PAST_PURCHASES,2024-04-23
AFF-001072,PLAYER810,DS-EDGE,Controller,0.26,SESSION_PATTERN,2024-04-21
AFF-001073,PLAYER474,DS-EDGE-MODULE,Controller-Module,0.76,WISHLIST_ACTIVITY,2024-05-16
AFF-001074,PLAYER182,DS-STANDARD,Controller-Standard,0.68,RECENT_STORE_VIEWS,2024-04-26
AFF-001075,PLAYER981,DS-LIMITED,Controller,0.66,WISHLIST_ACTIVITY,2024-04-22
AFF-001076,PLAYER857,DS-EDGE,Controller,0.70,PAST_PURCHASES,2024-05-20
AFF-001077,PLAYER290,DS-LIMITED,Controller-Premium,0.77,PAST_PURCHASES,2024-04-14
AFF-001078,PLAYER858,DS-STANDARD,Controller-Standard,0.82,RECENT_STORE_VIEWS,2024-04-15
AFF-001079,PLAYER966,DS-EDGE,Controller,0.42,SESSION_PATTERN,2024-05-08
AFF-001080,PLAYER989,DS-STANDARD,Controller-Standard,0.62,SESSION_PATTERN,2024-05-26
AFF-001081,PLAYER625,DS-STANDARD,Controller-Standard,0.41,SESSION_PATTERN,2024-06-04
AFF-001082,PLAYER749,DS-EDGE-MODULE,Controller,0.40,PAST_PURCHASES,2024-04-24
AFF-001083,PLAYER232,DS-LIMITED,Controller,0.27,PAST_PURCHASES,2024-04-08
AFF-001084,PLAYER287,DS-STANDARD,Controller-Standard,0.49,PAST_PURCHASES,2024-04-14
AFF-001085,PLAYER675,DS-EDGE,Controller,0.94,SESSION_PATTERN,2024-04-17
AFF-001086,PLAYER160,DS-EDGE,Controller,0.29,SESSION_PATTERN,2024-06-03
AFF-001087,PLAYER449,DS-EDGE-MODULE,Controller,0.54,PAST_PURCHASES,2024-04-30
AFF-001088,PLAYER208,DS-LIMITED,Controller,0.71,RECENT_STORE_VIEWS,2024-05-06
AFF-001089,PLAYER786,DS-EDGE-MODULE,Controller-Module,0.74,PAST_PURCHASES,2024-05-29
AFF-001090,PLAYER487,DS-EDGE,Controller,0.85,PAST_PURCHASES,2024-04-10
AFF-001091,PLAYER664,DS-STANDARD,Controller-Standard,0.65,RECENT_STORE_VIEWS,2024-05-29
AFF-001092,PLAYER763,DS-EDGE,Controller,0.38,RECENT_STORE_VIEWS,2024-06-02
AFF-001093,PLAYER843,DS-EDGE,Controller,0.72,SESSION_PATTERN,2024-05-15
