External_Entitlement_ID__c,Player_ID__c,Entitlement_Type__c,Eligible_Product_ProductCode,Promotional_Price__c,Entitlement_Source__c,Valid_From__c,Valid_To__c,Is_Active__c
ENT-000214,PLAYER440,FIRMWARE_ONLY,,,WARRANTY,2024-01-01,2025-12-31,true
ENT-000215,PLAYER031,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000216,PLAYER204,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000217,PLAYER823,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000218,PLAYER843,FREE_REPLACEMENT,DS-STANDARD,0.00,WARRANTY,2024-01-01,2025-12-31,true
ENT-000219,PLAYER945,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000220,PLAYER843,DISCOUNTED_UPGRADE,DS-EDGE,49.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000221,PLAYER247,FREE_REPLACEMENT,DS-STANDARD,0.00,PROMOTION,2024-01-01,2025-12-31,true
ENT-000222,PLAYER875,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000223,PLAYER273,FIRMWARE_ONLY,,,WARRANTY,2024-01-01,2025-12-31,true
ENT-000224,PLAYER103,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000225,PLAYER815,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000226,PLAYER603,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000227,PLAYER039,DISCOUNTED_UPGRADE,DS-LIMITED,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000228,PLAYER242,DISCOUNTED_UPGRADE,DS-LIMITED,49.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000229,PLAYER577,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000230,PLAYER256,DISCOUNTED_UPGRADE,DS-EDGE,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000231,PLAYER262,FREE_REPLACEMENT,DS-STANDARD,0.00,PROMOTION,2024-01-01,2025-12-31,true
ENT-000232,PLAYER039,FREE_REPLACEMENT,DS-STANDARD,0.00,WARRANTY,2024-01-01,2025-12-31,true
ENT-000233,PLAYER663,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000234,PLAYER230,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000235,PLAYER450,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000236,PLAYER618,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000237,PLAYER979,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000238,PLAYER497,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000239,PLAYER585,DISCOUNTED_UPGRADE,DS-STANDARD,79.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000240,PLAYER448,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000241,PLAYER583,DISCOUNTED_UPGRADE,DS-LIMITED,129.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000242,PLAYER069,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000243,PLAYER143,DISCOUNTED_UPGRADE,DS-EDGE,49.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000244,PLAYER472,DISCOUNTED_UPGRADE,DS-LIMITED,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000245,PLAYER092,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000246,PLAYER057,DISCOUNTED_UPGRADE,DS-LIMITED,49.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000247,PLAYER823,FIRMWARE_ONLY,,,WARRANTY,2024-01-01,2025-12-31,true
ENT-000248,PLAYER098,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000249,PLAYER967,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000250,PLAYER719,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000251,PLAYER1000,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000252,PLAYER986,DISCOUNTED_UPGRADE,DS-LIMITED,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000253,PLAYER521,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000254,PLAYER312,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000255,PLAYER970,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000256,PLAYER383,DISCOUNTED_UPGRADE,DS-STANDARD,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000257,PLAYER832,DISCOUNTED_UPGRADE,DS-EDGE,49.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000258,PLAYER486,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000259,PLAYER863,DISCOUNTED_UPGRADE,DS-EDGE,49.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000260,PLAYER610,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000261,PLAYER524,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000262,PLAYER687,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000263,PLAYER574,DISCOUNTED_UPGRADE,DS-EDGE,129.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000264,PLAYER966,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000265,PLAYER603,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000266,PLAYER927,DISCOUNTED_UPGRADE,DS-LIMITED,129.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000267,PLAYER364,FIRMWARE_ONLY,,,WARRANTY,2024-01-01,2025-12-31,true
ENT-000268,PLAYER922,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000269,PLAYER691,FREE_REPLACEMENT,DS-STANDARD,0.00,PROMOTION,2024-01-01,2025-12-31,true
ENT-000270,PLAYER567,DISCOUNTED_UPGRADE,DS-EDGE,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000271,PLAYER110,FREE_REPLACEMENT,DS-STANDARD,0.00,WARRANTY,2024-01-01,2025-12-31,true
ENT-000272,PLAYER595,FREE_REPLACEMENT,DS-STANDARD,0.00,PROMOTION,2024-01-01,2025-12-31,true
ENT-000273,PLAYER687,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000274,PLAYER408,DISCOUNTED_UPGRADE,DS-LIMITED,49.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000275,PLAYER949,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000276,PLAYER386,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000277,PLAYER272,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000278,PLAYER524,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000279,PLAYER012,DISCOUNTED_UPGRADE,DS-LIMITED,109.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000280,PLAYER396,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000281,PLAYER164,FREE_REPLACEMENT,DS-STANDARD,0.00,WARRANTY,2024-01-01,2025-12-31,true
ENT-000282,PLAYER594,DISCOUNTED_UPGRADE,DS-LIMITED,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000283,PLAYER556,DISCOUNTED_UPGRADE,DS-STANDARD,79.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000284,PLAYER548,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-000285,PLAYER514,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000286,PLAYER629,DISCOUNTED_UPGRADE,DS-EDGE,79.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000287,PLAYER405,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000288,PLAYER590,DISCOUNTED_UPGRADE,DS-EDGE,49.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000289,PLAYER854,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000290,PLAYER092,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000291,PLAYER076,DISCOUNTED_UPGRADE,DS-STANDARD,79.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000292,PLAYER678,DISCOUNTED_UPGRADE,DS-LIMITED,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000293,PLAYER732,DISCOUNTED_UPGRADE,DS-STANDARD,79.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000294,PLAYER737,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000295,PLAYER255,FIRMWARE_ONLY,,,WARRANTY,2024-01-01,2025-12-31,true
ENT-000296,PLAYER329,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000297,PLAYER799,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000298,PLAYER769,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000299,PLAYER632,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000300,PLAYER440,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000301,PLAYER894,DISCOUNTED_UPGRADE,DS-LIMITED,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000302,PLAYER029,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000303,PLAYER774,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000304,PLAYER265,DISCOUNTED_UPGRADE,DS-LIMITED,49.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000305,PLAYER473,FREE_REPLACEMENT,DS-STANDARD,0.00,LOYALTY,2024-01-01,2025-12-31,true
ENT-000306,PLAYER100,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000307,PLAYER424,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000308,PLAYER190,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000309,PLAYER560,DISCOUNTED_UPGRADE,DS-LIMITED,79.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000310,PLAYER999,DISCOUNTED_UPGRADE,DS-LIMITED,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000311,PLAYER953,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000312,PLAYER349,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000313,PLAYER128,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-000314,PLAYER614,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000315,PLAYER253,FIRMWARE_ONLY,,,WARRANTY,2024-01-01,2025-12-31,true
ENT-000316,PLAYER911,DISCOUNTED_UPGRADE,DS-EDGE,49.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000317,PLAYER486,DISCOUNTED_UPGRADE,DS-EDGE,49.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000318,PLAYER853,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-000319,PLAYER827,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000320,PLAYER255,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-000321,PLAYER664,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000322,PLAYER382,DISCOUNTED_UPGRADE,DS-EDGE,129.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000323,PLAYER051,DISCOUNTED_UPGRADE,DS-LIMITED,109.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000324,PLAYER306,DISCOUNTED_UPGRADE,DS-LIMITED,109.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000325,PLAYER049,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000326,PLAYER886,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-000327,PLAYER883,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000328,PLAYER052,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000329,PLAYER015,DISCOUNTED_UPGRADE,DS-EDGE,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000330,PLAYER886,FIRMWARE_ONLY,,,WARRANTY,2024-01-01,2025-12-31,true
ENT-000331,PLAYER349,DISCOUNTED_UPGRADE,DS-LIMITED,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000332,PLAYER787,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000333,PLAYER825,FREE_REPLACEMENT,DS-STANDARD,0.00,WARRANTY,2024-01-01,2025-12-31,true
ENT-000334,PLAYER134,DISCOUNTED_UPGRADE,DS-EDGE,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000335,PLAYER897,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000336,PLAYER803,DISCOUNTED_UPGRADE,DS-LIMITED,79.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000337,PLAYER345,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000338,PLAYER297,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000339,PLAYER343,FIRMWARE_ONLY,,,WARRANTY,2024-01-01,2025-12-31,true
ENT-000340,PLAYER235,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000341,PLAYER877,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000342,PLAYER156,FIRMWARE_ONLY,,,WARRANTY,2024-01-01,2025-12-31,true
ENT-000343,PLAYER439,DISCOUNTED_UPGRADE,DS-EDGE,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000344,PLAYER411,FIRMWARE_ONLY,,,WARRANTY,2024-01-01,2025-12-31,true
ENT-000345,PLAYER628,DISCOUNTED_UPGRADE,DS-EDGE,49.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000346,PLAYER081,DISCOUNTED_UPGRADE,DS-EDGE,49.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000347,PLAYER382,FREE_REPLACEMENT,DS-STANDARD,0.00,PROMOTION,2024-01-01,2025-12-31,true
ENT-000348,PLAYER835,DISCOUNTED_UPGRADE,DS-LIMITED,129.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000349,PLAYER007,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000350,PLAYER529,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000351,PLAYER493,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000352,PLAYER178,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000353,PLAYER457,DISCOUNTED_UPGRADE,DS-LIMITED,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000354,PLAYER874,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000355,PLAYER151,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000356,PLAYER542,DISCOUNTED_UPGRADE,DS-LIMITED,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000357,PLAYER234,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000358,PLAYER603,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000359,PLAYER359,FREE_REPLACEMENT,DS-STANDARD,0.00,PROMOTION,2024-01-01,2025-12-31,true
ENT-000360,PLAYER173,FIRMWARE_ONLY,,,WARRANTY,2024-01-01,2025-12-31,true
ENT-000361,PLAYER971,FIRMWARE_ONLY,,,WARRANTY,2024-01-01,2025-12-31,true
ENT-000362,PLAYER131,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000363,PLAYER688,DISCOUNTED_UPGRADE,DS-LIMITED,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000364,PLAYER371,FREE_REPLACEMENT,DS-STANDARD,0.00,WARRANTY,2024-01-01,2025-12-31,true
ENT-000365,PLAYER049,DISCOUNTED_UPGRADE,DS-LIMITED,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000366,PLAYER313,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000367,PLAYER758,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000368,PLAYER866,DISCOUNTED_UPGRADE,DS-STANDARD,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000369,PLAYER158,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000370,PLAYER963,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000371,PLAYER462,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000372,PLAYER681,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000373,PLAYER661,DISCOUNTED_UPGRADE,DS-EDGE,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000374,PLAYER197,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000375,PLAYER920,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000376,PLAYER556,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000377,PLAYER847,DISCOUNTED_UPGRADE,DS-EDGE,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000378,PLAYER396,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000379,PLAYER812,DISCOUNTED_UPGRADE,DS-EDGE,79.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000380,PLAYER640,DISCOUNTED_UPGRADE,DS-EDGE,79.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000381,PLAYER013,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-000382,PLAYER807,FREE_REPLACEMENT,DS-STANDARD,0.00,LOYALTY,2024-01-01,2025-12-31,true
ENT-000383,PLAYER528,FIRMWARE_ONLY,,,WARRANTY,2024-01-01,2025-12-31,true
ENT-000384,PLAYER452,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000385,PLAYER354,DISCOUNTED_UPGRADE,DS-EDGE,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000386,PLAYER939,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000387,PLAYER055,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000388,PLAYER068,DISCOUNTED_UPGRADE,DS-LIMITED,79.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000389,PLAYER722,FREE_REPLACEMENT,DS-STANDARD,0.00,LOYALTY,2024-01-01,2025-12-31,true
ENT-000390,PLAYER016,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-000391,PLAYER774,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000392,PLAYER550,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000393,PLAYER753,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000394,PLAYER614,DISCOUNTED_UPGRADE,DS-EDGE,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000395,PLAYER593,DISCOUNTED_UPGRADE,DS-EDGE,49.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000396,PLAYER860,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000397,PLAYER698,FIRMWARE_ONLY,,,WARRANTY,2024-01-01,2025-12-31,true
ENT-000398,PLAYER239,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000399,PLAYER259,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000400,PLAYER927,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-000401,PLAYER665,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000402,PLAYER534,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000403,PLAYER812,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000404,PLAYER676,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000405,PLAYER402,DISCOUNTED_UPGRADE,DS-LIMITED,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000406,PLAYER530,DISCOUNTED_UPGRADE,DS-LIMITED,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000407,PLAYER150,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000408,PLAYER016,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000409,PLAYER911,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000410,PLAYER535,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000411,PLAYER118,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000412,PLAYER396,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000413,PLAYER012,DISCOUNTED_UPGRADE,DS-EDGE,79.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000414,PLAYER393,FREE_REPLACEMENT,DS-STANDARD,0.00,WARRANTY,2024-01-01,2025-12-31,true
ENT-000415,PLAYER064,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000416,PLAYER241,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000417,PLAYER967,DISCOUNTED_UPGRADE,DS-LIMITED,49.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000418,PLAYER283,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-000419,PLAYER657,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000420,PLAYER419,FREE_REPLACEMENT,DS-STANDARD,0.00,PROMOTION,2024-01-01,2025-12-31,true
ENT-000421,PLAYER324,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000422,PLAYER204,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000423,PLAYER792,DISCOUNTED_UPGRADE,DS-EDGE,129.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000424,PLAYER004,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000425,PLAYER837,DISCOUNTED_UPGRADE,DS-EDGE,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000426,PLAYER855,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000427,PLAYER925,FIRMWARE_ONLY,,,WARRANTY,2024-01-01,2025-12-31,true
ENT-000428,PLAYER444,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000429,PLAYER076,DISCOUNTED_UPGRADE,DS-LIMITED,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000430,PLAYER307,DISCOUNTED_UPGRADE,DS-LIMITED,49.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000431,PLAYER861,DISCOUNTED_UPGRADE,DS-EDGE,49.99,WARRANTY,2024-01-01,2025-12-31,true
