External_Controller_ID__c,Name,SerialNumber,ProductCode,Player_ID__c,PurchaseDate,InstallDate,Warranty_Months__c,Warranty_Expiry_Date__c,Warranty_Status__c,Status
CTRL-0155,DualSense Wireless Controller,ZCT2E-T9996153,DS-STANDARD,PLAYER138,2023-02-27,2023-03-01,12,2024-02-27,OUT_OF_WARRANTY,Purchased
CTRL-0156,DualSense Wireless Controller,ZCT2E-S4679813,DS-STANDARD,PLAYER139,2022-04-27,2022-05-08,12,2023-04-27,OUT_OF_WARRANTY,Purchased
CTRL-0157,DualSense Wireless Controller,ZCT1W-G1287807,DS-STANDARD,PLAYER140,2023-08-29,2023-09-28,12,2024-08-28,IN_WARRANTY,Purchased
CTRL-0158,DualSense Wireless Controller,ZCT1W-D1999542,DS-STANDARD,PLAYER141,2023-01-10,2023-02-06,12,2024-01-10,OUT_OF_WARRANTY,Purchased
CTRL-0159,DualSense Wireless Controller,ZCT1W-K8724035,DS-STANDARD,PLAYER142,2023-05-13,2023-05-20,12,2024-05-12,OUT_OF_WARRANTY,Purchased
CTRL-0160,DualSense Wireless Controller,ZCT1W-H1937270,DS-STANDARD,PLAYER143,2021-08-29,2021-09-28,12,2022-08-29,OUT_OF_WARRANTY,Purchased
CTRL-0161,DualSense Wireless Controller,ZCT1W-N1442027,DS-STANDARD,PLAYER144,2023-05-20,2023-05-31,12,2024-05-19,OUT_OF_WARRANTY,Purchased
CTRL-0162,DualSense Wireless Controller,ZCT1W-D2237660,DS-STANDARD,PLAYER144,2021-11-20,2021-11-20,12,2022-11-20,OUT_OF_WARRANTY,Purchased
CTRL-0163,DualSense Limited Edition Controller,ZCT1W-M3370243,DS-LIMITED,PLAYER145,2021-06-07,2021-06-07,12,2022-06-07,OUT_OF_WARRANTY,Purchased
CTRL-0164,DualSense Wireless Controller,ZCT2E-E4060575,DS-STANDARD,PLAYER146,2021-10-14,2021-11-06,12,2022-10-14,OUT_OF_WARRANTY,Purchased
CTRL-0165,DualSense Wireless Controller,ZCT2E-R7904201,DS-STANDARD,PLAYER147,2023-06-29,2023-07-24,12,2024-06-28,IN_WARRANTY,Purchased
CTRL-0166,DualSense Wireless Controller,ZCT1W-K2866744,DS-STANDARD,PLAYER147,2021-03-07,2021-03-26,12,2022-03-07,OUT_OF_WARRANTY,Purchased
CTRL-0167,DualSense Limited Edition Controller,ZCT1W-S3690206,DS-LIMITED,PLAYER148,2023-05-18,2023-06-08,12,2024-05-17,OUT_OF_WARRANTY,Purchased
CTRL-0168,DualSense Wireless Controller,ZCT2E-T5329433,DS-STANDARD,PLAYER149,2023-10-25,2023-11-03,12,2024-10-24,IN_WARRANTY,Purchased
CTRL-0169,DualSense Wireless Controller,ZCT1W-P3630678,DS-STANDARD,PLAYER150,2021-07-08,2021-07-24,12,2022-07-08,OUT_OF_WARRANTY,Purchased
CTRL-0170,DualSense Wireless Controller,ZCT2E-E4554492,DS-STANDARD,PLAYER151,2021-04-25,2021-05-02,12,2022-04-25,OUT_OF_WARRANTY,Purchased
CTRL-0171,DualSense Wireless Controller,ZCT2E-F2295356,DS-STANDARD,PLAYER151,2023-08-18,2023-09-02,12,2024-08-17,IN_WARRANTY,Purchased
CTRL-0172,DualSense Wireless Controller,ZCT2E-W7796448,DS-STANDARD,PLAYER152,2021-12-04,2021-12-05,12,2022-12-04,OUT_OF_WARRANTY,Purchased
CTRL-0173,DualSense Wireless Controller,ZCT2E-W8117262,DS-STANDARD,PLAYER153,2021-08-11,2021-08-14,12,2022-08-11,OUT_OF_WARRANTY,Purchased
CTRL-0174,DualSense Limited Edition Controller,ZCT1W-M6628280,DS-LIMITED,PLAYER154,2022-08-01,2022-08-06,12,2023-08-01,OUT_OF_WARRANTY,Purchased
CTRL-0175,DualSense Wireless Controller,ZCT1W-C4555258,DS-STANDARD,PLAYER155,2022-09-26,2022-10-02,12,2023-09-26,OUT_OF_WARRANTY,Purchased
CTRL-0176,DualSense Wireless Controller,ZCT1W-W1543024,DS-STANDARD,PLAYER156,2021-06-24,2021-07-12,12,2022-06-24,OUT_OF_WARRANTY,Purchased
CTRL-0177,DualSense Limited Edition Controller,ZCT1W-U9116934,DS-LIMITED,PLAYER157,2022-10-07,2022-10-09,12,2023-10-07,OUT_OF_WARRANTY,Purchased
CTRL-0178,DualSense Wireless Controller,ZCT2E-A6983579,DS-STANDARD,PLAYER158,2023-03-27,2023-04-12,12,2024-03-26,OUT_OF_WARRANTY,Purchased
CTRL-0179,DualSense Wireless Controller,ZCT1W-L7553873,DS-STANDARD,PLAYER159,2021-09-23,2021-10-15,12,2022-09-23,OUT_OF_WARRANTY,Purchased
CTRL-0180,DualSense Wireless Controller,ZCT1W-L7833134,DS-STANDARD,PLAYER160,2023-10-29,2023-11-01,12,2024-10-28,IN_WARRANTY,Purchased
CTRL-0181,DualSense Edge Wireless Controller,ZCT1W-A7410771,DS-EDGE,PLAYER161,2023-09-04,2023-09-22,12,2024-09-03,IN_WARRANTY,Purchased
CTRL-0182,DualSense Edge Wireless Controller,ZCT1W-K3704873,DS-EDGE,PLAYER162,2021-11-07,2021-11-28,12,2022-11-07,OUT_OF_WARRANTY,Purchased
CTRL-0183,DualSense Wireless Controller,ZCT2E-C2565160,DS-STANDARD,PLAYER163,2022-04-20,2022-05-18,12,2023-04-20,OUT_OF_WARRANTY,Purchased
CTRL-0184,DualSense Wireless Controller,ZCT1W-X3363282,DS-STANDARD,PLAYER164,2021-11-26,2021-12-26,12,2022-11-26,OUT_OF_WARRANTY,Purchased
CTRL-0185,DualSense Wireless Controller,ZCT2E-Q3201130,DS-STANDARD,PLAYER165,2023-01-08,2023-01-27,12,2024-01-08,OUT_OF_WARRANTY,Purchased
CTRL-0186,DualSense Wireless Controller,ZCT2E-B7503423,DS-STANDARD,PLAYER166,2021-06-03,2021-07-03,12,2022-06-03,OUT_OF_WARRANTY,Purchased
CTRL-0187,DualSense Wireless Controller,ZCT1W-U9347047,DS-STANDARD,PLAYER167,2021-01-31,2021-02-04,12,2022-01-31,OUT_OF_WARRANTY,Purchased
CTRL-0188,DualSense Wireless Controller,ZCT2E-T2462431,DS-STANDARD,PLAYER168,2023-07-21,2023-07-31,12,2024-07-20,IN_WARRANTY,Purchased
CTRL-0189,DualSense Limited Edition Controller,ZCT1W-K3709058,DS-LIMITED,PLAYER169,2023-01-15,2023-01-26,12,2024-01-15,OUT_OF_WARRANTY,Purchased
CTRL-0190,DualSense Wireless Controller,ZCT1W-C4006246,DS-STANDARD,PLAYER169,2023-08-02,2023-08-10,12,2024-08-01,IN_WARRANTY,Purchased
CTRL-0191,DualSense Wireless Controller,ZCT2E-J8416290,DS-STANDARD,PLAYER170,2021-10-15,2021-11-14,12,2022-10-15,OUT_OF_WARRANTY,Purchased
CTRL-0192,DualSense Limited Edition Controller,ZCT1W-U9191626,DS-LIMITED,PLAYER171,2022-08-11,2022-08-23,12,2023-08-11,OUT_OF_WARRANTY,Purchased
CTRL-0193,DualSense Wireless Controller,ZCT2E-V3163996,DS-STANDARD,PLAYER172,2023-11-16,2023-12-13,12,2024-11-15,IN_WARRANTY,Purchased
CTRL-0194,DualSense Wireless Controller,ZCT2E-M2400738,DS-STANDARD,PLAYER173,2023-11-03,2023-11-17,12,2024-11-02,IN_WARRANTY,Purchased
CTRL-0195,DualSense Wireless Controller,ZCT2E-X1715977,DS-STANDARD,PLAYER174,2021-04-27,2021-05-20,12,2022-04-27,OUT_OF_WARRANTY,Purchased
CTRL-0196,DualSense Wireless Controller,ZCT1W-T1133260,DS-STANDARD,PLAYER175,2021-08-04,2021-08-13,12,2022-08-04,OUT_OF_WARRANTY,Purchased
CTRL-0197,DualSense Wireless Controller,ZCT2E-F7698813,DS-STANDARD,PLAYER176,2022-04-02,2022-04-14,12,2023-04-02,OUT_OF_WARRANTY,Purchased
CTRL-0198,DualSense Wireless Controller,ZCT2E-X2568722,DS-STANDARD,PLAYER177,2023-08-18,2023-09-07,12,2024-08-17,IN_WARRANTY,Purchased
CTRL-0199,DualSense Wireless Controller,ZCT2E-D2439863,DS-STANDARD,PLAYER177,2021-08-10,2021-09-08,12,2022-08-10,OUT_OF_WARRANTY,Purchased
CTRL-0200,DualSense Wireless Controller,ZCT2E-P4346568,DS-STANDARD,PLAYER178,2021-05-13,2021-05-23,12,2022-05-13,OUT_OF_WARRANTY,Purchased
CTRL-0201,DualSense Wireless Controller,ZCT2E-V9158676,DS-STANDARD,PLAYER179,2023-09-03,2023-09-06,12,2024-09-02,IN_WARRANTY,Purchased
CTRL-0202,DualSense Wireless Controller,ZCT2E-Q1642271,DS-STANDARD,PLAYER179,2023-08-21,2023-08-25,12,2024-08-20,IN_WARRANTY,Purchased
CTRL-0203,DualSense Wireless Controller,ZCT1W-L1525516,DS-STANDARD,PLAYER180,2023-02-18,2023-02-19,12,2024-02-18,OUT_OF_WARRANTY,Purchased
CTRL-0204,DualSense Wireless Controller,ZCT2E-P8942495,DS-STANDARD,PLAYER181,2022-03-10,2022-04-06,12,2023-03-10,OUT_OF_WARRANTY,Purchased
CTRL-0205,DualSense Wireless Controller,ZCT1W-X8095426,DS-STANDARD,PLAYER182,2021-12-27,2021-12-29,12,2022-12-27,OUT_OF_WARRANTY,Purchased
CTRL-0206,DualSense Wireless Controller,ZCT1W-C5595368,DS-STANDARD,PLAYER183,2022-09-03,2022-09-30,12,2023-09-03,OUT_OF_WARRANTY,Purchased
CTRL-0207,DualSense Wireless Controller,ZCT2E-P9804312,DS-STANDARD,PLAYER184,2022-06-16,2022-06-21,12,2023-06-16,OUT_OF_WARRANTY,Purchased
CTRL-0208,DualSense Wireless Controller,ZCT1W-C8189612,DS-STANDARD,PLAYER185,2022-09-01,2022-09-06,12,2023-09-01,OUT_OF_WARRANTY,Purchased
CTRL-0209,DualSense Wireless Controller,ZCT1W-M8031349,DS-STANDARD,PLAYER186,2024-01-02,2024-01-24,12,2025-01-01,IN_WARRANTY,Purchased
CTRL-0210,DualSense Wireless Controller,ZCT1W-P6950750,DS-STANDARD,PLAYER187,2023-03-08,2023-04-03,12,2024-03-07,OUT_OF_WARRANTY,Purchased
CTRL-0211,DualSense Limited Edition Controller,ZCT1W-T4331283,DS-LIMITED,PLAYER188,2021-10-24,2021-11-03,12,2022-10-24,OUT_OF_WARRANTY,Purchased
CTRL-0212,DualSense Wireless Controller,ZCT2E-A3525076,DS-STANDARD,PLAYER189,2021-10-30,2021-11-14,12,2022-10-30,OUT_OF_WARRANTY,Purchased
CTRL-0213,DualSense Wireless Controller,ZCT2E-D7818036,DS-STANDARD,PLAYER190,2021-01-08,2021-01-22,12,2022-01-08,OUT_OF_WARRANTY,Purchased
CTRL-0214,DualSense Wireless Controller,ZCT1W-W8538483,DS-STANDARD,PLAYER191,2021-07-19,2021-07-20,12,2022-07-19,OUT_OF_WARRANTY,Purchased
CTRL-0215,DualSense Edge Wireless Controller,ZCT1W-G8049385,DS-EDGE,PLAYER192,2021-12-07,2021-12-26,12,2022-12-07,OUT_OF_WARRANTY,Purchased
CTRL-0216,DualSense Wireless Controller,ZCT2E-G6839906,DS-STANDARD,PLAYER193,2022-01-27,2022-02-17,12,2023-01-27,OUT_OF_WARRANTY,Purchased
CTRL-0217,DualSense Limited Edition Controller,ZCT1W-M7103458,DS-LIMITED,PLAYER194,2022-09-21,2022-10-07,12,2023-09-21,OUT_OF_WARRANTY,Purchased
CTRL-0218,DualSense Wireless Controller,ZCT1W-R8650368,DS-STANDARD,PLAYER195,2022-12-22,2023-01-02,12,2023-12-22,OUT_OF_WARRANTY,Purchased
CTRL-0219,DualSense Wireless Controller,ZCT2E-S6634235,DS-STANDARD,PLAYER196,2021-12-27,2022-01-10,12,2022-12-27,OUT_OF_WARRANTY,Purchased
CTRL-0220,DualSense Wireless Controller,ZCT2E-M3967808,DS-STANDARD,PLAYER197,2021-11-30,2021-12-17,12,2022-11-30,OUT_OF_WARRANTY,Purchased
CTRL-0221,DualSense Wireless Controller,ZCT2E-N5781975,DS-STANDARD,PLAYER197,2023-06-15,2023-07-05,12,2024-06-14,IN_WARRANTY,Purchased
CTRL-0222,DualSense Wireless Controller,ZCT2E-V2664720,DS-STANDARD,PLAYER198,2021-08-01,2021-08-03,12,2022-08-01,OUT_OF_WARRANTY,Purchased
CTRL-0223,DualSense Wireless Controller,ZCT1W-V7900127,DS-STANDARD,PLAYER199,2021-07-24,2021-08-13,12,2022-07-24,OUT_OF_WARRANTY,Purchased
CTRL-0224,DualSense Edge Wireless Controller,ZCT2E-S1547533,DS-EDGE,PLAYER200,2022-08-17,2022-09-13,12,2023-08-17,OUT_OF_WARRANTY,Purchased
CTRL-0225,DualSense Wireless Controller,ZCT2E-G4739295,DS-STANDARD,PLAYER201,2023-02-20,2023-02-23,12,2024-02-20,OUT_OF_WARRANTY,Purchased
CTRL-0226,DualSense Wireless Controller,ZCT1W-R3087766,DS-STANDARD,PLAYER202,2023-08-09,2023-08-22,12,2024-08-08,IN_WARRANTY,Purchased
CTRL-0227,DualSense Wireless Controller,ZCT2E-A7285479,DS-STANDARD,PLAYER203,2023-11-06,2023-11-15,12,2024-11-05,IN_WARRANTY,Purchased
CTRL-0228,DualSense Edge Wireless Controller,ZCT2E-X5437558,DS-EDGE,PLAYER204,2022-09-22,2022-10-18,12,2023-09-22,OUT_OF_WARRANTY,Purchased
CTRL-0229,DualSense Edge Wireless Controller,ZCT2E-X5052611,DS-EDGE,PLAYER204,2023-04-30,2023-05-01,12,2024-04-29,OUT_OF_WARRANTY,Purchased
CTRL-0230,DualSense Wireless Controller,ZCT1W-A3573211,DS-STANDARD,PLAYER205,2023-11-29,2023-12-25,12,2024-11-28,IN_WARRANTY,Purchased
CTRL-0231,DualSense Wireless Controller,ZCT2E-L3859017,DS-STANDARD,PLAYER206,2023-05-31,2023-06-07,12,2024-05-30,OUT_OF_WARRANTY,Purchased
CTRL-0232,DualSense Wireless Controller,ZCT2E-G7598776,DS-STANDARD,PLAYER207,2023-05-29,2023-06-02,12,2024-05-28,OUT_OF_WARRANTY,Purchased
CTRL-0233,DualSense Wireless Controller,ZCT2E-F7763214,DS-STANDARD,PLAYER208,2023-11-26,2023-12-01,12,2024-11-25,IN_WARRANTY,Purchased
CTRL-0234,DualSense Wireless Controller,ZCT2E-H2670640,DS-STANDARD,PLAYER209,2021-09-16,2021-10-02,12,2022-09-16,OUT_OF_WARRANTY,Purchased
CTRL-0235,DualSense Wireless Controller,ZCT1W-W7576872,DS-STANDARD,PLAYER210,2022-06-17,2022-07-13,12,2023-06-17,OUT_OF_WARRANTY,Purchased
CTRL-0236,DualSense Wireless Controller,ZCT1W-L4418568,DS-STANDARD,PLAYER211,2021-02-22,2021-03-07,12,2022-02-22,OUT_OF_WARRANTY,Purchased
CTRL-0237,DualSense Limited Edition Controller,ZCT1W-W3567729,DS-LIMITED,PLAYER212,2021-06-11,2021-06-29,12,2022-06-11,OUT_OF_WARRANTY,Purchased
CTRL-0238,DualSense Wireless Controller,ZCT2E-A3190232,DS-STANDARD,PLAYER213,2023-01-04,2023-01-09,12,2024-01-04,OUT_OF_WARRANTY,Purchased
CTRL-0239,DualSense Wireless Controller,ZCT1W-W4720435,DS-STANDARD,PLAYER214,2024-01-02,2024-01-28,12,2025-01-01,IN_WARRANTY,Purchased
CTRL-0240,DualSense Wireless Controller,ZCT1W-N5370124,DS-STANDARD,PLAYER215,2022-07-18,2022-07-20,12,2023-07-18,OUT_OF_WARRANTY,Purchased
CTRL-0241,DualSense Edge Wireless Controller,ZCT1W-W1388238,DS-EDGE,PLAYER216,2021-07-31,2021-08-03,12,2022-07-31,OUT_OF_WARRANTY,Purchased
CTRL-0242,DualSense Wireless Controller,ZCT2E-V3058301,DS-STANDARD,PLAYER217,2022-08-02,2022-08-10,12,2023-08-02,OUT_OF_WARRANTY,Purchased
CTRL-0243,DualSense Edge Wireless Controller,ZCT1W-C2298244,DS-EDGE,PLAYER218,2023-10-10,2023-11-06,12,2024-10-09,IN_WARRANTY,Purchased
CTRL-0244,DualSense Wireless Controller,ZCT2E-G7556539,DS-STANDARD,PLAYER219,2021-02-14,2021-02-27,12,2022-02-14,OUT_OF_WARRANTY,Purchased
CTRL-0245,DualSense Wireless Controller,ZCT1W-R2280314,DS-STANDARD,PLAYER220,2023-05-10,2023-05-22,12,2024-05-09,OUT_OF_WARRANTY,Purchased
CTRL-0246,DualSense Wireless Controller,ZCT2E-W8564486,DS-STANDARD,PLAYER221,2022-01-04,2022-01-13,12,2023-01-04,OUT_OF_WARRANTY,Purchased
CTRL-0247,DualSense Wireless Controller,ZCT1W-F1527651,DS-STANDARD,PLAYER221,2022-12-04,2022-12-15,12,2023-12-04,OUT_OF_WARRANTY,Purchased
CTRL-0248,DualSense Wireless Controller,ZCT2E-V1084130,DS-STANDARD,PLAYER222,2022-06-06,2022-07-05,12,2023-06-06,OUT_OF_WARRANTY,Purchased
CTRL-0249,DualSense Wireless Controller,ZCT1W-G1495854,DS-STANDARD,PLAYER223,2023-11-27,2023-12-13,12,2024-11-26,IN_WARRANTY,Purchased
CTRL-0250,DualSense Wireless Controller,ZCT1W-G7121849,DS-STANDARD,PLAYER224,2022-03-21,2022-03-21,12,2023-03-21,OUT_OF_WARRANTY,Purchased
CTRL-0251,DualSense Wireless Controller,ZCT2E-E4686979,DS-STANDARD,PLAYER225,2021-09-17,2021-09-25,12,2022-09-17,OUT_OF_WARRANTY,Purchased
CTRL-0252,DualSense Wireless Controller,ZCT2E-R4342651,DS-STANDARD,PLAYER226,2022-12-15,2023-01-06,12,2023-12-15,OUT_OF_WARRANTY,Purchased
CTRL-0253,DualSense Wireless Controller,ZCT2E-Q9318172,DS-STANDARD,PLAYER227,2023-03-31,2023-04-29,12,2024-03-30,OUT_OF_WARRANTY,Purchased
CTRL-0254,DualSense Wireless Controller,ZCT1W-J3901779,DS-STANDARD,PLAYER228,2022-07-30,2022-08-29,12,2023-07-30,OUT_OF_WARRANTY,Purchased
CTRL-0255,DualSense Wireless Controller,ZCT2E-D6227531,DS-STANDARD,PLAYER229,2022-02-26,2022-03-28,12,2023-02-26,OUT_OF_WARRANTY,Purchased
CTRL-0256,DualSense Wireless Controller,ZCT2E-P8485284,DS-STANDARD,PLAYER230,2022-07-11,2022-08-06,12,2023-07-11,OUT_OF_WARRANTY,Purchased
CTRL-0257,DualSense Wireless Controller,ZCT2E-V2804542,DS-STANDARD,PLAYER230,2023-05-30,2023-06-05,12,2024-05-29,OUT_OF_WARRANTY,Purchased
CTRL-0258,DualSense Wireless Controller,ZCT2E-M2078208,DS-STANDARD,PLAYER231,2021-03-11,2021-04-10,12,2022-03-11,OUT_OF_WARRANTY,Purchased
CTRL-0259,DualSense Wireless Controller,ZCT2E-U7875441,DS-STANDARD,PLAYER232,2023-12-23,2024-01-03,12,2024-12-22,IN_WARRANTY,Purchased
CTRL-0260,DualSense Edge Wireless Controller,ZCT2E-A2923507,DS-EDGE,PLAYER233,2022-01-04,2022-01-29,12,2023-01-04,OUT_OF_WARRANTY,Purchased
CTRL-0261,DualSense Edge Wireless Controller,ZCT2E-P4119134,DS-EDGE,PLAYER233,2021-05-29,2021-06-04,12,2022-05-29,OUT_OF_WARRANTY,Purchased
CTRL-0262,DualSense Wireless Controller,ZCT2E-M3433361,DS-STANDARD,PLAYER234,2021-09-08,2021-09-08,12,2022-09-08,OUT_OF_WARRANTY,Purchased
CTRL-0263,DualSense Wireless Controller,ZCT2E-A6517512,DS-STANDARD,PLAYER234,2022-10-21,2022-11-18,12,2023-10-21,OUT_OF_WARRANTY,Purchased
CTRL-0264,DualSense Wireless Controller,ZCT1W-T2111241,DS-STANDARD,PLAYER235,2022-03-11,2022-03-27,12,2023-03-11,OUT_OF_WARRANTY,Purchased
CTRL-0265,DualSense Wireless Controller,ZCT1W-D5664879,DS-STANDARD,PLAYER236,2021-06-03,2021-06-21,12,2022-06-03,OUT_OF_WARRANTY,Purchased
CTRL-0266,DualSense Wireless Controller,ZCT2E-X8301537,DS-STANDARD,PLAYER237,2022-10-18,2022-10-24,12,2023-10-18,OUT_OF_WARRANTY,Purchased
CTRL-0267,DualSense Wireless Controller,ZCT1W-B9286841,DS-STANDARD,PLAYER238,2022-07-17,2022-07-30,12,2023-07-17,OUT_OF_WARRANTY,Purchased
CTRL-0268,DualSense Wireless Controller,ZCT1W-D8596473,DS-STANDARD,PLAYER239,2022-11-01,2022-11-19,12,2023-11-01,OUT_OF_WARRANTY,Purchased
CTRL-0269,DualSense Wireless Controller,ZCT2E-H1356829,DS-STANDARD,PLAYER240,2021-01-10,2021-02-08,12,2022-01-10,OUT_OF_WARRANTY,Purchased
CTRL-0270,DualSense Wireless Controller,ZCT2E-K3198789,DS-STANDARD,PLAYER241,2023-04-05,2023-04-06,12,2024-04-04,OUT_OF_WARRANTY,Purchased
CTRL-0271,DualSense Limited Edition Controller,ZCT1W-L1273003,DS-LIMITED,PLAYER242,2021-07-14,2021-08-09,12,2022-07-14,OUT_OF_WARRANTY,Purchased
CTRL-0272,DualSense Wireless Controller,ZCT2E-K5608257,DS-STANDARD,PLAYER243,2022-12-10,2022-12-22,12,2023-12-10,OUT_OF_WARRANTY,Purchased
CTRL-0273,DualSense Wireless Controller,ZCT1W-T6254198,DS-STANDARD,PLAYER243,2021-04-07,2021-04-19,12,2022-04-07,OUT_OF_WARRANTY,Purchased
CTRL-0274,DualSense Wireless Controller,ZCT2E-Q9276815,DS-STANDARD,PLAYER244,2021-09-06,2021-10-02,12,2022-09-06,OUT_OF_WARRANTY,Purchased
CTRL-0275,DualSense Limited Edition Controller,ZCT2E-V2723751,DS-LIMITED,PLAYER244,2021-04-08,2021-05-04,12,2022-04-08,OUT_OF_WARRANTY,Purchased
CTRL-0276,DualSense Wireless Controller,ZCT1W-E2763884,DS-STANDARD,PLAYER245,2023-06-12,2023-06-19,12,2024-06-11,IN_WARRANTY,Purchased
CTRL-0277,DualSense Edge Wireless Controller,ZCT1W-C4207127,DS-EDGE,PLAYER246,2023-01-26,2023-02-21,12,2024-01-26,OUT_OF_WARRANTY,Purchased
CTRL-0278,DualSense Wireless Controller,ZCT1W-B5356836,DS-STANDARD,PLAYER247,2021-03-30,2021-04-02,12,2022-03-30,OUT_OF_WARRANTY,Purchased
CTRL-0279,DualSense Wireless Controller,ZCT1W-K2258998,DS-STANDARD,PLAYER248,2023-02-17,2023-02-25,12,2024-02-17,OUT_OF_WARRANTY,Purchased
CTRL-0280,DualSense Wireless Controller,ZCT1W-E8729158,DS-STANDARD,PLAYER249,2022-10-16,2022-11-12,12,2023-10-16,OUT_OF_WARRANTY,Purchased
CTRL-0281,DualSense Edge Wireless Controller,ZCT1W-U7933921,DS-EDGE,PLAYER250,2023-07-05,2023-07-26,12,2024-07-04,IN_WARRANTY,Purchased
CTRL-0282,DualSense Wireless Controller,ZCT1W-S9851473,DS-STANDARD,PLAYER251,2023-09-06,2023-09-27,12,2024-09-05,IN_WARRANTY,Purchased
CTRL-0283,DualSense Wireless Controller,ZCT2E-J6400776,DS-STANDARD,PLAYER251,2023-09-16,2023-09-23,12,2024-09-15,IN_WARRANTY,Purchased
CTRL-0284,DualSense Wireless Controller,ZCT1W-J5969984,DS-STANDARD,PLAYER252,2022-12-24,2023-01-10,12,2023-12-24,OUT_OF_WARRANTY,Purchased
CTRL-0285,DualSense Wireless Controller,ZCT1W-X4454281,DS-STANDARD,PLAYER253,2021-06-03,2021-06-18,12,2022-06-03,OUT_OF_WARRANTY,Purchased
CTRL-0286,DualSense Wireless Controller,ZCT1W-G1220253,DS-STANDARD,PLAYER254,2023-08-17,2023-09-12,12,2024-08-16,IN_WARRANTY,Purchased
CTRL-0287,DualSense Wireless Controller,ZCT2E-G9181335,DS-STANDARD,PLAYER254,2022-03-04,2022-03-30,12,2023-03-04,OUT_OF_WARRANTY,Purchased
CTRL-0288,DualSense Wireless Controller,ZCT2E-K8617224,DS-STANDARD,PLAYER255,2023-10-31,2023-11-03,12,2024-10-30,IN_WARRANTY,Purchased
CTRL-0289,DualSense Wireless Controller,ZCT1W-H7100930,DS-STANDARD,PLAYER256,2023-07-16,2023-08-12,12,2024-07-15,IN_WARRANTY,Purchased
CTRL-0290,DualSense Edge Wireless Controller,ZCT1W-N4153336,DS-EDGE,PLAYER257,2021-05-21,2021-05-29,12,2022-05-21,OUT_OF_WARRANTY,Purchased
CTRL-0291,DualSense Wireless Controller,ZCT2E-F6153067,DS-STANDARD,PLAYER258,2021-07-29,2021-08-02,12,2022-07-29,OUT_OF_WARRANTY,Purchased
CTRL-0292,DualSense Wireless Controller,ZCT2E-D2848835,DS-STANDARD,PLAYER259,2023-08-02,2023-08-07,12,2024-08-01,IN_WARRANTY,Purchased
CTRL-0293,DualSense Wireless Controller,ZCT2E-A8989988,DS-STANDARD,PLAYER259,2023-07-17,2023-07-28,12,2024-07-16,IN_WARRANTY,Purchased
CTRL-0294,DualSense Wireless Controller,ZCT2E-D2410406,DS-STANDARD,PLAYER260,2022-03-11,2022-03-15,12,2023-03-11,OUT_OF_WARRANTY,Purchased
CTRL-0295,DualSense Wireless Controller,ZCT2E-S8228437,DS-STANDARD,PLAYER261,2021-04-19,2021-05-03,12,2022-04-19,OUT_OF_WARRANTY,Purchased
CTRL-0296,DualSense Limited Edition Controller,ZCT2E-M2641024,DS-LIMITED,PLAYER262,2023-02-23,2023-03-18,12,2024-02-23,OUT_OF_WARRANTY,Purchased
CTRL-0297,DualSense Wireless Controller,ZCT2E-G5932600,DS-STANDARD,PLAYER263,2021-12-28,2022-01-16,12,2022-12-28,OUT_OF_WARRANTY,Purchased
CTRL-0298,DualSense Wireless Controller,ZCT2E-S9281506,DS-STANDARD,PLAYER264,2021-08-12,2021-09-02,12,2022-08-12,OUT_OF_WARRANTY,Purchased
CTRL-0299,DualSense Wireless Controller,ZCT1W-W5176591,DS-STANDARD,PLAYER265,2022-03-26,2022-03-29,12,2023-03-26,OUT_OF_WARRANTY,Purchased
CTRL-0300,DualSense Wireless Controller,ZCT1W-B5465729,DS-STANDARD,PLAYER266,2023-12-26,2023-12-29,12,2024-12-25,IN_WARRANTY,Purchased
CTRL-0301,DualSense Wireless Controller,ZCT2E-H7787380,DS-STANDARD,PLAYER267,2021-07-27,2021-08-03,12,2022-07-27,OUT_OF_WARRANTY,Purchased
CTRL-0302,DualSense Wireless Controller,ZCT2E-R4451163,DS-STANDARD,PLAYER268,2022-02-21,2022-03-04,12,2023-02-21,OUT_OF_WARRANTY,Purchased
CTRL-0303,DualSense Wireless Controller,ZCT2E-V5831479,DS-STANDARD,PLAYER268,2021-07-13,2021-07-18,12,2022-07-13,OUT_OF_WARRANTY,Purchased
CTRL-0304,DualSense Wireless Controller,ZCT2E-K5003370,DS-STANDARD,PLAYER269,2021-05-23,2021-05-28,12,2022-05-23,OUT_OF_WARRANTY,Purchased
CTRL-0305,DualSense Wireless Controller,ZCT1W-L8637262,DS-STANDARD,PLAYER270,2021-01-27,2021-02-17,12,2022-01-27,OUT_OF_WARRANTY,Purchased
CTRL-0306,DualSense Limited Edition Controller,ZCT2E-P6604498,DS-LIMITED,PLAYER270,2022-06-25,2022-07-23,12,2023-06-25,OUT_OF_WARRANTY,Purchased
CTRL-0307,DualSense Wireless Controller,ZCT1W-F1163307,DS-STANDARD,PLAYER271,2023-08-29,2023-09-16,12,2024-08-28,IN_WARRANTY,Purchased
CTRL-0308,DualSense Wireless Controller,ZCT1W-R5152535,DS-STANDARD,PLAYER272,2021-04-03,2021-04-29,12,2022-04-03,OUT_OF_WARRANTY,Purchased
CTRL-0309,DualSense Wireless Controller,ZCT1W-U5876441,DS-STANDARD,PLAYER273,2023-12-12,2023-12-28,12,2024-12-11,IN_WARRANTY,Purchased
